"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.833588028E1,1.687179429E1,7.364966315E1,8.710294531E1,1.103999996E1,1.680758667E2,4.667854634E0,3.469246337E0
1.933588064E1,1.687170916E1,7.364967873E1,8.767563680E1,1.022000027E1,1.680758667E2,4.667855056E0,3.469245770E0
2.033588696E1,1.687161806E1,7.364969940E1,8.886170248E1,1.022000027E1,1.726029053E2,4.667855505E0,3.469245165E0
2.133589494E1,1.687153794E1,7.364971382E1,8.973145289E1,9.859999657E0,1.716905975E2,4.667855891E0,3.469244647E0
2.233590341E1,1.687145904E1,7.364972750E1,9.030945530E1,9.520000458E0,1.702281952E2,4.667856269E0,3.469244137E0
2.333591104E1,1.687138805E1,7.364973025E1,9.130698172E1,8.350000381E0,1.702281952E2,4.667856594E0,3.469243700E0
2.433592129E1,1.687131816E1,7.364973906E1,9.177139823E1,8.350000381E0,1.702281952E2,4.667856911E0,3.469243273E0
2.533592558E1,1.687124926E1,7.364974608E1,9.220053592E1,7.969999790E0,1.782535553E2,4.667857215E0,3.469242864E0
2.633593321E1,1.687117560E1,7.364975128E1,9.291122926E1,7.949999809E0,1.782535553E2,4.667857527E0,3.469242444E0
2.733594012E1,1.687110092E1,7.364975589E1,9.381857779E1,7.869999886E0,1.784964142E2,4.667857847E0,3.469242014E0
2.833594620E1,1.687103006E1,7.364975857E1,9.473264033E1,7.900000095E0,1.784964142E2,4.667858142E0,3.469241617E0
2.933595359E1,1.687095814E1,7.364975877E1,9.518436148E1,7.869999886E0,1.779297943E2,4.667858431E0,3.469241229E0
3.033595932E1,1.687088854E1,7.364975697E1,9.573563105E1,7.900000095E0,1.779297943E2,4.667858704E0,3.469240861E0
3.133596516E1,1.687082765E1,7.364976281E1,9.597549867E1,7.449999809E0,1.779297943E2,4.667858975E0,3.469240497E0
3.233597064E1,1.687075976E1,7.364976761E1,9.655417318E1,7.610000134E0,1.779297943E2,4.667859260E0,3.469240113E0
3.333597589E1,1.687068822E1,7.364976846E1,9.799270236E1,7.567052260E0,1.717035217E2,4.818071276E0,3.257410968E0
3.433598185E1,1.687062535E1,7.364978104E1,9.931389518E1,7.475556602E0,1.715219879E2,4.823798972E0,3.248922976E0
3.533598709E1,1.687055685E1,7.364978522E1,1.002160609E2,7.594377700E0,1.715219879E2,4.819219773E0,3.255711568E0
3.633599198E1,1.687048251E1,7.364979478E1,1.002232855E2,7.755293898E0,1.715219879E2,4.824534135E0,3.247831186E0
3.733599746E1,1.687041003E1,7.364980167E1,1.004105587E2,7.745679543E0,1.712801971E2,4.830929441E0,3.238310944E0
3.833600259E1,1.687033788E1,7.364981188E1,1.013136742E2,7.825529703E0,1.712801971E2,4.841679771E0,3.222215702E0
3.933600879E1,1.687026288E1,7.364982654E1,1.023751993E2,7.998003905E0,1.712799530E2,4.842867587E0,3.220430183E0
4.033601201E1,1.687019124E1,7.364984166E1,1.021319788E2,8.028104957E0,1.712799530E2,4.828865108E0,3.241388407E0
4.133601654E1,1.687012621E1,7.364986384E1,1.019263852E2,7.960542865E0,1.627979431E2,4.823668162E0,3.249117187E0
4.233602142E1,1.687005720E1,7.364989645E1,1.023982992E2,8.199775283E0,1.614589996E2,4.824574169E0,3.247771717E0
4.333602643E1,1.686998265E1,7.364992174E1,1.026868374E2,8.646748269E0,1.576273956E2,4.801075124E0,3.282409890E0
4.433603108E1,1.686990174E1,7.364995654E1,1.029466459E2,8.822715795E0,1.572950897E2,4.795423257E0,3.290661456E0
4.533603513E1,1.686983055E1,7.364998911E1,1.039139056E2,8.940334082E0,1.572950897E2,4.793800292E0,3.293025325E0
4.633603954E1,1.686974613E1,7.365002033E1,1.039147749E2,9.148432960E0,1.563721313E2,4.795849206E0,3.290040641E0
4.733604360E1,1.686966401E1,7.365004734E1,1.044559964E2,9.314407884E0,1.553842316E2,4.787739488E0,3.301830951E0
4.833604765E1,1.686958425E1,7.365007391E1,1.048593420E2,9.229630877E0,1.553842316E2,4.786916024E0,3.303024677E0
4.933605218E1,1.686951324E1,7.365011083E1,1.044385827E2,9.041682515E0,1.556893005E2,4.783084027E0,3.308571326E0
5.033605623E1,1.686943616E1,7.365013801E1,1.054837652E2,9.047762386E0,1.646092224E2,4.785557396E0,3.304992805E0
5.133605969E1,1.686935872E1,7.365017365E1,1.047923559E2,9.112240478E0,1.646092224E2,4.782667994E0,3.309172689E0
5.233606434E1,1.686928063E1,7.365019533E1,1.052763511E2,9.005560515E0,1.650440063E2,4.781364569E0,3.311055706E0
5.333606768E1,1.686919658E1,7.365021835E1,1.054272554E2,9.032399882E0,1.660893097E2,4.787645659E0,3.301967001E0
5.433607185E1,1.686910936E1,7.365023979E1,1.055050539E2,9.085962518E0,1.690065765E2,4.788875902E0,3.300182514E0
5.533607626E1,1.686902548E1,7.365025671E1,1.058136456E2,9.110649603E0,1.690065765E2,4.788099817E0,3.301308404E0
5.633607972E1,1.686894324E1,7.365027330E1,1.064818257E2,9.059535740E0,1.690065765E2,4.783028372E0,3.308651784E0
5.733608413E1,1.686885256E1,7.365029160E1,1.066984127E2,9.291410097E0,1.690065765E2,4.785301211E0,3.305363725E0
5.833608747E1,1.686876917E1,7.365030090E1,1.065110239E2,9.216011498E0,1.731349945E2,4.789800537E0,3.298840379E0
5.933609128E1,1.686868186E1,7.365029865E1,1.070931498E2,9.268315064E0,1.736211090E2,4.792424394E0,3.295027384E0
6.033609545E1,1.686859609E1,7.365031875E1,1.078335070E2,9.494422236E0,1.732817993E2,4.792917949E0,3.294309422E0
6.133609891E1,1.686851364E1,7.365033046E1,1.087894790E2,9.554681820E0,1.732817993E2,4.799574103E0,3.284604308E0
6.233610201E1,1.686842781E1,7.365033944E1,1.083121627E2,9.719922203E0,1.732817993E2,4.804002479E0,3.278124039E0
6.333610630E1,1.686833739E1,7.365034909E1,1.076201390E2,1.001113248E1,1.742544403E2,4.806874759E0,3.273910824E0
6.433610916E1,1.686823691E1,7.365036406E1,1.073196301E2,1.043195304E1,1.723449763E2,4.818342347E0,3.257009988E0
6.533611333E1,1.686814220E1,7.365037616E1,1.072390939E2,1.072597361E1,1.728113630E2,4.831770908E0,3.237055286E0
6.633611619E1,1.686803568E1,7.365038874E1,1.063796651E2,1.103823525E1,1.737673142E2,4.857773254E0,3.197901820E0
6.733612001E1,1.686793148E1,7.365039648E1,1.050257710E2,1.123903976E1,1.748482724E2,4.870176010E0,3.178981388E0
6.833612657E1,1.686783889E1,7.365040525E1,1.051672472E2,1.104334710E1,1.756045788E2,4.877182873E0,3.168220992E0
6.933612716E1,1.686772918E1,7.365040532E1,1.051299846E2,1.141812873E1,1.782109948E2,4.873079274E0,3.174529166E0
7.033613157E1,1.686763857E1,7.365038748E1,1.028431596E2,1.114083094E1,1.832814821E2,4.854115325E0,3.203451490E0
7.133613527E1,1.686754053E1,7.365037537E1,1.020289032E2,1.111765581E1,1.867907815E2,4.862305256E0,3.191006836E0
7.233613777E1,1.686743463E1,7.365034077E1,1.028442845E2,1.147700807E1,1.945999923E2,4.832039649E0,3.236654116E0
7.333614087E1,1.686734774E1,7.365029795E1,1.039565465E2,1.136400269E1,1.984846780E2,4.827838713E0,3.242916957E0
7.433614492E1,1.686724786E1,7.365025828E1,1.044684960E2,1.147746084E1,2.006350620E2,4.833175591E0,3.234957611E0
7.533614850E1,1.686714506E1,7.365021740E1,1.047563746E2,1.161977275E1,2.022154477E2,4.823492800E0,3.249377515E0
7.633615148E1,1.686704302E1,7.365018020E1,1.053325088E2,1.144264527E1,2.018019421E2,4.846035720E0,3.215660870E0
7.733615494E1,1.686695124E1,7.365014517E1,1.041488015E2,1.114623971E1,2.001494187E2,4.841053641E0,3.223156323E0
7.833615875E1,1.686684943E1,7.365012342E1,1.051987881E2,1.119282352E1,1.961439913E2,4.825948074E0,3.245729844E0
7.933616304E1,1.686675149E1,7.365011173E1,1.060253565E2,1.114865865E1,1.899360336E2,4.831766430E0,3.237061970E0
8.033616602E1,1.686665360E1,7.365010817E1,1.059817092E2,1.114774902E1,1.851756915E2,4.827970412E0,3.242720885E0
8.133617091E1,1.686655953E1,7.365011927E1,1.077027810E2,1.094728545E1,1.797497173E2,4.820456407E0,3.253880308E0
8.233617306E1,1.686645951E1,7.365012229E1,1.067661824E2,1.097143002E1,1.783146199E2,4.826423011E0,3.245023568E0
8.333617592E1,1.686635964E1,7.365013098E1,1.077249892E2,1.089685754E1,1.767779052E2,4.821399434E0,3.252482826E0
8.433617949E1,1.686625654E1,7.365013400E1,1.079586010E2,1.104637128E1,1.763279214E2,4.824572589E0,3.247774063E0
8.533618271E1,1.686615724E1,7.365014655E1,1.082602822E2,1.097075173E1,1.744353290E2,4.813131708E0,3.264705223E0
8.633618701E1,1.686605800E1,7.365015253E1,1.072316083E2,1.096869820E1,1.754146981E2,4.805284429E0,3.276244586E0
8.733619261E1,1.686595437E1,7.365015653E1,1.064725349E2,1.102424092E1,1.769199062E2,4.807792152E0,3.272563469E0
8.833619368E1,1.686587048E1,7.365018111E1,1.097149538E2,1.054747480E1,1.721803805E2,4.807384946E0,3.273161623E0
8.933619678E1,1.686577200E1,7.365018697E1,1.092265099E2,1.064260462E1,1.740562840E2,4.811902631E0,3.266516509E0
9.033620274E1,1.686567853E1,7.365018039E1,1.087905273E2,1.063300193E1,1.778633916E2,4.812321682E0,3.265899119E0
9.133620393E1,1.686557215E1,7.365018202E1,1.098798445E2,1.068218181E1,1.784865735E2,4.804521666E0,3.277363054E0
9.233620989E1,1.686548185E1,7.365018068E1,1.099021983E2,1.047490984E1,1.794765029E2,4.802799330E0,3.279886527E0
9.333620965E1,1.686539042E1,7.365018495E1,1.102536281E2,1.040247428E1,1.793389555E2,4.803865732E0,3.278324429E0
9.433621597E1,1.686529766E1,7.365018775E1,1.110258680E2,1.032906289E1,1.791119679E2,4.804983820E0,3.276685448E0
9.533621609E1,1.686520300E1,7.365019089E1,1.119157811E2,1.037187060E1,1.785016438E2,4.805586396E0,3.275801646E0
9.633622038E1,1.686510941E1,7.365019300E1,1.128432109E2,1.046373943E1,1.788996304E2,4.816270097E0,3.260073525E0
9.733622396E1,1.686502395E1,7.365018465E1,1.124710604E2,1.030932857E1,1.808817485E2,4.830983186E0,3.238230765E0
9.833622622E1,1.686493045E1,7.365019882E1,1.134680185E2,1.043287725E1,1.782314475E2,4.808463475E0,3.271576997E0
9.933623028E1,1.686483727E1,7.365020659E1,1.142092499E2,1.034542742E1,1.773573841E2,4.798641143E0,3.285967166E0
1.003362333E2,1.686473895E1,7.365021027E1,1.142903553E2,1.057884685E1,1.771836937E2,4.800583031E0,3.283129543E0
1.013362367E2,1.686463500E1,7.365021655E1,1.148874356E2,1.099359943E1,1.762599140E2,4.810094360E0,3.269178686E0
1.023362428E2,1.686453600E1,7.365022340E1,1.152032833E2,1.096641065E1,1.758805364E2,4.806387870E0,3.274625578E0
1.033362436E2,1.686443724E1,7.365023075E1,1.153693668E2,1.091566604E1,1.763334531E2,4.798398193E0,3.286321928E0
