"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-3.083333344E-3,1.175655212E0,7.221133575E0,4.603526917E0
1.681866666E-2,4.445755005E-1,6.871760101E0,4.329446869E0
3.672166666E-2,-1.510359192E-1,7.057823181E0,4.314028931E0
5.662366666E-2,-1.931283875E0,6.581064606E0,5.190456390E0
7.652566666E-2,-2.544259186E0,8.813222809E0,6.024671631E0
9.642766666E-2,-3.789968719E0,8.585546265E0,6.127657471E0
1.163295833E-1,-2.335293732E0,8.599467316E0,5.465135193E0
1.362315833E-1,8.722361755E-1,7.948171692E0,4.000281372E0
1.561335833E-1,4.637955322E0,7.436835022E0,3.056793365E0
1.760365833E-1,6.492897949E0,7.209757233E0,1.970352631E0
1.959385833E-1,7.633675690E0,6.675667877E0,7.493417358E-1
2.158405833E-1,8.776249695E0,4.072730713E0,-6.788383484E-1
2.357425833E-1,1.573782303E1,3.256927185E0,-1.319206696E0
2.556445833E-1,1.865271149E1,1.548679504E0,-1.591191101E0
2.755465833E-1,1.347437988E1,-8.707392883E-1,2.300715637E-1
2.954495833E-1,1.015937347E1,3.264710999E-1,1.990560608E0
3.153515833E-1,1.168934189E1,1.960922241E0,2.164498901E0
3.352535833E-1,1.124446701E1,-5.519023132E-1,2.440225525E0
3.551555833E-1,9.139993286E0,-2.058219910E0,-3.498225403E-1
3.750575833E-1,8.778495026E0,-2.367925873E0,-3.062182159E0
3.949595833E-1,1.054497162E1,-1.444496155E0,-5.701643372E-1
4.148625833E-1,8.490044861E0,-2.192939758E0,1.647174683E0
4.347645833E-1,9.567354584E0,-3.226690063E0,8.219407654E-1
4.546665833E-1,1.006866211E1,-1.892065430E0,-1.737586670E0
4.745685833E-1,8.354426880E0,-1.013242950E0,-2.953508148E0
4.944705833E-1,1.191028244E1,2.796784058E0,1.282697617E1
5.143725833E-1,8.955427094E0,3.464246063E0,-4.900659027E0
5.342755833E-1,1.092368408E1,2.466271362E0,-1.467398529E1
5.541775833E-1,1.098565521E1,1.080303497E0,-6.336323547E-1
5.740795833E-1,7.521858215E0,3.357518005E-1,-4.617897034E-1
5.939815833E-1,1.056383240E1,4.775070190E-1,-3.228336639E0
6.138835833E-1,8.768166504E0,9.400451660E-1,-2.157014465E0
6.337855833E-1,1.323847046E1,4.604425049E-1,-1.595083008E0
6.536885833E-1,3.339705048E0,-4.561015320E-1,-3.159330139E0
6.735905833E-1,1.048988617E1,1.249900818E0,-3.061134338E-1
6.934925833E-1,3.718417511E0,-8.502319336E-2,-1.482367401E0
7.133945833E-1,1.149639313E1,8.089178467E-1,-1.648521881E0
7.332965833E-1,8.167016602E0,9.337582397E-1,1.176553345E-1
7.531985833E-1,1.071651489E1,6.569837952E-1,2.255809021E-1
7.731015833E-1,6.170618134E0,-2.929408264E-1,-1.564247131E-1
7.930035833E-1,1.009859985E1,1.447639618E0,-9.951306152E-1
8.129055833E-1,4.032015381E0,-3.817062378E-1,8.677455139E-1
8.328075833E-1,1.147917892E1,-0.000000000E0,-1.281185760E0
8.527095833E-1,7.890092468E0,1.563947754E0,-5.598358154E-2
8.726115833E-1,9.692344666E0,1.511556702E0,-1.041983185E0
8.925145833E-1,7.607629852E0,2.436932373E-1,-6.204597473E-1
9.124165833E-1,1.062849792E1,1.984722748E0,-1.297651520E0
9.323185833E-1,8.757239227E0,1.925895081E0,-1.913770294E0
9.522205833E-1,1.133607651E1,1.111289062E0,-2.316882019E0
9.721225833E-1,9.156608734E0,1.651066589E0,-2.340532837E0
9.920245833E-1,1.075169174E1,1.623673553E0,-2.064656525E0
1.011927583E0,7.023544464E0,6.167175293E-1,-2.170187073E0
1.031829583E0,1.120285355E1,-5.014572144E-2,-1.923949127E0
1.051731583E0,9.918224945E0,2.291884003E0,-2.227517853E0
1.071633583E0,1.034648438E1,1.606159973E0,-2.689906311E0
1.091535583E0,1.064870590E1,5.267546082E-1,-2.640059967E0
1.111438458E0,1.107786346E1,1.654808807E0,-1.540446625E0
1.131340458E0,1.249092499E1,1.041384430E0,-1.320853271E0
1.151242458E0,8.709787903E0,1.121767273E0,-1.677711182E0
1.171144458E0,1.036190231E1,5.387297058E-1,-1.640438690E0
1.191046458E0,6.952142944E0,7.545808411E-1,-2.510429535E0
1.210948458E0,9.465715942E0,1.895059204E-1,-1.830693054E-1
1.230851458E0,6.476282501E0,-4.535568237E-2,6.144721985E-1
1.250753458E0,8.398435364E0,5.906716919E-1,-2.229763184E0
1.270655458E0,4.852159882E0,2.035766602E-2,6.360273743E-1
1.290557458E0,1.220067856E1,1.166075134E-1,-1.943408661E0
1.310459458E0,7.526348877E0,9.131011963E-2,5.551954651E-1
1.330362458E0,1.185130508E1,1.318757629E0,-2.976260834E0
1.350264458E0,6.346652069E0,-1.064286804E0,-1.475182343E0
1.370166458E0,1.117306549E1,5.966592407E-1,-2.759062500E0
1.390068458E0,1.314596283E1,1.920506287E-1,-8.934919739E-1
1.409970458E0,1.381297577E1,2.145787811E0,-1.379082184E0
1.429873458E0,9.226213989E0,-1.121767273E0,-3.724854126E0
1.449775458E0,1.360580658E1,1.262324982E0,-2.334245911E0
1.469677458E0,1.126003464E1,1.156195679E0,-2.785108337E0
1.489579458E0,1.079076050E1,-1.128652954E-1,-1.918560333E0
1.509481458E0,1.309282333E1,8.518785095E-1,-1.674268341E0
1.529384458E0,7.865543518E0,5.574407959E-1,-1.661694489E0
1.549286458E0,1.146600632E1,-4.574487305E-1,-2.478246460E0
1.569188458E0,6.129004669E0,-2.095642090E-2,4.490661621E-1
1.589090458E0,7.170688477E0,7.631130981E-1,-2.811453552E0
1.608992458E0,9.825867004E0,-9.131011963E-3,4.428391113E0
1.628895458E0,7.218439178E0,-1.538201294E0,-4.662354584E0
