"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.161875523E2,1.686493660E1,7.356550063E1,1.553660788E2,1.065132893E1,1.176690445E2,4.767689507E0,3.330716709E0
2.171875507E2,1.686489384E1,7.356558510E1,1.548186736E2,1.057637913E1,1.178914719E2,4.766113063E0,3.332972143E0
2.181875494E2,1.686485113E1,7.356566891E1,1.542780529E2,1.043432460E1,1.178914719E2,4.765428666E0,3.333950609E0
2.191875510E2,1.686480745E1,7.356575461E1,1.535419945E2,1.033784689E1,1.178914719E2,4.767156410E0,3.331479671E0
2.201875470E2,1.686475811E1,7.356585075E1,1.530258733E2,1.100939475E1,1.181539841E2,4.769387844E0,3.328284337E0
2.211875480E2,1.686470324E1,7.356595744E1,1.528903602E2,1.166490659E1,1.181031418E2,4.766993527E0,3.331712735E0
2.221875445E2,1.686466804E1,7.356606113E1,1.527774934E2,1.166598013E1,1.102087021E2,4.766893324E0,3.331856099E0
2.231875418E2,1.686463001E1,7.356616951E1,1.523726668E2,1.168135339E1,1.101424179E2,4.767507825E0,3.330976759E0
2.241875451E2,1.686459414E1,7.356627103E1,1.526035619E2,1.148265288E1,1.101681900E2,4.776915097E0,3.317471807E0
2.251875391E2,1.686457409E1,7.356635587E1,1.527240859E2,1.099451842E1,1.006866989E2,4.778048296E0,3.315839489E0
2.261875384E2,1.686455655E1,7.356645241E1,1.528438212E2,1.098562284E1,1.006866989E2,4.772464594E0,3.323871047E0
2.271875368E2,1.686453921E1,7.356654897E1,1.535575286E2,1.093613355E1,1.003888016E2,4.765591849E0,3.333717349E0
2.281875348E2,1.686452155E1,7.356664901E1,1.542233219E2,1.104809594E1,1.003888016E2,4.756428620E0,3.346778125E0
2.291875335E2,1.686451012E1,7.356674901E1,1.544713185E2,1.118621858E1,9.687764740E1,4.755590039E0,3.347969595E0
2.301875321E2,1.686449829E1,7.356685084E1,1.546196568E2,1.093458787E1,9.687764740E1,4.752274575E0,3.352674067E0
2.311875308E2,1.686448665E1,7.356695080E1,1.550870644E2,1.063699232E1,9.693842316E1,4.750768243E0,3.354808211E0
2.321875287E2,1.686448529E1,7.356704714E1,1.551963526E2,1.054260177E1,8.730106354E1,4.749901149E0,3.356035773E0
2.331875269E2,1.686448985E1,7.356714748E1,1.548995032E2,1.074665639E1,8.730106354E1,4.749144475E0,3.357106461E0
2.341875261E2,1.686449434E1,7.356724645E1,1.541548386E2,1.073813833E1,8.730106354E1,4.747328109E0,3.359674517E0
2.351875241E2,1.686449951E1,7.356734458E1,1.538659465E2,1.045372982E1,8.526598358E1,4.746402397E0,3.360982195E0
2.361875228E2,1.686451634E1,7.356743476E1,1.537299534E2,1.032172969E1,7.551117706E1,4.749509375E0,3.356590194E0
2.371875217E2,1.686454131E1,7.356753460E1,1.533915816E2,1.065952526E1,7.527830505E1,4.750131376E0,3.355709902E0
2.381875196E2,1.686456593E1,7.356763226E1,1.531839450E2,1.084939085E1,7.570310211E1,4.748771328E0,3.357634273E0
2.391875209E2,1.686459042E1,7.356773197E1,1.530325765E2,1.086651301E1,7.553839111E1,4.748254613E0,3.358364954E0
2.401875169E2,1.686461504E1,7.356783113E1,1.527242562E2,1.085730680E1,7.553839111E1,4.748985166E0,3.357331816E0
2.411875153E2,1.686463864E1,7.356792617E1,1.523035878E2,1.085086408E1,7.553839111E1,4.749973363E0,3.355933564E0
2.421875136E2,1.686466052E1,7.356803236E1,1.514694051E2,1.108764130E1,7.818213654E1,4.749717961E0,3.356295029E0
2.431875128E2,1.686468177E1,7.356813781E1,1.511740438E2,1.145965072E1,7.818213654E1,4.747732994E0,3.359102328E0
2.441875110E2,1.686470242E1,7.356823703E1,1.510432210E2,1.123842566E1,7.824889374E1,4.748020711E0,3.358695634E0
2.451875135E2,1.686472227E1,7.356833613E1,1.508148101E2,1.075595453E1,7.824889374E1,4.747128924E0,3.359955954E0
2.461875081E2,1.686474018E1,7.356842313E1,1.508232289E2,9.833824173E0,7.708182526E1,4.747210106E0,3.359841252E0
2.471875092E2,1.686475524E1,7.356849639E1,1.507214265E2,8.217226779E0,7.806032562E1,4.746297947E0,3.361129696E0
2.481875048E2,1.686476767E1,7.356855743E1,1.507340762E2,6.805415164E0,7.806032562E1,4.745339194E0,3.362483155E0
2.491875039E2,1.686476718E1,7.356861132E1,1.508191972E2,5.209640611E0,8.571031189E1,4.744008067E0,3.364360934E0
2.501875048E2,1.686476970E1,7.356864627E1,1.506906302E2,3.511497174E0,8.571031189E1,4.746119255E0,3.361382015E0
2.511874999E2,1.686477055E1,7.356865799E1,1.504852401E2,1.726933335E0,8.571031189E1,4.745338000E0,3.362484840E0
