"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-9.919166623E-4,9.783505096E0,2.716850281E-1,-1.123862915E0
1.890908336E-2,9.746681671E0,2.734812927E-1,-1.151255951E0
3.881008335E-2,9.792636108E0,2.730322266E-1,-1.121916962E0
5.871108334E-2,9.736353149E0,3.049159241E-1,-1.113235016E0
7.861208334E-2,9.764045563E0,2.885998535E-1,-1.210832062E0
9.851308336E-2,9.774673462E0,3.046165466E-1,-1.100960541E0
1.184140834E-1,9.753417664E0,2.998265076E-1,-1.137634277E0
1.383150833E-1,9.789193268E0,2.930905151E-1,-1.146765289E0
1.582160833E-1,9.745783539E0,2.784210205E-1,-1.127006378E0
1.781170834E-1,9.756261749E0,2.761756897E-1,-1.115779724E0
1.980180833E-1,9.761500854E0,2.893482971E-1,-1.130898285E0
2.179190833E-1,9.764794006E0,2.778222656E-1,-1.134341125E0
2.378200833E-1,9.774673462E0,3.025209045E-1,-1.119072876E0
2.577210834E-1,9.771380310E0,2.833607483E-1,-1.126856689E0
2.776220833E-1,9.768536224E0,3.192860413E-1,-1.132993927E0
2.975240833E-1,9.767937469E0,3.209326172E-1,-1.118324432E0
3.174250833E-1,9.768985291E0,3.195854187E-1,-1.117725677E0
3.373260833E-1,9.787846069E0,3.155438232E-1,-1.135538635E0
3.572270834E-1,9.762398987E0,3.206332397E-1,-1.125060425E0
3.771280833E-1,9.759405212E0,3.215313721E-1,-1.127006378E0
3.970290833E-1,9.715696106E0,3.231779480E-1,-1.120569763E0
4.169300834E-1,9.883347473E0,3.306623840E-1,-1.121916962E0
4.368310834E-1,9.740843811E0,3.577560425E-1,-1.125060425E0
4.567320833E-1,9.765243073E0,3.147953796E-1,-1.127455444E0
4.766330833E-1,9.764794006E0,3.234773254E-1,-1.185235291E0
4.965340834E-1,9.774374084E0,3.290158081E-1,-1.122665405E0
5.164350834E-1,9.695488129E0,3.095562744E-1,-1.119821320E0
5.363360833E-1,9.713450775E0,3.029699707E-1,-1.118025055E0
5.562370833E-1,9.775421906E0,3.076103210E-1,-1.148711243E0
5.761380834E-1,9.750872955E0,2.894979858E-1,-1.159638519E0
5.960390833E-1,9.755363617E0,2.890489197E-1,-1.127305756E0
6.159400833E-1,9.794731750E0,2.770738220E-1,-1.117426300E0
6.358410833E-1,9.787397003E0,2.598596191E-1,-1.137185211E0
6.557420834E-1,9.754914551E0,2.442919922E-1,-1.153950348E0
6.756430833E-1,9.748178558E0,2.254312134E-1,-1.137634277E0
6.955440833E-1,9.743238831E0,2.429447937E-1,-1.146166534E0
7.154450833E-1,9.756710815E0,2.357597351E-1,-1.127455444E0
7.353460834E-1,9.742939453E0,2.212399292E-1,-1.097068634E0
7.552470833E-1,9.963281250E0,2.878514099E-1,-1.086291046E0
7.751480833E-1,1.001447479E1,1.755848694E-1,-1.344055023E0
7.950490833E-1,9.041947174E0,4.080514526E-1,-6.947053528E-1
8.149500834E-1,1.022823029E1,7.664062500E-2,-1.333726501E0
8.348510833E-1,9.388476563E0,5.358856201E-1,-9.638456726E-1
8.547520833E-1,9.843081207E0,2.950364685E-1,-1.221459961E0
8.746530834E-1,9.884544983E0,2.733316040E-1,-1.193468170E0
8.945540834E-1,9.671987000E0,5.053491211E-1,-1.088686066E0
9.144550833E-1,9.882299652E0,3.079096985E-1,-1.161584473E0
9.343560833E-1,9.387728119E0,4.168830872E-1,-1.005608826E0
9.542570834E-1,1.025233017E1,3.773652649E-1,-1.193468170E0
9.741590834E-1,9.648934937E0,4.096980286E-1,-1.300196228E0
9.940598333E-1,9.867779846E0,2.454895020E-1,-1.184786224E0
1.013960833E0,9.802216187E0,3.715274048E-1,-1.035396881E0
1.033861833E0,9.739496613E0,3.147953796E-1,-1.228046265E0
1.053762833E0,9.698481903E0,2.761756897E-1,-1.031055908E0
1.073663833E0,9.667196960E0,2.887495422E-1,-1.057550812E0
1.093564833E0,9.913285217E0,2.814147949E-1,-1.075962524E0
1.113465833E0,9.756411438E0,2.330653381E-1,-1.142873383E0
1.133366833E0,9.704469452E0,2.137554932E-1,-1.151555328E0
1.153267833E0,9.818382568E0,2.826123047E-1,-1.159638519E0
1.173168833E0,9.828711090E0,2.490820312E-1,-1.159039764E0
1.193069833E0,9.555828552E0,2.484832764E-1,-1.010398865E0
1.212970833E0,9.956994324E0,2.415975952E-1,-1.131646729E0
1.232871833E0,9.750573578E0,3.403921509E-1,-1.110839996E0
1.252772833E0,9.680668945E0,1.715432739E-1,-1.032552795E0
1.272673833E0,9.858948212E0,3.896397400E-1,-1.227597198E0
1.292574833E0,9.766290894E0,2.034269714E-1,-1.234333191E0
1.312475833E0,9.864337006E0,3.369493103E-1,-1.040336609E0
1.332376833E0,9.639504547E0,2.600093079E-1,-1.103205872E0
1.352277833E0,9.834399261E0,3.852987671E-1,-9.918374634E-1
1.372178833E0,9.815987549E0,2.365081787E-1,-1.203946381E0
1.392079833E0,9.687704315E0,3.165916443E-1,-1.195863190E0
1.411980833E0,9.703122253E0,3.686833191E-1,-1.117426300E0
1.431881833E0,9.819729767E0,2.734812927E-1,-1.122216339E0
1.451782833E0,9.774374084E0,2.640509033E-1,-1.042731628E0
1.471684833E0,9.754016418E0,4.131408691E-1,-1.071771240E0
1.491585833E0,9.917027435E0,2.490820312E-1,-1.228345642E0
1.511486833E0,9.617799683E0,2.891986084E-1,-1.027912445E0
1.531387833E0,9.907447357E0,4.209246826E-1,-1.242117004E0
1.551288833E0,9.684111786E0,1.203497314E-1,-1.269809418E0
1.571189833E0,9.814490662E0,4.113446045E-1,-8.427474976E-1
1.591090833E0,9.760153656E0,2.546205139E-1,-1.139430542E0
1.610991833E0,9.782008209E0,3.200344849E-1,-1.019679565E0
1.630892833E0,9.896370392E0,1.948947144E-1,-1.272952881E0
1.650793833E0,9.580377502E0,3.869453430E-1,-1.135838013E0
1.670694833E0,9.844278717E0,3.215313721E-1,-1.085093536E0
1.690595833E0,9.473050690E0,2.071691895E-1,-1.021026764E0
1.710496833E0,1.014335678E1,2.800675964E-1,-1.067430267E0
1.730397833E0,9.468260651E0,3.948788452E-1,-1.268162842E0
1.750298833E0,9.722132721E0,1.531315613E-1,-8.999285889E-1
1.770199833E0,9.964778137E0,4.508624268E-1,-1.375040588E0
1.790100833E0,9.727072449E0,1.920506287E-1,-1.114432526E0
1.810001833E0,9.726024628E0,2.959346008E-1,-1.038989410E0
1.829902833E0,9.742640076E0,3.251239014E-1,-9.297166443E-1
1.849803833E0,9.936486969E0,2.773731995E-1,-1.276246033E0
1.869704833E0,9.671687622E0,2.348616028E-1,-1.111139374E0
1.889605833E0,9.827363892E0,3.112028503E-1,-1.337319031E0
1.909506833E0,1.031445099E1,3.414399719E-1,-9.798623657E-1
1.929407833E0,8.414751434E0,2.210902405E-1,-8.954379272E-1
1.949308833E0,1.088431595E1,5.523513794E-2,-1.137185211E0
1.969209833E0,9.012608185E0,9.309141541E-1,-1.385219421E0
1.989110708E0,9.769733734E0,-3.329077148E-1,-7.116201782E-1
2.009012708E0,1.092248657E1,8.791218567E-1,-1.711840210E0
2.028913708E0,9.406888275E0,-6.571334839E-2,-1.042432251E0
2.048814708E0,1.026460464E1,5.043013000E-1,-1.180145874E0
2.068715708E0,8.876241760E0,3.109034729E-1,-9.475296021E-1
2.088616708E0,1.032388138E1,2.636018372E-1,-1.270258484E0
2.108517708E0,1.064720901E1,3.634442139E-1,-1.192719727E0
2.128418708E0,8.630602570E0,1.712438965E-1,-1.241967316E0
2.148319708E0,1.116752701E1,1.213975525E-1,-7.526348877E-1
2.168220708E0,8.215216370E0,6.231541443E-1,-1.437311096E0
2.188121708E0,1.146136597E1,1.139131165E-1,-6.891668701E-1
2.208022708E0,8.743767242E0,4.935237122E-1,-1.906734924E0
2.227923708E0,1.044572800E1,1.895059204E-1,-6.750961304E-2
2.247824708E0,1.059736267E1,2.844085693E-1,-1.958976288E0
2.267725708E0,7.195686493E0,2.559677124E-1,3.237767029E-1
2.287626708E0,1.178634018E1,4.111949158E-1,-1.906734924E0
2.307527708E0,9.150920563E0,5.463638306E-2,-1.473984833E0
2.327428708E0,8.809181213E0,2.047741699E-1,-6.363267517E-1
2.347329708E0,9.334588623E0,8.934919739E-1,-2.291734314E-1
2.367230708E0,1.179262711E1,1.163081360E-1,-2.282004547E0
