,Latitude,Longitude,Velocity,Label,PredLabels
0,16.8567312,73.5482708,0.0897625154535948,0,0
1,16.8567312,73.5482708,0.07374864979226123,0,0
2,16.8567321,73.5482699,0.0676633808409545,0,0
3,16.8567321,73.5482699,0.0676633808409545,0,0
4,16.8567321,73.5482699,0.0676633808409545,0,0
5,16.8567321,73.5482699,0.0676633808409545,0,0
6,16.8567321,73.5482699,0.0676633808409545,0,0
7,16.8567321,73.5482699,0.0676633808409545,0,0
8,16.8567321,73.5482699,0.0676633808409545,0,0
9,16.8567321,73.5482699,0.04817949825222938,0,0
10,16.8567321,73.5482699,0.015706360604354205,0,0
11,16.8567373,73.548268,0.0027171055452041427,0,0
12,16.8567373,73.548268,0.0027171055452041427,0,0
13,16.8567373,73.548268,0.0027171055452041427,0,0
14,16.8567373,73.548268,0.0027171055452041427,0,0
15,16.8567373,73.548268,0.0027171055452041427,0,0
16,16.8567373,73.548268,0.0027171055452041427,0,0
17,16.8567373,73.548268,0.014765792443768846,0,0
18,16.8567373,73.548268,0.01998674387068919,0,0
19,16.8567377,73.5482679,0.013159008399044807,0,0
20,16.8567377,73.5482679,0.013159008399044807,0,0
21,16.8567377,73.5482679,0.013159008399044807,0,0
22,16.8567377,73.5482679,0.013159008399044807,0,0
23,16.8567377,73.5482679,0.009504412380683324,0,0
24,16.8567377,73.5482679,0.0036099026736486615,0,0
25,16.8567374,73.5482673,0.0013699889849754887,0,0
26,16.8567374,73.5482673,0.0013699889849754887,0,0
27,16.8567374,73.5482673,0.0013699889849754887,0,0
28,16.8567374,73.5482673,0.0013699889849754887,0,0
29,16.8567374,73.5482673,0.0013699889849754887,0,0
30,16.8567374,73.5482673,0.0013699889849754887,0,0
31,16.8567374,73.5482673,0.009514047187850427,0,0
32,16.8567374,73.5482673,0.024595636452433657,0,0
33,16.8567373,73.5482673,0.03153316751414194,0,0
34,16.8567373,73.5482673,0.03153316751414194,0,0
35,16.8567373,73.5482673,0.03153316751414194,0,0
36,16.8567373,73.5482673,0.05029078502585811,0,0
37,16.8567373,73.5482673,0.08054500681894872,0,0
38,16.8567387,73.5482674,0.0920416111003231,0,0
39,16.8567387,73.5482674,0.0920416111003231,0,0
40,16.8567387,73.5482674,0.0920416111003231,0,0
41,16.8567387,73.5482674,0.0920416111003231,0,0
42,16.8567387,73.5482674,0.08554027009344586,0,0
43,16.8567387,73.5482674,0.07847359508597056,0,0
44,16.8567352,73.5482641,0.07790826108537252,0,0
45,16.8567352,73.5482641,2.4864263353349774,0,0
46,16.8567352,73.5482641,4.944097839671308,0,0
47,16.8567337,73.5482626,4.9932512697580345,0,0
48,16.8567337,73.5482626,4.9932512697580345,0,0
49,16.8567337,73.5482626,4.9932512697580345,0,0
50,16.8567337,73.5482626,4.9932512697580345,0,0
51,16.8567337,73.5482626,4.9932512697580345,0,0
52,16.8567337,73.5482626,9.170934190602498,0,0
53,16.8567337,73.5482626,18.252853583742628,0,0
54,16.8568041,73.5479182,23.1570900560383,0,0
55,16.8568041,73.5479182,17.95970264930564,0,0
56,16.8568041,73.5479182,8.99868987907689,0,0
57,16.8569815,73.5473201,5.235064515580823,7,0
58,16.8569815,73.5473201,5.235064515580823,7,7
59,16.8569815,73.5473201,5.235064515580823,0,7
60,16.8569815,73.5473201,5.235064515580823,0,0
61,16.8569815,73.5473201,5.235064515580823,0,0
62,16.8569815,73.5473201,5.235064515580823,0,0
63,16.8569815,73.5473201,5.024605749095829,0,0
64,16.8569815,73.5473201,4.673841138287506,0,0
65,16.8569908,73.5469283,4.533535293964177,0,0
66,16.8569908,73.5469283,4.533535293964177,0,0
67,16.8569908,73.5469283,4.533535293964177,0,0
68,16.8569908,73.5469283,4.533535293964177,0,0
69,16.8569908,73.5469283,4.533535293964177,0,0
70,16.8569908,73.5469283,4.533535293964177,0,0
71,16.8569908,73.5469283,4.533535293964177,0,0
72,16.8569908,73.5469283,4.533535293964177,0,0
73,16.8569908,73.5469283,3.7159315302343487,7,0
74,16.8569908,73.5469283,2.3972157822830105,7,7
75,16.8568083,73.546548,1.8961037980615023,7,7
76,16.8568083,73.546548,1.8961037980615023,0,0
77,16.8568083,73.546548,1.8961037980615023,0,0
78,16.8568083,73.546548,1.8961037980615023,0,0
79,16.8568083,73.546548,1.8961037980615023,0,0
80,16.8568083,73.546548,2.6439659732904004,0,0
81,16.8568083,73.546548,3.9794341433420026,0,0
82,16.8567405,73.5464441,4.567040138164708,0,0
83,16.8567405,73.5464441,4.567040138164708,0,0
84,16.8567405,73.5464441,4.567040138164708,0,0
85,16.8567405,73.5464441,4.567040138164708,0,0
86,16.8567405,73.5464441,5.177770003347193,0,0
87,16.8567405,73.5464441,6.1628181729963645,0,0
88,16.8565929,73.5462408,6.537136477463049,0,0
89,16.8565929,73.5462408,6.537136477463049,0,0
90,16.8565929,73.5462408,6.537136477463049,0,0
91,16.8565929,73.5462408,6.537136477463049,0,0
92,16.8565929,73.5462408,6.537136477463049,0,0
93,16.8565929,73.5462408,6.537136477463049,0,0
94,16.8565929,73.5462408,6.537136477463049,0,0
95,16.8565929,73.5462408,6.940646490734992,0,0
96,16.8565929,73.5462408,7.613163179521563,0,0
97,16.8562479,73.5458189,7.882169855036192,0,0
98,16.8562479,73.5458189,7.882169855036192,0,0
99,16.8562479,73.5458189,7.882169855036192,0,0
100,16.8562479,73.5458189,7.882169855036192,0,0
101,16.8562479,73.5458189,7.882169855036192,0,0
102,16.8562479,73.5458189,7.882169855036192,0,0
103,16.8562479,73.5458189,7.882169855036192,0,0
104,16.8562479,73.5458189,8.10381010483132,0,0
105,16.8562479,73.5458189,8.473210521156537,0,0
106,16.8557566,73.5453919,8.620970687686622,0,0
107,16.8557566,73.5453919,8.620970687686622,0,0
108,16.8557566,73.5453919,8.620970687686622,0,0
109,16.8557566,73.5453919,8.620970687686622,0,0
110,16.8557566,73.5453919,8.620970687686622,0,0
111,16.8557566,73.5453919,8.620970687686622,0,0
112,16.8557566,73.5453919,8.620970687686622,0,0
