Label,Time,Latitude,Longitude
3,2024-03-29 10:58:11:513,16.8275723,73.5217191
3,2024-03-29 10:58:11:892,16.8275723,73.5217191
3,2024-03-29 10:58:12:892,16.8275723,73.5217191
3,2024-03-29 10:58:13:892,16.8275723,73.5217191
3,2024-03-29 10:58:14:892,16.8275723,73.5217191
3,2024-03-29 10:58:15:892,16.8275723,73.5217191
3,2024-03-29 10:58:16:892,16.8276767,73.521675
3,2024-03-29 10:58:17:892,16.8276767,73.521675
3,2024-03-29 10:58:18:892,16.8276767,73.521675
3,2024-03-29 10:58:19:892,16.8276767,73.521675
3,2024-03-29 10:58:20:892,16.8276767,73.521675
3,2024-03-29 10:58:21:891,16.827765,73.5216018
3,2024-03-29 10:58:22:892,16.827765,73.5216018
3,2024-03-29 10:58:23:895,16.827765,73.5216018
3,2024-03-29 10:58:24:892,16.827765,73.5216018
3,2024-03-29 10:58:25:892,16.827765,73.5216018
3,2024-03-29 10:58:26:891,16.8278634,73.5215196
3,2024-03-29 10:58:27:892,16.8278634,73.5215196
3,2024-03-29 10:58:28:892,16.8278634,73.5215196
3,2024-03-29 10:58:29:892,16.8278634,73.5215196
3,2024-03-29 10:58:30:892,16.8278634,73.5215196
3,2024-03-29 10:58:31:891,16.8279609,73.521416
3,2024-03-29 10:58:32:892,16.8279609,73.521416
3,2024-03-29 10:58:33:892,16.8279609,73.521416
3,2024-03-29 10:58:34:892,16.8279609,73.521416
3,2024-03-29 10:58:35:892,16.8279609,73.521416
3,2024-03-29 10:58:36:891,16.8280394,73.5212881
3,2024-03-29 10:58:37:892,16.8280394,73.5212881
3,2024-03-29 10:58:38:892,16.8280394,73.5212881
3,2024-03-29 10:58:39:892,16.8280394,73.5212881
3,2024-03-29 10:58:40:892,16.8280394,73.5212881
3,2024-03-29 10:58:41:892,16.8281347,73.5211293
3,2024-03-29 10:58:42:892,16.8281347,73.5211293
3,2024-03-29 10:58:43:892,16.8281347,73.5211293
3,2024-03-29 10:58:44:892,16.8281347,73.5211293
3,2024-03-29 10:58:45:892,16.8281347,73.5211293
3,2024-03-29 10:58:46:892,16.8282612,73.5210369
3,2024-03-29 10:58:47:585,16.8282612,73.5210369
3,2024-03-29 10:58:47:893,16.8282612,73.5210369
3,2024-03-29 10:58:48:892,16.8282612,73.5210369
3,2024-03-29 10:58:49:892,16.8282612,73.5210369
3,2024-03-29 10:58:50:892,16.8282612,73.5210369
3,2024-03-29 10:58:51:891,16.8284387,73.521041
3,2024-03-29 10:58:52:892,16.8284387,73.521041
3,2024-03-29 10:58:53:892,16.8284387,73.521041
3,2024-03-29 10:58:54:892,16.8284387,73.521041
3,2024-03-29 10:58:55:892,16.8284387,73.521041
3,2024-03-29 10:58:56:891,16.8286129,73.5210702
3,2024-03-29 10:58:57:892,16.8286129,73.5210702
3,2024-03-29 10:58:58:892,16.8286129,73.5210702
3,2024-03-29 10:58:59:892,16.8286129,73.5210702
3,2024-03-29 10:59:00:892,16.8286129,73.5210702
3,2024-03-29 10:59:01:892,16.8287969,73.5210724
3,2024-03-29 10:59:02:892,16.8287969,73.5210724
3,2024-03-29 10:59:03:892,16.8287969,73.5210724
3,2024-03-29 10:59:04:892,16.8287969,73.5210724
3,2024-03-29 10:59:05:892,16.8287969,73.5210724
3,2024-03-29 10:59:06:892,16.8289789,73.5210776
3,2024-03-29 10:59:07:892,16.8289789,73.5210776
3,2024-03-29 10:59:08:892,16.8289789,73.5210776
3,2024-03-29 10:59:09:892,16.8289789,73.5210776
3,2024-03-29 10:59:10:892,16.8289789,73.5210776
3,2024-03-29 10:59:11:892,16.8291326,73.5211038
3,2024-03-29 10:59:12:891,16.8291326,73.5211038
3,2024-03-29 10:59:13:892,16.8291326,73.5211038
3,2024-03-29 10:59:14:445,16.8291326,73.5211038
3,2024-03-29 10:59:14:892,16.8291326,73.5211038
3,2024-03-29 10:59:15:892,16.8291326,73.5211038
3,2024-03-29 10:59:16:892,16.8292748,73.5211338
3,2024-03-29 10:59:17:892,16.8292748,73.5211338
3,2024-03-29 10:59:18:892,16.8292748,73.5211338
3,2024-03-29 10:59:19:892,16.8292748,73.5211338
3,2024-03-29 10:59:20:892,16.8292748,73.5211338
3,2024-03-29 10:59:21:892,16.8293842,73.5211002
3,2024-03-29 10:59:22:892,16.8293842,73.5211002
3,2024-03-29 10:59:23:892,16.8293842,73.5211002
3,2024-03-29 10:59:24:894,16.8293842,73.5211002
3,2024-03-29 10:59:25:892,16.8293842,73.5211002
3,2024-03-29 10:59:26:892,16.8294709,73.5209256
3,2024-03-29 10:59:27:892,16.8294709,73.5209256
3,2024-03-29 10:59:28:892,16.8294709,73.5209256
3,2024-03-29 10:59:29:892,16.8294709,73.5209256
3,2024-03-29 10:59:30:892,16.8294709,73.5209256
3,2024-03-29 10:59:31:892,16.829551,73.5207431
3,2024-03-29 10:59:32:892,16.829551,73.5207431
3,2024-03-29 10:59:33:892,16.829551,73.5207431
3,2024-03-29 10:59:34:892,16.829551,73.5207431
3,2024-03-29 10:59:35:892,16.829551,73.5207431
3,2024-03-29 10:59:36:892,16.8296642,73.520582
3,2024-03-29 10:59:37:892,16.8296642,73.520582
3,2024-03-29 10:59:38:892,16.8296642,73.520582
3,2024-03-29 10:59:39:892,16.8296642,73.520582
3,2024-03-29 10:59:40:892,16.8296642,73.520582
3,2024-03-29 10:59:41:892,16.8297654,73.5204391
3,2024-03-29 10:59:42:892,16.8297654,73.5204391
3,2024-03-29 10:59:43:892,16.8297654,73.5204391
3,2024-03-29 10:59:44:892,16.8297654,73.5204391
3,2024-03-29 10:59:45:892,16.8297654,73.5204391
3,2024-03-29 10:59:46:892,16.8298537,73.5203005
3,2024-03-29 10:59:47:892,16.8298537,73.5203005
3,2024-03-29 10:59:48:892,16.8298537,73.5203005
3,2024-03-29 10:59:49:892,16.8298537,73.5203005
2,2024-03-29 10:59:50:582,16.8298537,73.5203005
2,2024-03-29 10:59:50:891,16.8298537,73.5203005
2,2024-03-29 10:59:51:892,16.8299482,73.5201613
2,2024-03-29 10:59:52:892,16.8299482,73.5201613
2,2024-03-29 10:59:53:892,16.8299482,73.5201613
2,2024-03-29 10:59:54:892,16.8299482,73.5201613
2,2024-03-29 10:59:55:892,16.8299482,73.5201613
2,2024-03-29 10:59:56:892,16.8299958,73.5199936
2,2024-03-29 10:59:57:892,16.8299958,73.5199936
2,2024-03-29 10:59:58:892,16.8299958,73.5199936
2,2024-03-29 10:59:59:893,16.8299958,73.5199936
2,2024-03-29 11:00:00:892,16.8299958,73.5199936
2,2024-03-29 11:00:01:892,16.8300012,73.5198149
2,2024-03-29 11:00:02:892,16.8300012,73.5198149
2,2024-03-29 11:00:03:892,16.8300012,73.5198149
2,2024-03-29 11:00:04:892,16.8300012,73.5198149
2,2024-03-29 11:00:05:892,16.8300012,73.5198149
2,2024-03-29 11:00:06:892,16.830184,73.5195709
2,2024-03-29 11:00:07:892,16.830184,73.5195709
2,2024-03-29 11:00:08:892,16.830184,73.5195709
2,2024-03-29 11:00:09:184,16.830184,73.5195709
2,2024-03-29 11:00:09:891,16.830184,73.5195709
2,2024-03-29 11:00:10:892,16.830184,73.5195709
2,2024-03-29 11:00:11:891,16.830395,73.519396
1,2024-03-29 11:00:12:037,16.830395,73.519396
1,2024-03-29 11:00:12:892,16.830395,73.519396
1,2024-03-29 11:00:13:891,16.830395,73.519396
1,2024-03-29 11:00:14:892,16.830395,73.519396
1,2024-03-29 11:00:15:892,16.830395,73.519396
1,2024-03-29 11:00:16:892,16.830395,73.519396
2,2024-03-29 11:00:17:292,16.8306737,73.5192478
2,2024-03-29 11:00:17:892,16.8306737,73.5192478
2,2024-03-29 11:00:18:892,16.8306737,73.5192478
2,2024-03-29 11:00:19:892,16.8306737,73.5192478
2,2024-03-29 11:00:20:892,16.8306737,73.5192478
2,2024-03-29 11:00:21:892,16.8306737,73.5192478
2,2024-03-29 11:00:22:892,16.8309457,73.5192156
2,2024-03-29 11:00:23:892,16.8309457,73.5192156
2,2024-03-29 11:00:24:892,16.8309457,73.5192156
2,2024-03-29 11:00:25:892,16.8309457,73.5192156
2,2024-03-29 11:00:26:892,16.8309457,73.5192156
2,2024-03-29 11:00:27:892,16.8312354,73.519209
2,2024-03-29 11:00:28:892,16.8312354,73.519209
2,2024-03-29 11:00:29:892,16.8312354,73.519209
2,2024-03-29 11:00:30:892,16.8312354,73.519209
2,2024-03-29 11:00:31:892,16.8313908,73.5191141
2,2024-03-29 11:00:32:892,16.8313908,73.5191141
2,2024-03-29 11:00:33:892,16.8313908,73.5191141
2,2024-03-29 11:00:34:892,16.8313908,73.5191141
2,2024-03-29 11:00:35:892,16.8313908,73.5191141
1,2024-03-29 11:00:36:046,16.8313908,73.5191141
1,2024-03-29 11:00:36:891,16.8315094,73.5188733
1,2024-03-29 11:00:37:892,16.8315094,73.5188733
1,2024-03-29 11:00:38:892,16.8315094,73.5188733
1,2024-03-29 11:00:39:892,16.8315094,73.5188733
1,2024-03-29 11:00:40:892,16.8315094,73.5188733
1,2024-03-29 11:00:41:892,16.8315985,73.5185747
1,2024-03-29 11:00:42:892,16.8315985,73.5185747
1,2024-03-29 11:00:43:892,16.8315985,73.5185747
