,z_rms,Velocity,Label
0,9.291477419117742,3.6852086158909447,2
1,9.193752398105962,3.6852086158909447,2
2,9.330514951599012,3.6852086158909447,2
3,9.565324602937041,3.6852086158909447,2
4,9.87218396147801,3.6852086158909447,2
5,9.799255372628597,3.6852086158909447,2
6,9.86853203913079,3.6852086158909447,2
7,10.241077274043489,4.98945546390937,2
8,10.225101372906337,6.5421302829789285,2
9,9.908720229994808,6.790558254030056,2
10,9.804182163830168,6.790558254030056,2
11,9.832938279909303,6.790558254030056,2
12,10.195433017398297,4.524331258957325,2
13,10.447352733188835,4.524331258957325,2
14,10.404262147975876,4.524331258957325,2
15,9.97398000805034,4.524331258957325,2
16,9.773314081433385,4.524331258957325,2
17,9.602390762676556,4.524331258957325,2
18,9.532112451826906,4.524331258957325,2
19,9.842464596184374,4.402291989553434,2
20,10.927957521325622,4.2603858623396045,2
21,10.95963597250788,4.240519004529669,2
22,10.11187123215402,4.240519004529669,2
23,10.302041971332654,4.240519004529669,2
24,10.160894570623105,4.240519004529669,2
25,9.979922228096259,4.240519004529669,2
26,10.276385534507972,4.240519004529669,2
27,10.298775712128641,4.240519004529669,2
28,10.045306758039596,4.135913786427086,2
29,9.692630528158867,4.011383764876391,2
30,9.665489953474626,3.9914589614282794,2
31,9.528182844248812,3.9914589614282794,2
32,9.303244366195162,3.9914589614282794,2
33,9.364313115771703,3.9914589614282794,2
34,9.454915764434638,3.9914589614282794,2
35,9.464009038967832,3.9914589614282794,2
36,9.697191413965056,3.9914589614282794,2
37,10.015186263671362,5.290554674445957,2
38,9.953939943467994,8.887668880901844,2
39,9.765554374878645,8.887668880901844,2
40,9.873236580274042,8.121601033045494,2
41,10.012970385451675,7.2510693877541845,2
42,10.028174054390016,7.146605590319228,2
43,10.279218306600201,7.146605590319228,2
44,9.573558480032501,7.146605590319228,2
45,9.773435295881919,7.146605590319228,2
46,9.715862541610134,7.958816218691266,2
47,9.452421268331435,8.925733633419885,2
48,9.473676573988742,9.080440419776464,2
49,9.721683150444312,9.080440419776464,2
50,9.848602441574373,9.080440419776464,2
51,9.844246235450145,9.080440419776464,2
52,9.85957443690079,11.585528488498896,2
53,9.786760551547422,11.241455329369478,2
54,9.903604415945088,10.850463103086053,2
55,9.859067952243093,10.803544035932042,2
56,9.826920789475285,10.803544035932042,2
57,9.848397047931593,10.803544035932042,2
58,9.528406407934607,10.803544035932042,2
59,10.009027867537494,10.803544035932042,2
60,10.479042923130363,10.803544035932042,2
61,10.04434613874851,10.803544035932042,2
62,9.871982733545034,10.795380108649667,2
63,9.965156580960322,10.786102918556066,2
64,10.029245943251535,10.784989655744832,2
65,9.910628277132346,10.784989655744832,2
66,9.616805400603518,9.753008724048279,2
67,9.661880644059812,8.553030896494144,2
68,9.837518115581801,8.385034000636566,2
69,9.918951554284115,8.385034000636566,2
70,9.929451393561159,8.385034000636566,2
