"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.611869708E0,2.335144043E-2,1.346000977E0,7.784412231E0
2.631772708E0,2.484832764E-1,2.173330536E0,1.153980286E1
2.651674708E0,2.552192688E-1,1.677262115E0,9.684710541E0
2.671577708E0,5.388793945E-3,2.061063995E0,8.730594635E0
2.691479708E0,5.391787720E-1,2.424208832E0,1.160985718E1
2.711382708E0,-9.939331055E-2,2.033072205E0,8.472680969E0
2.731284708E0,7.800279236E-1,1.490001526E0,9.456135864E0
2.751187708E0,-4.134402466E-1,3.153192902E0,1.079914307E1
2.771089708E0,5.345384216E-1,8.999285889E-1,8.877289581E0
2.790992708E0,-1.618135071E-1,2.193538513E0,8.434510345E0
2.810894708E0,6.825805664E-1,2.889740753E0,1.118548965E1
2.830797708E0,5.807922363E-2,6.966513062E-1,8.034542084E0
2.850699708E0,1.613644409E-1,2.082619171E0,9.193881226E0
2.870602708E0,-8.906478882E-2,2.868335266E0,1.156105865E1
2.890504708E0,1.046773224E0,9.560618591E-1,7.855514374E0
2.910407708E0,-5.269042969E-2,2.076182556E0,1.028002258E1
2.930309708E0,5.815406799E-1,2.785856781E0,9.870773621E0
2.950211708E0,2.668949890E-1,8.267308044E-1,9.676327972E0
2.970114708E0,6.249504089E-1,1.872456207E0,8.714128876E0
2.990016708E0,6.084846497E-1,2.886597290E0,1.197419952E1
3.009919708E0,5.450166321E-1,1.727856903E0,6.941065979E0
3.029821708E0,-6.331832886E-2,1.743125153E0,1.072549622E1
3.049724708E0,3.838018799E-1,2.302811279E0,1.103834564E1
3.069626708E0,3.935316467E-1,1.704505463E0,8.061186676E0
3.089529708E0,3.218307495E-2,2.032174072E0,9.958640900E0
3.109431708E0,3.613485718E-1,2.436034241E0,1.119746475E1
3.129334708E0,7.680528259E-1,1.691632233E0,7.873776398E0
3.149236708E0,-9.729766846E-2,2.238744507E0,1.123473724E1
3.169139708E0,2.344125366E-1,2.153571625E0,9.053922272E0
3.189041708E0,1.175655212E0,1.397044830E0,9.976004791E0
3.208944708E0,4.426295471E-1,2.534978485E0,9.957144012E0
3.228846708E0,5.525010681E-1,2.010020142E0,1.017284546E1
3.248748708E0,6.173162842E-1,1.732646942E0,1.015682877E1
3.268651708E0,7.415579224E-1,1.929637299E0,9.163943481E0
3.288553708E0,5.909710693E-1,2.396366730E0,1.224423798E1
3.308456708E0,5.682183838E-1,1.743424530E0,7.358697510E0
3.328358708E0,5.273533630E-1,2.378254395E0,1.142035126E1
3.348261708E0,5.947132874E-1,2.308200073E0,9.915081482E0
3.368163708E0,5.550457764E-1,1.706002350E0,9.322912903E0
3.388066708E0,3.246748352E-1,1.980830841E0,8.555907898E0
3.407968708E0,3.221301270E-1,2.244582367E0,1.203422470E1
3.427871708E0,8.628057861E-1,1.551373901E0,7.272327118E0
3.447773708E0,9.639953613E-2,1.588945770E0,1.080153809E1
3.467676708E0,3.707789612E-1,2.532134399E0,9.380842438E0
3.487578708E0,5.801934814E-1,1.177900543E0,7.739056549E0
3.507481708E0,2.438429260E-1,2.062710571E0,1.075842773E1
3.527383708E0,6.312373352E-1,2.534529419E0,8.615783386E0
3.547285708E0,6.517446899E-1,1.150657196E0,9.936486969E0
3.567188708E0,5.980064392E-1,2.020348663E0,8.203540649E0
3.587091042E0,4.480183411E-1,1.802401886E0,1.237222183E1
3.606994042E0,5.441184998E-1,1.829196167E0,5.871390381E0
3.626896042E0,-1.451980591E-2,1.702709198E0,1.191941345E1
3.646799042E0,7.197033691E-1,2.653831329E0,8.203989716E0
3.666701042E0,6.673123169E-1,1.054407349E0,1.087578369E1
3.686604042E0,7.792794800E-1,2.985990601E0,8.226143646E0
3.706506042E0,2.005828857E-2,1.570833435E0,1.212897766E1
3.726409042E0,9.458830261E-1,1.459465027E0,8.144563293E0
3.746311042E0,4.520599365E-2,1.170865173E0,9.073232117E0
3.766214042E0,7.589218140E-1,3.104693756E0,1.140313705E1
3.786116042E0,9.240284729E-1,9.972262573E-1,6.009702759E0
3.806018042E0,-2.971321106E-1,2.520159302E0,1.219424194E1
3.825921042E0,8.418493652E-1,2.880609741E0,7.581584015E0
3.845823042E0,2.104623413E-1,1.114432526E0,1.086186264E1
3.865726042E0,1.220112762E0,2.052531738E0,7.201075287E0
3.885628042E0,1.582209778E-1,2.234253845E0,1.338157288E1
3.905531042E0,7.740403748E-1,1.326391754E0,6.132746887E0
3.925433042E0,7.753875732E-1,1.706301727E0,1.266456390E1
3.945336042E0,5.134323120E-1,2.469265137E0,9.654772797E0
3.965238042E0,5.164260864E-1,1.382824402E0,1.077414505E1
3.985141042E0,2.841091919E-1,2.124082947E0,9.642947388E0
4.005043042E0,1.656605072E0,2.851270752E0,1.104837479E1
4.024946042E0,1.995350647E-1,1.326242065E0,1.027268784E1
4.044848042E0,6.947053528E-1,2.839295654E0,7.832462311E0
4.064751042E0,-1.501377869E-1,2.013163605E0,1.162796951E1
4.084653042E0,1.369202728E0,1.598226471E0,8.594228210E0
4.104555042E0,-1.751358032E-2,2.401605835E0,9.408834229E0
4.124458042E0,7.444020081E-1,1.613494720E0,9.296118622E0
4.144360042E0,5.742059326E-1,2.064207458E0,1.147947830E1
4.164263042E0,1.351838837E0,1.742676086E0,7.368427277E0
4.184165042E0,2.933898926E-1,1.595232697E0,1.086994583E1
4.204068042E0,3.969744873E-1,2.217339020E0,1.047342041E1
4.223970042E0,1.654958496E0,1.301393738E0,6.918762360E0
4.243873042E0,-2.532733154E-1,1.537602539E0,1.104328537E1
4.263775042E0,8.072712708E-1,2.340083771E0,9.722432098E0
4.283678042E0,8.693920898E-1,1.134490814E0,8.455017700E0
4.303580042E0,8.867559814E-1,1.457968140E0,1.013347733E1
4.323483042E0,-2.050735474E-1,1.307381287E0,9.505233765E0
4.343385042E0,4.481680298E-1,1.355431366E0,8.888965302E0
4.363287042E0,2.513273621E-1,7.686515808E-1,9.543254700E0
4.383190042E0,9.854008484E-1,2.045496368E0,9.567504272E0
4.403092042E0,1.315763855E-1,6.259982300E-1,9.828262024E0
4.422995042E0,1.612147522E-1,2.001487885E0,9.309141541E0
4.442897042E0,6.664141846E-1,5.298980713E-1,1.004635849E1
4.462800042E0,8.306227112E-1,1.806742859E0,9.160949707E0
4.482702042E0,7.337741089E-1,7.219487000E-1,1.060080551E1
4.502605042E0,-4.788542175E-1,1.385967865E0,1.015832565E1
4.522507042E0,1.568139038E0,1.496587830E0,9.275162201E0
4.542410042E0,-1.371148682E-1,1.299747162E0,1.049587372E1
4.562312042E0,1.059496765E0,3.400927734E-1,1.083267334E1
4.582213917E0,-2.709365845E-2,1.396895142E0,9.808652802E0
4.602116917E0,1.284179535E0,1.465003510E0,9.662706299E0
4.622018917E0,3.198847961E-1,1.037492523E0,1.089539291E1
4.641921917E0,3.719764709E-1,2.150128784E0,8.011040955E0
4.661823917E0,-1.501377869E-1,1.025218048E0,9.913584595E0
4.681726917E0,8.184979248E-1,1.471739502E0,1.073387878E1
4.701628917E0,1.496887207E-3,7.521858215E-1,8.078550568E0
4.721531917E0,5.739065552E-1,8.610095215E-1,1.211849945E1
4.741433917E0,6.215075684E-1,1.132095795E0,8.472082214E0
4.761336917E0,4.311035156E-1,7.035369873E-1,1.069046906E1
4.781238917E0,3.914360046E-1,1.519190826E0,1.004321503E1
4.801141917E0,5.376818848E-1,2.412832489E0,9.306297455E0
4.821043917E0,1.388362885E0,8.280780029E-1,1.024185196E1
4.840945917E0,-1.309776306E-1,2.080373840E0,1.098685272E1
4.860848917E0,1.626667328E0,1.770518188E0,1.013183075E1
4.880750917E0,3.573069763E-1,2.518662415E0,1.092263626E1
4.900653917E0,1.228645020E0,1.784139862E0,8.043074341E0
4.920555917E0,3.477268982E-1,1.771865387E0,1.234168533E1
4.940458917E0,4.408332825E-1,1.851200409E0,7.354655914E0
4.960360917E0,1.603166199E-1,3.897894287E-1,1.057865158E1
4.980263917E0,3.829037476E-1,1.897603912E0,1.022014709E1
5.000165917E0,1.724414062E-1,1.529818726E0,7.373067627E0
5.020067917E0,2.305206299E-1,2.545905762E0,8.875942383E0
5.039970917E0,2.993774414E-1,-3.158432007E-2,8.514893188E0
5.059872917E0,3.125500488E-1,2.759810944E0,1.037447617E1
5.079775917E0,1.493893433E-1,9.470805359E-1,7.442074127E0
5.099677917E0,-1.700463867E-1,3.297043762E0,1.183259399E1
5.119580917E0,1.180145874E0,8.720864868E-1,8.281827850E0
5.139482917E0,7.472460938E-1,3.717369690E0,1.253149063E1
5.159385917E0,8.626560974E-1,4.405339050E-1,8.588390350E0
5.179287917E0,4.869374084E-1,2.318079529E0,1.204739731E1
5.199190917E0,7.572752380E-1,3.071612549E-1,8.588390350E0
5.219092917E0,8.657995605E-1,2.403102722E0,1.046069687E1
5.238994917E0,3.362008667E-1,1.194965057E0,7.812703400E0
5.258897917E0,8.041278076E-1,1.318907318E0,1.010728180E1
5.278799917E0,4.998106384E-1,1.900747375E0,9.104517059E0
5.298702917E0,7.140151978E-2,5.906716919E-1,8.890911255E0
5.318604917E0,2.966830444E-1,3.172353058E0,8.568781128E0
5.338507917E0,5.887257385E-1,6.620732117E-1,8.960666199E0
5.358409917E0,4.447251892E-1,2.912343750E0,9.585167542E0
5.378312917E0,4.517605591E-1,1.432670746E0,9.231004028E0
5.398214917E0,6.047424316E-2,3.121458893E0,9.839338989E0
5.418117917E0,4.810995483E-1,9.725276184E-1,1.032103729E1
5.438019917E0,1.926493835E-1,2.963836670E0,9.006620636E0
5.457921917E0,-2.818638611E-1,1.121168518E0,1.018871246E1
5.477824917E0,1.124611359E0,2.304906921E0,1.072729248E1
5.497726917E0,1.905537415E-1,8.198451233E-1,1.043240570E1
5.517629917E0,5.523513794E-2,1.901046753E0,9.855954437E0
5.537531917E0,7.078779602E-1,1.275946655E0,9.489217072E0
5.557434917E0,6.542893982E-1,1.737586670E0,1.012344818E1
5.577337458E0,2.445913696E-1,1.515747986E0,9.069639587E0
5.597240458E0,1.454974365E-1,1.270707550E0,9.978998566E0
5.617142458E0,5.023553467E-1,2.544558563E0,8.386609955E0
5.637045458E0,6.604266357E-1,5.935157776E-1,1.091784622E1
5.656947458E0,1.670526123E-1,2.704276428E0,8.654403076E0
5.676849458E0,5.150788879E-1,1.313967590E0,1.055215668E1
5.696752458E0,6.355783081E-1,3.090623016E0,1.006985962E1
5.716654458E0,5.706134033E-1,8.363108826E-1,1.002689896E1
5.736557458E0,1.058448944E0,2.794838104E0,1.104223755E1
5.756459458E0,-6.436614990E-3,7.818241882E-1,8.883277130E0
5.776362458E0,1.602118378E0,1.769320679E0,1.022299118E1
5.796264458E0,-8.232879639E-3,2.505789185E-1,8.908275146E0
5.816167458E0,8.339158630E-1,1.551673279E0,8.998986511E0
5.836069458E0,1.803749084E-1,1.807341614E0,8.254285126E0
5.855972458E0,1.087189178E0,1.475182343E0,1.023511597E1
5.875874458E0,5.287005615E-1,2.137704620E0,6.053112488E0
5.895777458E0,-6.074368286E-1,6.001020813E-1,1.206206680E1
5.915679458E0,7.936495972E-1,2.887944489E0,6.174959106E0
5.935581458E0,7.340734863E-1,6.978488159E-1,1.265797760E1
5.955484458E0,-2.636018372E-1,3.308120728E0,7.033573608E0
5.975386458E0,4.248165894E-1,1.097517700E0,1.243643829E1
5.995289458E0,2.830613708E-1,3.463347931E0,6.987918549E0
6.015191458E0,-2.293231201E-1,9.036708069E-1,1.388752075E1
6.035094458E0,1.070124664E0,3.542233887E0,7.479496307E0
6.054996458E0,2.576142883E-1,7.900570679E-1,1.220621704E1
6.074899458E0,8.330177307E-1,2.952909393E0,1.109881989E1
6.094801458E0,2.917433167E-1,7.167095947E-1,8.069269867E0
6.114704458E0,4.776567078E-1,1.736089783E0,1.181747543E1
6.134606458E0,5.783972168E-1,1.725162506E0,7.249125366E0
6.154509458E0,1.117126923E0,9.475296021E-1,1.140223892E1
6.174411458E0,-2.395019531E-2,1.875599670E0,7.482939148E0
6.194314458E0,1.914518738E-1,5.882766724E-1,1.069974976E1
6.214216458E0,9.304650879E-1,2.958597565E0,8.029003601E0
6.234118458E0,6.448590088E-1,8.617579651E-1,9.765392761E0
6.254021458E0,2.409988403E-1,3.024759979E0,8.731193390E0
6.273923458E0,1.107097778E0,1.457668762E0,9.029223633E0
6.293826458E0,4.469705200E-1,3.143762512E0,8.666527863E0
6.313728458E0,4.634362793E-1,5.432203674E-1,9.365424500E0
6.333631458E0,8.446934509E-1,2.823728027E0,9.657916260E0
6.353533458E0,1.095272369E0,6.424639893E-1,8.996441803E0
6.373436458E0,1.324894867E0,2.958447876E0,1.087069427E1
6.393338458E0,7.484436035E-4,4.906796265E-1,7.337741089E0
6.413241458E0,4.831951904E-1,2.064656525E0,1.171059769E1
6.433143458E0,5.378315735E-1,1.227447510E0,6.915020142E0
6.453046458E0,1.118025055E0,9.752220154E-1,1.272354126E1
6.472948458E0,5.104385376E-2,1.843117218E0,6.886429596E0
6.492851458E0,5.688171387E-3,7.699987793E-1,1.139235947E1
6.512753458E0,4.951702881E-1,2.124382324E0,7.908653870E0
6.532656458E0,7.758366394E-1,1.058149567E0,9.393715668E0
6.552558458E0,-3.559597778E-1,2.808010712E0,8.997489624E0
6.572460458E0,1.754351807E-1,7.602690125E-1,1.089419540E1
6.592363042E0,5.599855042E-1,4.027674408E0,8.721164246E0
6.612265042E0,2.782713318E-1,7.966433716E-1,1.119671631E1
6.632168042E0,-5.828878784E-1,3.288361816E0,9.599088593E0
6.652070042E0,8.202941895E-1,9.723779297E-1,9.937385101E0
6.671973042E0,7.123686218E-1,2.654579773E0,1.106573868E1
6.691875042E0,-3.611988831E-1,1.153052216E0,9.410929871E0
6.711778042E0,7.231462097E-1,1.952389984E0,1.079225739E1
6.731680042E0,-2.954855347E-1,1.466051331E0,8.960516510E0
6.751583042E0,9.192384338E-1,1.350791016E0,9.878258057E0
6.771485042E0,1.519340515E-1,2.230811005E0,9.130712585E0
6.791388042E0,-1.080752563E-1,6.141728210E-1,9.147028656E0
6.811290042E0,1.811233521E-1,2.521656189E0,9.391919403E0
6.831193042E0,4.508624268E-1,1.246907043E-1,8.079897766E0
6.851095042E0,-7.209008789E-1,2.853965149E0,9.684860229E0
6.870997042E0,4.725672913E-1,1.007405090E0,8.153694305E0
6.890900042E0,2.309696960E-1,3.309767303E0,9.160350952E0
6.910802042E0,-3.071612549E-1,9.388476562E-1,1.023781036E1
6.930705042E0,-1.047821045E-2,3.372786255E0,8.866661682E0
6.950607042E0,5.538482666E-3,1.431024170E0,1.114297806E1
6.970510042E0,1.061442719E0,2.807561646E0,9.380543060E0
6.990412042E0,-9.774673462E-1,1.949396210E0,9.975705414E0
7.010315042E0,2.128573608E-1,2.842439117E0,1.025233017E1
7.030217042E0,2.490820312E-1,1.443897400E0,9.408534851E0
7.050120042E0,9.093589783E-1,2.384241943E0,1.178439423E1
7.070022042E0,-6.819818115E-1,1.961071930E0,8.446186066E0
7.089925042E0,1.460961914E-1,1.542392578E0,1.071277267E1
7.109827042E0,2.874023438E-1,8.387059021E-1,9.469158783E0
7.129729042E0,4.179309082E-1,1.191522217E0,8.879385223E0
7.149632042E0,-2.755769348E-1,1.281335449E0,9.358239441E0
7.169534042E0,1.282832336E-1,8.454418945E-1,9.320667572E0
7.189437042E0,8.068222046E-2,1.870360565E0,9.042845306E0
7.209339042E0,1.704954529E-1,8.788224792E-1,9.888736267E0
7.229242042E0,-1.212478638E-2,2.777174835E0,8.204887848E0
7.249144042E0,4.751119995E-1,1.675016785E-1,1.021850052E1
7.269047042E0,3.317102051E-1,3.219205627E0,6.970105591E0
7.288949042E0,-4.499642944E-1,1.077758789E-1,1.201476517E1
7.308852042E0,3.909869385E-1,4.001329193E0,7.134014740E0
7.328754042E0,5.454656982E-1,1.192869415E0,1.127814697E1
7.348657042E0,3.802093506E-2,3.075654144E0,9.511670380E0
7.368559042E0,-1.763333130E-1,1.633103943E0,1.060679306E1
7.388461042E0,1.884580994E-1,3.260519714E0,1.017658768E1
7.408364042E0,-3.697311401E-2,8.238867188E-1,1.007494904E1
7.428266042E0,-1.056802368E-1,3.126997375E0,1.073627380E1
7.448169042E0,4.634362793E-1,9.407936096E-1,9.915530548E0
7.468071042E0,-6.062393188E-2,2.506837006E0,1.158815231E1
7.487974042E0,5.670208740E-1,6.086343384E-1,9.421258392E0
7.507876042E0,-1.627116394E-1,2.132166138E0,1.135763168E1
7.527779042E0,9.821076965E-1,6.911128235E-1,8.719218292E0
7.547681042E0,5.984555054E-1,1.337768097E0,1.119402191E1
7.567584042E0,2.796185303E-1,1.400038605E0,7.382498016E0
7.587486333E0,-4.701722717E-1,8.634045410E-1,1.121408020E1
7.607389333E0,8.074209595E-1,2.225122833E0,7.207661591E0
7.627291333E0,4.495152283E-1,2.787203979E-1,1.075947556E1
7.647193333E0,-3.040177917E-1,2.798730011E0,8.330027618E0
7.667096333E0,2.308200073E-1,6.270460510E-1,8.982820129E0
7.686998333E0,5.281018066E-1,2.821782074E0,1.035830978E1
7.706901333E0,3.858975220E-1,2.525248718E-1,7.950267334E0
7.726803333E0,-2.365081787E-1,3.459605713E0,1.067011139E1
7.746706333E0,6.785389709E-1,8.226892090E-1,9.096134491E0
7.766608333E0,5.295986938E-1,3.904181213E0,9.585167542E0
7.786511333E0,4.827461243E-1,8.161029053E-1,1.045725403E1
7.806413333E0,-8.268804932E-1,3.481909332E0,1.044198578E1
7.826316333E0,1.024768982E0,1.022074585E0,1.004830444E1
7.846218333E0,5.424719238E-1,2.910397797E0,9.735754395E0
7.866120333E0,8.547225952E-2,1.668879547E0,1.136511612E1
7.886023333E0,2.490820312E-1,3.116070099E0,7.715256042E0
7.905925333E0,-3.362008667E-1,4.746629333E-1,1.238823853E1
7.925828333E0,1.668729858E0,2.809956665E0,8.346343689E0
7.945730333E0,-5.757028198E-1,6.991960144E-1,9.847721558E0
7.965633333E0,1.059347076E0,2.011816406E0,1.106798401E1
7.985535333E0,5.656736755E-1,3.025209045E-1,8.063432007E0
8.005438333E0,3.552113342E-1,1.665586395E0,1.087623276E1
8.025340333E0,6.917115784E-1,7.104226685E-1,7.461383972E0
8.045243333E0,5.069956970E-1,1.036145325E0,1.222313187E1
8.065145333E0,1.119222565E0,1.760938110E0,6.877298584E0
8.085047333E0,-6.421646118E-2,5.415737915E-1,1.287502625E1
8.104950333E0,1.556014252E0,2.609074402E0,6.371650085E0
8.124852333E0,1.050365753E0,2.992277527E-1,1.255319550E1
8.144755333E0,5.866300964E-1,2.405348053E0,6.907685394E0
8.164657333E0,5.613327026E-1,6.066883850E-1,1.169443130E1
8.184560333E0,1.437760162E0,3.137924652E0,7.500602417E0
8.204462333E0,1.000369720E0,5.242098999E-1,1.188094345E1
8.224365333E0,9.077124023E-1,2.955753479E0,8.282426605E0
8.244267333E0,8.466394043E-1,1.270408173E0,1.121258331E1
8.264170333E0,1.569935303E0,3.426374817E0,7.972570953E0
