"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.166977404E2,1.687547047E1,7.362356549E1,1.717999851E2,9.719347335E0,1.232054901E2,4.745382078E0,3.362422633E0
2.176977475E2,1.687542399E1,7.362363924E1,1.724264917E2,9.463880831E0,1.232047729E2,4.748319318E0,3.358273468E0
2.186977553E2,1.687535826E1,7.362370200E1,1.729578962E2,9.360220014E0,1.271340942E2,4.751943567E0,3.353143207E0
2.196977624E2,1.687529790E1,7.362376773E1,1.734212212E2,9.312687846E0,1.383573456E2,4.748336959E0,3.358248525E0
2.206977698E2,1.687524187E1,7.362382791E1,1.737734467E2,9.164342822E0,1.384012756E2,4.750279887E0,3.355499669E0
2.216977772E2,1.687518009E1,7.362388157E1,1.745785971E2,8.649039376E0,1.384012756E2,4.750941460E0,3.354562905E0
2.226977847E2,1.687512567E1,7.362392344E1,1.750711863E2,7.513481878E0,1.384928741E2,4.750896044E0,3.354627225E0
2.236977912E2,1.687508514E1,7.362395969E1,1.754985149E2,5.901273822E0,1.384928741E2,4.748650403E0,3.357805292E0
2.246977987E2,1.687506043E1,7.362398441E1,1.756971106E2,4.064198542E0,1.384928741E2,4.747421701E0,3.359542265E0
2.256978067E2,1.687504518E1,7.362400797E1,1.757259619E2,2.682551209E0,1.384928741E2,4.745788793E0,3.361848564E0
2.266978139E2,1.687503650E1,7.362401288E1,1.759634590E2,1.286183856E0,1.384928741E2,4.745486909E0,3.362274680E0
2.276978213E2,1.687503850E1,7.362400716E1,1.760600145E2,8.207728126E-2,1.384928741E2,4.748739097E0,3.357679856E0
2.286978284E2,1.687504007E1,7.362400145E1,1.760831093E2,1.227788159E-1,1.384928741E2,4.749489142E0,3.356618822E0
