,z_rms,Velocity,Label
0,10.56895811610194,117.41828724568067,7
1,10.520548050046951,2.545968710295792,7
2,8.83111232754199,2.751602112139571,7
3,8.672549353704026,2.751602112139571,7
4,8.770553298787624,2.751602112139571,7
5,10.349253469990048,3.2463457097666715,7
6,10.93048355209339,3.2463457097666715,7
7,10.199859550839559,3.2463457097666715,7
8,9.109016412566092,2.713084739119825,7
9,9.609613007682707,2.713084739119825,7
10,10.014942095669918,2.713084739119825,7
11,11.086680468770874,1.4944781208505933,7
12,9.991261385665622,14.142676301899378,7
