,z_rms,Velocity,Label
0,9.820281731593873,2.6002800424255987,1
1,9.438684780037534,2.4842813355323514,1
2,9.380681942257999,2.1942845682992353,1
3,9.60214738447212,2.020286507959366,1
4,9.534044740799791,2.020286507959366,1
5,9.655777392538713,2.020286507959366,1
6,10.558952459858752,46.68047535748952,1
7,11.244465065996678,3.205547366977587,1
8,10.789697980311143,21.761628190532086,1
9,9.819667505708153,110.22734601513235,1
10,9.343193669657657,152.40005170069244,1
11,9.045049357639718,64.2271901188082,1
12,9.074217527108306,3.7912598524095116,1
13,9.52130889503084,3.7912598524095116,1
14,9.970437172175235,10.330413419998443,1
15,10.312846661500956,9.913395286356053,1
16,10.291157711123613,2.9572235851247255,1
17,9.508026151787485,2.9572235851247255,1
18,8.973594585208224,2.9572235851247255,1
19,8.786536208192503,23.74810317029608,1
20,9.102873555596863,25.436194679927876,1
21,9.852015594190123,6.333406604388329,1
22,9.956218278496412,6.333406604388329,1
23,8.97278074560401,6.333406604388329,1
24,8.591947007695596,45.28058389588522,1
25,8.37381440554406,47.56094738741271,1
26,8.598760575643164,6.853410315993588,1
27,9.622452745273366,2.812687044543939,1
28,10.019055287767921,3.3895547162806263,1
29,9.80137079019112,11.626780583327703,1
30,9.655781943240415,13.280792907120558,1
31,9.602577230475553,6.697579363866338,1
32,9.990915888250852,6.697579363866338,1
33,10.076738766340677,6.697579363866338,1
34,9.910783146301332,26.219836114961204,1
35,9.857086318883702,25.846944756917793,1
36,9.934067502664348,5.951796647779528,1
37,9.820437189356065,5.951796647779528,1
38,9.663388907235374,5.951796647779528,1
39,9.965210649343827,156.57942727911097,1
40,9.971628338757558,232.19209533037167,1
41,9.727730245595545,81.73430882315596,1
42,9.84542182270176,6.2914848960109495,1
43,10.158076090456351,6.2914848960109495,1
44,10.209284363879691,32.575901430335406,1
45,9.52309742481119,32.19702729190953,1
46,9.318060198733903,5.5337366191591855,1
47,9.95493406931608,5.5337366191591855,1
48,9.883847751324314,5.5337366191591855,1
49,9.456213473716257,54.17465496532143,1
50,9.799190607798817,53.068318252062525,1
51,10.157544104355551,3.321063192641382,1
52,9.818631105270104,3.321063192641382,1
53,10.37666677144186,3.321063192641382,1
54,10.54843940384157,10.899857256060846,1
55,9.821608988683352,11.3283691420764,1
56,10.045941053095953,4.178086964672491,1
57,9.605247854903777,4.178086964672491,1
58,8.931093298375636,4.178086964672491,1
59,9.088796097355322,67.54015470812625,1
60,9.392333988545165,67.17581606667135,1
61,8.803120985901398,4.325494270288429,1
62,9.711746290788502,4.325494270288429,1
63,10.367642392634453,108.86066751364851,1
64,10.64169936490048,167.98559541037648,1
65,10.52310099841924,63.65344423886674,1
66,10.043899498971898,4.731538413989072,1
67,9.89853069776682,4.731538413989072,1
68,9.781860050154807,4.731538413989072,1
69,10.009570558618275,117.90130969637754,1
70,10.38744599706807,127.29600143003893,1
71,9.865145534338733,14.533259805073962,1
72,9.44033226183803,5.5455977288360945,1
73,10.130056170973527,5.5455977288360945,1
74,10.539204074047774,96.90121822036855,1
75,9.976739544600607,179.25480998692672,1
76,9.535182424690214,88.03589490865677,1
77,9.64092159765276,5.819008555361299,1
78,9.899234159294283,5.819008555361299,1
79,10.606400930003135,62.878333547708536,1
80,11.278704753726526,62.464537970455034,1
81,10.290358026140956,4.9914174008542815,1
82,9.37872702705294,4.9914174008542815,1
83,10.0878103105579,12.24635438243373,1
84,10.565703102058912,73.02670227290483,1
85,10.398939586580548,65.68786313257988,1
86,9.806254192759729,4.823613083363286,1
87,9.390778005749116,4.823613083363286,1
88,9.311968054454997,4.823613083363286,1
89,9.60953090041535,97.98812257352925,1
90,9.76185687715118,125.63560282339358,1
91,9.460902203077493,34.90843155667562,1
92,9.455370524726591,9.698289530259254,1
93,9.583426447445959,9.698289530259254,1
94,9.775987922568273,27.52105906437523,1
95,10.406309549839266,90.66659366832107,1
96,10.473169645486072,71.34302340628594,1
97,9.670484921487843,29.514787475181375,1
98,9.601489364573249,4.246362582141174,1
99,9.451262883365697,4.246362582141174,1
100,9.430951064538068,4.246362582141174,1
101,9.576532254841371,4.246362582141174,1
102,9.31444196248145,4.246362582141174,1
103,9.036969866803696,4.246362582141174,1
104,9.63082440456607,4.246362582141174,1
105,10.136409573769326,4.246362582141174,1
106,10.207221527586194,65.06318452910145,1
107,10.269690580407197,65.31668571701303,1
108,10.417774539830415,4.753364957964308,1
109,10.191971429503353,4.753364957964308,1
110,9.858819142820757,4.753364957964308,1
111,10.0386577886585,36.08026263266865,1
112,10.158215798414005,149.56869510354127,1
113,10.148660979521637,192.21605034197077,1
114,9.904174579880896,83.71323939531496,1
115,9.490295199204944,148.67928195761712,1
116,9.292929663287639,275.15694645802984,1
117,9.128826221506317,136.33542658178843,1
118,9.623892632199938,5.664925205405144,1
119,9.700432358830142,9.996571065142158,1
120,9.844512932882818,110.10786194757715,1
121,10.083685304639777,105.53599657689243,1
122,10.07857377560313,5.184486183509777,1
123,10.106757325855725,5.184486183509777,1
124,10.24187317834356,5.184486183509777,1
125,9.710422478999842,38.77216658392247,1
126,9.248610807043017,39.24631269401797,1
127,9.586666202922771,6.132778403700794,1
128,9.75660864876686,6.132778403700794,1
129,9.744882684242766,147.60800617470142,1
130,9.803199203786042,195.07426499988017,1
131,9.855600543371619,54.641660550415324,1
132,10.01210286916033,8.218025046772253,1
133,10.086833748692408,8.218025046772253,1
134,10.0260617256511,8.218025046772253,1
135,9.900429509977803,86.22639282867314,1
136,9.880396416450676,95.77983894827706,1
137,10.18374454438741,16.41602041259176,1
138,10.17440689836117,5.507123539203487,1
139,9.93859747456449,5.507123539203487,1
140,9.801393493625927,79.16281378979538,1
141,9.463208167499484,80.41689531611289,1
142,10.54678486108643,20.2726162784608,1
143,10.102190222594592,10.575598380069309,1
144,9.770616766057383,10.575598380069309,1
145,9.80544236850387,45.4342738742018,1
146,9.188466662674621,50.047959965561276,1
147,9.494964811555409,15.03939785419801,1
148,10.055255103742764,10.275825145607737,1
149,9.721366603116245,10.275825145607737,1
150,9.681204706827167,10.111751660767604,1
151,9.662537169929585,7.377193580098765,1
152,9.60532453563866,190.14595078690274,1
153,9.287044162089488,63.70267146437976,1
154,9.518584511671344,7.876142856400846,1
155,10.090768595926676,7.876142856400846,1
156,10.757642331023368,77.51645612594844,1
157,10.85904366718411,166.9713957112217,1
