"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.389039167E0,-1.210083618E0,7.616162109E-1,9.808054047E0
1.408942167E0,-8.280780029E-1,6.813830566E-1,8.922196198E0
1.428844167E0,-3.903881836E-1,9.237290955E-1,1.063149170E1
1.448746167E0,-1.028810577E0,1.033450928E0,9.577533417E0
1.468649167E0,-1.184935913E0,1.329834595E0,9.023086395E0
1.488551167E0,-1.357227631E0,9.858499146E-1,1.097203354E1
1.508454167E0,-2.448907471E-1,8.622070313E-1,8.475225677E0
1.528356167E0,-5.598358154E-1,1.060095520E0,1.078327606E1
1.548258167E0,-3.510200500E-1,8.114625549E-1,1.086859863E1
1.568161167E0,-8.084687805E-1,8.547225952E-1,7.248975677E0
1.588063167E0,-6.468049622E-1,1.048419800E0,1.140268799E1
1.607965167E0,2.694396973E-3,1.251697083E0,8.911268921E0
1.627868167E0,-9.906399536E-1,-7.619155884E-2,1.106948090E1
1.647770167E0,-1.892065430E-1,1.448388062E0,1.003258713E1
1.667673167E0,-1.396296387E0,9.132508850E-1,1.077668976E1
1.687575167E0,2.576142883E-1,1.178499298E0,9.783056030E0
1.707477167E0,-1.065933380E0,8.470884705E-1,8.515641632E0
1.727380167E0,-5.707630920E-1,7.705975342E-1,1.075872711E1
1.747282167E0,-8.412506104E-1,1.252595215E0,8.080346832E0
1.767184167E0,-5.499563599E-1,6.712042236E-1,9.991123352E0
1.787087167E0,-6.349795532E-1,6.176156616E-1,9.027577057E0
1.806989167E0,-5.180726624E-1,4.270619202E-1,8.035290527E0
1.826891167E0,-8.693920898E-1,6.596781921E-1,8.845705261E0
1.846794167E0,-3.448828125E-1,1.106648712E0,7.925119629E0
1.866696167E0,-2.136058044E-1,1.164578247E-1,7.674690399E0
1.886599167E0,-6.062393188E-2,6.608757019E-1,1.034049683E1
1.906501167E0,-8.632548523E-1,5.200186157E-1,7.522456970E0
1.926403167E0,-4.879852295E-1,1.483415222E-1,9.419162750E0
1.946306167E0,-5.369334412E-1,-6.676116943E-2,9.142238617E0
1.966208167E0,6.885681152E-2,3.537144470E-1,9.248218231E0
1.986110167E0,-1.005159760E0,-1.986369324E-1,1.069945038E1
2.006013167E0,-3.144960022E-1,4.718188477E-1,9.362730103E0
2.025915167E0,-4.999603271E-1,1.284329224E-1,9.555978241E0
2.045818167E0,-1.312620392E0,8.343649292E-1,1.043569885E1
2.065720167E0,-1.097966766E0,7.030879211E-1,8.710686035E0
2.085622167E0,-2.368075562E-1,-1.290316772E-1,1.010309052E1
2.105525167E0,-1.524878998E0,3.132984924E-1,9.028325500E0
2.125427167E0,-4.526586914E-1,3.736230469E-1,1.151046387E1
2.145329167E0,-1.200503540E0,2.754272461E-2,8.757987671E0
2.165232167E0,-2.227368164E-1,-5.589376831E-1,9.700577545E0
2.185134167E0,-6.566844177E-1,-2.703378296E-1,1.119776413E1
2.205036167E0,-4.297563171E-1,7.503895569E-1,1.063149170E1
2.224939167E0,-7.078779602E-1,-1.083896027E0,9.493258667E0
2.244841167E0,-5.780978394E-1,5.550457764E-1,1.101888611E1
2.264744167E0,-5.084925842E-1,-5.703140259E-1,6.985673218E0
2.284646167E0,-3.546125793E-1,1.330283661E0,1.137604340E1
2.304548167E0,-6.511459351E-1,-5.572911072E-1,7.395371246E0
2.324451167E0,-1.418899384E0,2.519261169E-1,8.217611389E0
2.344353167E0,2.415975952E-1,-5.186714172E-1,9.234446869E0
2.364255167E0,-1.080004120E0,1.201551361E0,8.944200439E0
2.384158167E0,-3.189866638E-1,-1.199455719E0,7.078629913E0
2.404060167E0,-1.003213806E0,5.096900940E-1,1.128129044E1
2.423962167E0,-6.259982300E-1,-7.970924377E-1,7.319479065E0
2.443865167E0,-1.321002960E0,7.948471069E-2,1.260887970E1
2.463767167E0,4.026626587E-1,-7.599696350E-1,8.014633484E0
2.483670167E0,-1.264270935E0,3.688330078E-1,1.185429886E1
2.503572167E0,-2.257305908E-1,1.838177490E-1,9.673633575E0
2.523474167E0,-7.679031372E-1,1.197659454E0,9.701625366E0
2.543377167E0,4.204756165E-1,-2.718347168E-1,1.068717590E1
2.563279167E0,-1.149459686E0,1.536105652E0,1.130269592E1
2.583181167E0,2.501298523E-1,-1.956431580E-1,9.548194427E0
2.603084167E0,-9.596543884E-1,-5.833369446E-1,1.010668304E1
2.622986167E0,3.537144470E-1,-3.703298950E-1,8.909173279E0
2.642889167E0,8.207432556E-1,8.208929443E-1,9.943672028E0
2.662791167E0,-9.990225220E-1,-1.956431580E-1,9.593999176E0
2.682693167E0,1.151255951E0,3.969744873E-1,1.095167587E1
2.702596167E0,-5.056484985E-1,-5.144801331E-1,8.535101166E0
2.722498167E0,-1.362167358E-1,1.437909851E0,1.046578629E1
2.742400167E0,-4.725672913E-1,5.501060486E-1,8.506211243E0
2.762303167E0,1.845661926E-1,2.401007080E-1,1.018961060E1
2.782205167E0,-6.355783081E-1,1.046324158E0,8.059689789E0
2.802107792E0,-5.224136353E-1,-8.562194824E-2,9.601483612E0
2.822010792E0,-2.258802795E-1,2.305206299E-2,1.024140289E1
2.841912792E0,-1.529818726E-1,9.894424438E-2,9.533524933E0
2.861815792E0,-9.087602234E-1,5.412744141E-1,9.981393585E0
2.881717792E0,-4.122427368E-1,6.212081909E-2,1.012808853E1
2.901619792E0,-8.187973022E-1,1.173559570E-1,6.804699554E0
2.921522792E0,6.277944946E-1,7.439529419E-2,1.056068893E1
2.941424792E0,9.460327148E-2,6.110293579E-1,9.441616058E0
2.961326792E0,-5.337899780E-1,-6.033952332E-1,8.532406769E0
2.981229792E0,3.966751099E-2,9.177415466E-1,1.034618500E1
3.001131792E0,2.372566223E-1,-6.839277649E-1,7.949818268E0
3.021034792E0,-3.918850708E-1,9.131011963E-2,9.746681671E0
3.040936792E0,-6.376739502E-2,-4.960684204E-1,8.801846466E0
3.060838792E0,-2.480342102E-1,4.132905579E-1,1.063328796E1
3.080741792E0,2.077679443E-1,-5.162763977E-1,9.211095428E0
3.100643792E0,-1.824705505E-1,5.760021973E-1,1.040456360E1
3.120545792E0,4.535568237E-2,-1.311273193E-1,8.205636292E0
3.140448792E0,1.282832336E-1,5.072950745E-1,1.232087860E1
3.160350792E0,8.608598328E-1,-5.553451538E-1,9.643097076E0
3.180253792E0,-5.548960876E-1,2.824626160E-1,8.828191681E0
3.200155792E0,6.619235229E-1,-4.451742554E-1,1.077204941E1
3.220057792E0,-2.474354553E-1,2.505789185E-1,9.220525818E0
3.239960792E0,4.418811035E-1,-3.001258850E-1,8.915160828E0
3.259862792E0,1.032852173E-2,6.035449219E-1,1.038794815E1
3.279764792E0,6.197113037E-2,-7.244934082E-2,9.146429901E0
3.299667792E0,4.194277954E-1,-9.684860229E-2,1.171912994E1
3.319569792E0,4.781057739E-1,4.203259277E-1,9.601633301E0
3.339472792E0,1.366658020E-1,1.975891113E-2,1.052012329E1
3.359374792E0,1.133143616E-1,-1.272354126E-2,9.488768005E0
3.379276792E0,6.102809143E-1,-1.651066589E-1,9.735005951E0
3.399179792E0,7.996371460E-1,1.311273193E-1,8.556207275E0
3.419081792E0,5.483097839E-1,-3.525169373E-1,1.148830994E1
3.438983792E0,-4.183799744E-1,1.028062134E0,9.379495239E0
3.458886792E0,9.954299927E-1,-2.076182556E-1,1.019350250E1
3.478788792E0,-5.043013000E-1,1.416354675E0,8.978479156E0
3.498691792E0,-6.735992432E-2,-7.584727478E-1,9.649982758E0
3.518593792E0,-2.754272461E-2,3.972738647E-1,9.701625366E0
3.538495792E0,4.450245667E-1,-2.118095398E-1,6.907086639E0
3.558398792E0,-1.040336609E-1,5.914201355E-1,1.004860382E1
3.578300792E0,5.393284607E-1,2.143542480E-1,8.666078796E0
3.598203792E0,-4.110452271E-1,4.876858521E-1,9.181157684E0
3.618105792E0,1.083596649E0,5.837860107E-3,1.003543121E1
3.638007792E0,-7.020401001E-1,8.604107666E-1,9.104816437E0
3.657910792E0,-5.508544922E-2,-6.382727051E-1,8.695417786E0
3.677812792E0,4.114942932E-1,8.864566040E-1,1.041070084E1
3.697714792E0,9.518705750E-1,1.113833771E0,9.138047333E0
3.717617792E0,-1.841171265E-1,6.417155457E-1,1.132949020E1
3.737519792E0,-5.221142578E-1,8.141569519E-1,8.212222595E0
3.757422792E0,1.020428009E0,5.294490051E-1,1.185190384E1
3.777324792E0,4.718188477E-1,9.128018188E-1,8.824748840E0
3.797226792E0,1.444496155E-1,6.390211487E-1,1.159159515E1
3.817129208E0,-1.429527283E-1,1.523831177E-1,1.046009811E1
3.837031208E0,8.918453979E-1,4.647834778E-1,1.018901184E1
3.856934208E0,-1.547781372E-1,5.664221191E-1,1.087264023E1
3.876836208E0,8.864566040E-1,-2.155517578E-2,1.012659164E1
3.896738208E0,-5.972579956E-2,8.966354370E-2,1.158530823E1
3.916641208E0,9.077124023E-1,6.402186584E-1,7.831264801E0
3.936543208E0,5.519023132E-1,-7.200027466E-2,1.213960556E1
3.956445208E0,3.604504395E-1,-4.080514526E-1,7.825876007E0
3.976348208E0,4.123924255E-1,4.207749939E-1,1.136032608E1
3.996250208E0,1.397643585E0,8.711883545E-2,7.756270752E0
4.016153208E0,-3.382965088E-2,3.480262756E-1,1.006192612E1
4.036055208E0,2.724334717E-2,-2.561174011E-1,7.931556244E0
4.055957208E0,1.009051666E0,1.056802368E0,1.040216858E1
4.075860208E0,-3.203338623E-1,6.071374512E-1,6.130052490E0
4.095762208E0,1.323248291E-1,7.393125916E-1,1.167392395E1
4.115665208E0,-5.236111450E-1,6.590794373E-1,8.045169983E0
4.135567208E0,2.664459229E-1,1.758842468E-1,8.704997864E0
4.155469208E0,-3.212319946E-1,1.252595215E0,1.024095383E1
4.175372208E0,3.757186890E-2,-4.361929321E-1,9.244625702E0
4.195274208E0,3.402424622E-1,1.541793823E0,1.128922394E1
4.215177208E0,5.269042969E-2,4.959187317E-1,8.110134888E0
4.235079208E0,-3.860472107E-1,5.619314575E-1,1.140223892E1
4.254981208E0,1.123114471E0,8.020321655E-1,1.061397812E1
4.274884208E0,-6.810836792E-2,3.206332397E-1,9.101074219E0
4.294786208E0,2.923420715E-1,4.799020386E-1,1.254226822E1
4.314688208E0,-1.520837402E-1,8.229885864E-1,9.017398224E0
4.334591208E0,1.066681824E0,-1.317260742E-1,1.162931671E1
4.354493208E0,-2.499801636E-1,6.915618896E-1,8.239615631E0
4.374396208E0,8.143066406E-2,4.813989258E-1,1.139191040E1
4.394298208E0,9.271719360E-1,-1.109193420E-1,8.768166504E0
4.414200208E0,4.930746460E-1,1.217568054E0,9.996212769E0
4.434103208E0,5.538482666E-1,2.201921082E-1,8.293204193E0
4.454005208E0,-3.947291565E-1,5.399272156E-1,9.608668671E0
4.473908208E0,5.484594727E-1,2.477348328E-1,9.428144073E0
4.493810208E0,3.728746033E-1,1.113085327E0,9.801318054E0
4.513712208E0,2.233355713E-1,1.056053925E0,9.919272766E0
4.533615208E0,2.694396973E-1,-5.848338318E-1,1.094987961E1
4.553517208E0,6.010002136E-1,7.481442261E-1,1.113040421E1
4.573420208E0,6.619235229E-1,-1.022373962E-1,1.006297394E1
4.593322208E0,-5.194198608E-2,1.058299255E-1,1.027972321E1
4.613224208E0,2.240840149E-1,-5.394781494E-1,1.073387878E1
4.633127208E0,7.851173401E-1,9.026229858E-2,9.341923370E0
4.653029208E0,-7.544311523E-2,5.903723145E-1,1.049557434E1
4.672932208E0,6.960525513E-2,-1.140029297E0,9.561666412E0
4.692834208E0,6.125262451E-1,-5.403762817E-2,8.755143585E0
4.712736208E0,-8.232879639E-3,8.596623230E-1,1.014141083E1
4.732639208E0,-3.933819580E-1,-2.070195007E-1,9.225315857E0
4.752541208E0,3.245251465E-1,3.007246399E-1,9.440568237E0
4.772444208E0,5.120851135E-1,3.606001282E-1,1.001447479E1
4.792346208E0,-6.198609924E-1,-1.733395386E-1,7.635172577E0
4.812249792E0,9.081614685E-1,-1.472937012E-1,1.276186157E1
4.832152792E0,9.403445435E-1,-1.090632019E0,8.684640198E0
4.852054792E0,1.197509766E-3,1.683998108E-1,1.035890854E1
4.871957792E0,1.055305481E-1,-1.444496155E-1,1.083881058E1
4.891859792E0,1.469643860E0,-3.993695068E-1,1.106753494E1
4.911761792E0,-2.401007080E-1,6.987469482E-1,9.469607849E0
4.931664792E0,1.321601715E0,-8.747808838E-1,9.529333649E0
4.951566792E0,-4.314028931E-1,4.191284180E-2,1.146765289E1
4.971469792E0,7.795788574E-1,-1.347198486E-2,8.891959076E0
4.991371792E0,1.309925995E0,2.484832764E-2,1.118189713E1
5.011273792E0,3.165916443E-1,7.050338745E-1,9.770332489E0
5.031176792E0,7.138655090E-1,-5.719606018E-1,9.935289459E0
5.051078792E0,1.327439575E0,5.276527405E-1,1.083057770E1
5.070981792E0,7.617658997E-1,-1.169068909E-1,1.154878418E1
5.090883792E0,6.861730957E-1,2.785707092E-1,1.052790710E1
5.110785792E0,1.920805664E0,-2.588117981E-1,8.586594086E0
5.130688792E0,1.728006592E0,-3.095562744E-1,1.189860672E1
5.150590792E0,2.095642090E-3,5.533992004E-1,1.004366409E1
5.170493792E0,1.161285095E0,-9.810598755E-1,9.862091675E0
5.190395792E0,1.659149780E0,3.338058472E-1,9.820328522E0
5.210297792E0,5.816903687E-1,7.563771057E-1,1.009156448E1
5.230200792E0,7.143145752E-1,-5.234614563E-1,1.011491592E1
5.250102792E0,1.753154297E0,-3.526666260E-1,9.964778137E0
5.270004792E0,7.861651611E-1,1.488354950E0,1.008437943E1
5.289907792E0,5.352868652E-1,-1.419049072E-1,1.039722885E1
5.309809792E0,1.214125214E0,6.694079590E-1,1.044512924E1
5.329712792E0,9.553134155E-1,-4.370910645E-2,1.033241364E1
5.349614792E0,9.877958679E-1,9.723779297E-1,1.073492661E1
5.369516792E0,7.608677673E-1,-9.240284729E-1,1.016191818E1
5.389419792E0,9.437873840E-1,5.343887329E-2,1.139580231E1
5.409321792E0,1.308429108E0,9.454339600E-1,9.483229523E0
5.429224792E0,2.402503967E-1,-1.260379028E-1,1.069196594E1
5.449126792E0,8.961863708E-1,-2.062710571E-1,1.174457703E1
5.469028792E0,1.269659729E0,1.163081360E-1,1.040456360E1
5.488931792E0,1.319805450E0,3.561094666E-1,1.179023209E1
5.508833792E0,-3.588038635E-1,1.203497314E-1,9.270222473E0
5.528735792E0,1.833387451E0,-1.270857239E-1,1.192315567E1
5.548638792E0,1.142723694E0,7.539820862E-1,7.879614258E0
5.568540792E0,8.161029053E-1,1.817221069E-1,1.190698929E1
5.588443792E0,7.330256653E-1,-7.691006470E-1,7.196285248E0
5.608345792E0,1.644629974E0,-8.921447754E-2,1.169143753E1
5.628247792E0,8.997789001E-1,7.888595581E-1,7.924371185E0
5.648150792E0,5.400769043E-1,-2.531236267E-1,1.021415955E1
5.668052792E0,2.634521484E-1,-7.179071045E-1,9.582173767E0
5.687955792E0,1.031504974E0,6.267466736E-1,1.075528427E1
5.707857792E0,-5.553451538E-2,3.381468201E-1,1.079450272E1
5.727759792E0,6.779402161E-1,-2.555186462E-1,9.565708008E0
5.747662792E0,1.148411865E0,-4.433779907E-1,1.039677979E1
5.767564792E0,3.121009827E-1,1.197958832E0,9.312135315E0
5.787466792E0,6.689588928E-1,-5.041516113E-1,1.090931396E1
5.807368417E0,5.590873718E-1,5.620811462E-1,1.096604599E1
5.827270417E0,1.438807983E0,-1.197509766E-3,1.017643799E1
5.847173417E0,-1.678010559E-1,5.760021973E-1,1.111783035E1
5.867075417E0,5.742059326E-1,5.852828979E-1,9.956994324E0
5.886977417E0,6.712042236E-1,-2.062710571E-1,1.239437576E1
5.906880417E0,1.127156067E0,1.269360352E0,8.973539429E0
5.926782417E0,-1.591191101E-1,7.357200623E-1,1.310734314E1
5.946685417E0,1.036444702E0,-6.268963623E-1,1.020173538E1
5.966587417E0,9.687854004E-1,1.228195953E0,1.145912064E1
5.986489417E0,2.770738220E-1,5.815406799E-1,9.072034607E0
6.006392417E0,2.249821472E-1,4.400848389E-2,1.132544861E1
6.026294417E0,1.196162567E0,5.625302124E-1,1.058658508E1
6.046196417E0,1.957629089E0,2.510279846E-1,1.039453445E1
6.066099417E0,-4.724176025E-1,9.904902649E-1,1.020188507E1
6.086001417E0,4.117936707E-1,-5.005590820E-1,9.697883148E0
6.105904417E0,8.168513489E-1,7.677534485E-1,8.226293335E0
6.125806417E0,1.207239532E0,8.704399109E-1,1.016730698E1
6.145708417E0,5.360353088E-1,-2.874023438E-2,8.544980621E0
6.165611417E0,1.165326691E0,-4.787045288E-1,9.458381195E0
6.185513417E0,7.259902954E-1,1.713486786E0,9.544003143E0
6.205415417E0,4.423301697E-1,3.233276367E-2,8.884474640E0
6.225318417E0,5.465135193E-1,-1.615141296E-1,9.729916534E0
6.245220417E0,2.380050659E-1,1.681603088E0,1.014799713E1
6.265122417E0,5.213658142E-1,1.889071655E-1,7.760162659E0
6.285025417E0,7.409591675E-2,7.182064819E-1,1.098715210E1
6.304927417E0,5.963598633E-1,8.741821289E-1,8.175249481E0
6.324830417E0,8.339158630E-1,-1.721420288E-2,1.246008911E1
6.344732417E0,-9.220825195E-2,1.802401886E0,6.629713440E0
6.364634417E0,-7.888595581E-2,-2.740800476E-1,1.262669266E1
6.384537417E0,1.208586731E0,5.825885010E-1,8.292006683E0
6.404439417E0,4.201762390E-1,1.566941528E0,1.267339554E1
6.424341417E0,8.262817383E-2,3.778143311E-1,7.711064758E0
6.444244417E0,4.363426208E-1,1.107696533E-2,1.185384979E1
6.464146417E0,1.583257599E0,1.017883301E-1,9.221423950E0
6.484049417E0,2.390528870E-1,4.517605591E-1,1.047342041E1
6.503951417E0,1.061442719E0,-8.457412720E-1,1.008827133E1
6.523853417E0,8.189469910E-1,-6.756948853E-1,1.129027176E1
6.543756417E0,1.037492523E0,2.504292297E-1,8.376281433E0
6.563658417E0,1.673519897E-1,-4.734654236E-1,1.100750977E1
6.583560417E0,1.250349884E0,-5.882766724E-2,8.811725922E0
6.603463417E0,8.033793640E-1,-1.619931335E0,9.087003479E0
6.623365417E0,6.960525513E-1,1.269659729E0,9.865684204E0
6.643268417E0,4.983137512E-1,-9.964778137E-1,8.311017151E0
6.663170417E0,1.245410156E0,-8.681945801E-2,1.065738785E1
6.683072417E0,1.319955139E0,-2.993774414E-3,1.057730438E1
6.702975417E0,8.904981995E-1,6.780899048E-2,1.087054459E1
6.722877417E0,8.328680420E-1,-9.006770325E-1,8.174051971E0
6.742779417E0,1.502276001E0,-1.249601440E0,1.139161102E1
6.762682417E0,1.009500732E0,1.314416656E0,9.825268250E0
6.782584417E0,7.894583130E-1,-8.945397949E-1,9.830058289E0
6.802487042E0,5.659730530E-1,-3.397933960E-2,9.715546417E0
6.822389042E0,1.567540283E0,-3.080593872E-1,1.043016037E1
6.842291042E0,8.167016602E-1,6.020480347E-1,9.193731537E0
6.862194042E0,8.328680420E-1,-3.930825806E-1,1.244826370E1
6.882096042E0,9.030720520E-1,5.074447632E-1,7.526049500E0
6.901998042E0,1.307830353E0,-1.917512512E0,1.241039246E1
6.921901042E0,5.140310669E-1,1.715582428E0,9.698032837E0
6.941803042E0,8.768765259E-1,-1.562301178E0,9.929002533E0
6.961705042E0,1.692829742E0,-6.571334839E-2,1.223151443E1
6.981608042E0,9.264234924E-1,-2.330653381E-1,8.759933624E0
7.001510042E0,9.231303406E-1,1.212328949E0,9.601184235E0
7.021413042E0,1.775008850E0,-9.463320923E-1,9.986483002E0
7.041315042E0,2.323168945E0,3.594026184E-1,7.852819977E0
7.061217042E0,7.647596741E-1,1.338516541E0,1.186313049E1
7.081120042E0,1.365909576E0,-4.435276794E-1,8.246201935E0
7.101022042E0,1.775906982E0,1.660047913E-1,8.975335693E0
7.120924042E0,1.539997559E0,2.264790344E-1,1.110450806E1
7.140827042E0,4.090992737E-1,8.919950867E-1,8.818461914E0
7.160729042E0,1.949545898E0,-2.613565063E-1,1.070334229E1
7.180632042E0,7.695497131E-1,1.363364868E0,1.129685806E1
7.200534042E0,1.120120697E0,3.288661194E-1,9.056167603E0
7.220436042E0,1.649569702E0,2.600093079E-1,1.155866364E1
7.240339042E0,6.903643799E-1,4.218228149E-1,1.091604996E1
7.260241042E0,7.140151978E-1,2.389031982E-1,8.378676453E0
7.280143042E0,1.630259857E0,-6.721023560E-1,1.125374771E1
7.300046042E0,6.932084656E-1,2.030976563E0,1.051847672E1
7.319948042E0,8.285270691E-1,1.636097717E-1,1.016790573E1
7.339850042E0,1.243763580E0,5.882766724E-1,1.043001068E1
7.359753042E0,9.713301086E-1,6.477030945E-1,9.947414246E0
7.379655042E0,5.400769043E-1,6.665638733E-1,9.627230072E0
7.399558042E0,7.131170654E-1,-2.110610962E-2,1.116348541E1
7.419460042E0,7.294331360E-1,6.256988525E-2,9.464668121E0
7.439362042E0,7.665559387E-1,6.357279968E-1,9.222172394E0
7.459265042E0,6.120771790E-1,1.031355286E0,1.122171432E1
7.479167042E0,9.761201477E-1,3.623963928E-1,9.436227264E0
7.499069042E0,8.411009216E-1,3.462300110E-1,8.451425171E0
7.518972042E0,5.598358154E-1,1.066532135E0,1.106304428E1
7.538874042E0,5.328918457E-1,5.804928589E-1,7.378157043E0
7.558776042E0,9.268725586E-1,-2.085163879E-1,1.192659851E1
7.578679042E0,5.007087708E-1,1.056203613E0,8.706943817E0
7.598581042E0,3.697311401E-1,3.638932800E-1,9.815388794E0
7.618484042E0,4.894821167E-2,3.468287659E-1,9.367819519E0
7.638386042E0,1.244212646E0,2.721340942E-1,1.052461395E1
7.658288042E0,3.540138245E-1,5.688171387E-2,1.016760635E1
7.678191042E0,1.651066589E-1,9.870474243E-1,1.044917084E1
7.698093042E0,1.003812561E0,-4.595443726E-2,9.350156250E0
7.717995042E0,1.280587006E0,-8.860075378E-1,1.010368927E1
7.737898042E0,2.683918762E-1,7.952961731E-1,1.058463913E1
7.757800042E0,6.420149231E-1,-1.474433899E-1,9.534572754E0
7.777702042E0,7.580236816E-1,-5.662724304E-1,1.055559952E1
7.797605042E0,8.349636841E-1,7.738906860E-1,9.969717865E0
7.817507042E0,9.184899902E-1,2.309696960E-1,9.929601288E0
7.837410042E0,3.543132019E-1,-9.669891357E-2,9.509574738E0
7.857312042E0,1.231489105E0,1.743873596E-1,1.083596649E1
7.877214042E0,1.080602875E0,-2.035766602E-2,9.753866730E0
7.897117042E0,2.698887634E-1,9.815089417E-1,1.104882385E1
7.917019042E0,7.197033691E-1,-3.833528137E-1,9.199868774E0
7.936921042E0,1.658850403E0,1.291813660E-1,1.104702759E1
7.956824042E0,1.100212097E0,2.179467773E-1,1.012299911E1
7.976726042E0,3.760180664E-1,2.097138977E-1,1.126497437E1
7.996628042E0,1.118773499E0,-6.499484253E-1,9.904902649E0
8.016531042E0,1.158141632E0,5.541476440E-1,1.107546844E1
8.036433042E0,7.309300232E-1,-1.326242065E-1,1.220337296E1
