"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.728842878E1,1.687236609E1,7.363758370E1,2.063027698E2,8.020000458E0,9.000000000E1,4.675422858E0,3.459040060E0
1.828832817E1,1.687241918E1,7.363761997E1,2.057379505E2,8.020000458E0,7.012959290E1,4.667805309E0,3.469312703E0
1.928822470E1,1.687246554E1,7.363765980E1,2.048389027E2,8.020000458E0,5.171714401E1,4.667805296E0,3.469312720E0
2.028813279E1,1.687251922E1,7.363769079E1,2.033988396E2,8.369999886E0,3.570425415E1,4.667805228E0,3.469312811E0
2.128804946E1,1.687257847E1,7.363772506E1,2.037575437E2,8.659999847E0,2.614229393E1,4.667805177E0,3.469312880E0
2.228797233E1,1.687265291E1,7.363776304E1,2.037096930E2,9.319999695E0,2.625914764E1,4.667805007E0,3.469313109E0
2.328789949E1,1.687272578E1,7.363780038E1,2.031707530E2,9.600000381E0,2.625914764E1,4.667804914E0,3.469313235E0
2.428783154E1,1.687280093E1,7.363783888E1,2.027303844E2,9.600000381E0,2.625914764E1,4.667804791E0,3.469313400E0
2.528776753E1,1.687288709E1,7.363789852E1,2.017034682E2,9.810000420E0,3.926562881E1,4.667804709E0,3.469313511E0
2.628770792E1,1.687295813E1,7.363796435E1,2.012695082E2,9.810000420E0,4.251256561E1,4.667804722E0,3.469313493E0
2.728765273E1,1.687302094E1,7.363804760E1,1.998423234E2,9.960000038E0,5.245435715E1,4.667804630E0,3.469313617E0
2.828760040E1,1.687308294E1,7.363813139E1,1.997075587E2,1.056999969E1,5.245435715E1,4.667804724E0,3.469313490E0
2.928755236E1,1.687313946E1,7.363821225E1,1.992803735E2,1.047999954E1,5.682099533E1,4.667804821E0,3.469313360E0
3.028750706E1,1.687318879E1,7.363829182E1,1.987045679E2,1.047999954E1,5.750888443E1,4.667804977E0,3.469313149E0
3.128746402E1,1.687324097E1,7.363837690E1,1.982794580E2,1.047999954E1,5.750888443E1,7.892221880E0,3.469312924E0
3.228742480E1,1.687328688E1,7.363845195E1,1.976152728E2,1.007999992E1,5.757381439E1,7.990730446E0,3.469312756E0
3.328738785E1,1.687333644E1,7.363853599E1,1.972662127E2,1.007999992E1,6.136172485E1,8.839429137E0,3.469312538E0
3.428735304E1,1.687336186E1,7.363861132E1,1.898969409E2,9.565585157E0,6.136172485E1,4.838611890E0,3.226820728E0
3.528732145E1,1.687340231E1,7.363867926E1,1.892049239E2,9.087298868E0,6.136172485E1,5.452894241E0,3.131674147E0
3.628729200E1,1.687342213E1,7.363872803E1,1.886006310E2,7.763550813E0,6.136172485E1,6.352286514E0,2.957749367E0
3.728726351E1,1.687340127E1,7.363874308E1,1.879238126E2,5.553887287E0,8.369765472E1,7.284178235E0,2.719920093E0
3.828723681E1,1.687338681E1,7.363880118E1,1.874321043E2,5.380306015E0,9.686932373E1,7.948492303E0,2.483412570E0
3.928721237E1,1.687334935E1,7.363883770E1,1.874582752E2,4.939031826E0,1.231493149E2,8.391534212E0,2.379359250E0
4.028719044E1,1.687327868E1,7.363882843E1,1.867096426E2,4.423291674E0,1.471043549E2,7.805058614E0,2.521552950E0
4.128716946E1,1.687318824E1,7.363884700E1,1.856838246E2,6.010697866E0,1.789518280E2,7.819315471E0,2.470231852E0
4.228714967E1,1.687314519E1,7.363887486E1,1.853583489E2,6.501420156E0,1.789518280E2,8.268434820E0,2.392451494E0
4.328713131E1,1.687308884E1,7.363887507E1,1.840825397E2,6.618361177E0,1.800000000E2,8.658159915E0,2.322139577E0
4.428711462E1,1.687298068E1,7.363885909E1,1.843003397E2,7.209730776E0,1.872686310E2,8.108215665E0,2.448358594E0
4.528709900E1,1.687288423E1,7.363882969E1,1.844476451E2,7.502658456E0,1.872686310E2,8.025721508E0,2.413325195E0
4.628708386E1,1.687277026E1,7.363875209E1,1.826233445E2,8.660685142E0,2.078631134E2,6.244467795E0,2.621787652E0
4.728707123E1,1.687270107E1,7.363868801E1,1.804544884E2,8.394156889E0,2.128955688E2,5.150738813E0,2.900778530E0
4.828705871E1,1.687263253E1,7.363861999E1,1.793658715E2,8.802600143E0,2.128955688E2,4.970088233E0,3.020390701E0
4.928704667E1,1.687258485E1,7.363858726E1,1.786377879E2,7.908856039E0,2.128955688E2,4.941392637E0,3.067111970E0
5.028703582E1,1.687252674E1,7.363859520E1,1.780854111E2,6.321553525E0,2.011572571E2,4.890782007E0,3.147187378E0
5.128702593E1,1.687248076E1,7.363864877E1,1.773954061E2,5.890719168E0,1.614591827E2,4.860712774E0,3.193432067E0
5.228701711E1,1.687241401E1,7.363867236E1,1.783952671E2,6.436203444E0,1.597496948E2,4.819028084E0,3.255995294E0
5.328700852E1,1.687234813E1,7.363869391E1,1.760646576E2,6.660959557E0,1.623732910E2,4.807676377E0,3.272733550E0
5.428700066E1,1.687227786E1,7.363873281E1,1.753283990E2,7.099495865E0,1.507954254E2,4.789280180E0,3.299595791E0
5.528699362E1,1.687222549E1,7.363877438E1,1.734314081E2,6.820892482E0,1.471044922E2,4.783320680E0,3.308229179E0
5.628698707E1,1.687218740E1,7.363881745E1,1.719832277E2,6.392044840E0,1.471044922E2,4.774721596E0,3.320628061E0
5.728698158E1,1.687220441E1,7.363887919E1,1.717200911E2,5.898205059E0,9.963080597E1,4.769253444E0,3.328476922E0
5.828697586E1,1.687218213E1,7.363893114E1,1.715550880E2,5.777324873E0,9.963080597E1,4.775061415E0,3.320139382E0
5.928697145E1,1.687224561E1,7.363896618E1,1.710919143E2,5.564557139E0,7.293669891E1,4.796641227E0,3.288885826E0
6.028696692E1,1.687226270E1,7.363902399E1,1.704734841E2,6.070613848E0,7.293669891E1,4.861567432E0,3.192130814E0
6.128696275E1,1.687232337E1,7.363909001E1,1.700586985E2,7.607726148E0,5.974198151E1,4.840829051E0,3.223493622E0
6.228695917E1,1.687235566E1,7.363920349E1,1.686433173E2,8.834001342E0,7.501982117E1,4.858001922E0,3.197554434E0
6.328695571E1,1.687237205E1,7.363926754E1,1.680596670E2,8.486110632E0,7.524128723E1,4.812842903E0,3.265130966E0
6.428695297E1,1.687238773E1,7.363932936E1,1.676717195E2,7.728487335E0,7.524128723E1,4.791109638E0,3.296938803E0
6.528695095E1,1.687240203E1,7.363938522E1,1.672702494E2,6.551550773E0,7.501957703E1,4.783761460E0,3.307591772E0
6.628694820E1,1.687241716E1,7.363944394E1,1.661469145E2,6.262765541E0,7.501957703E1,4.764132463E0,3.335802588E0
6.728694654E1,1.687243374E1,7.363950895E1,1.659804841E2,6.972677515E0,7.561463928E1,4.756721608E0,3.346361692E0
6.828694463E1,1.687245062E1,7.363957733E1,1.665653811E2,7.558064365E0,7.561463928E1,4.761159977E0,3.340043818E0
6.928694391E1,1.687247930E1,7.363964857E1,1.659580531E2,8.267302424E0,7.037238312E1,4.763751530E0,3.336346563E0
7.028694248E1,1.687250619E1,7.363972686E1,1.658552029E2,8.814750206E0,7.037238312E1,4.769741675E0,3.327777244E0
7.128694105E1,1.687252592E1,7.363982142E1,1.653685639E2,8.869347017E0,8.223237610E1,4.776855758E0,3.317557250E0
7.228694105E1,1.687253689E1,7.363990492E1,1.638095834E2,8.934068188E0,8.223237610E1,4.771589684E0,3.325126903E0
7.328693902E1,1.687252312E1,7.363999685E1,1.625228564E2,8.859925931E0,9.308689117E1,4.780806892E0,3.311860881E0
7.428694010E1,1.687251675E1,7.364009694E1,1.612810913E2,9.734018793E0,9.413426208E1,4.766016681E0,3.333109963E0
7.528693962E1,1.687249784E1,7.364019423E1,1.606424937E2,9.919171134E0,1.026176376E2,4.766890045E0,3.331860791E0
7.628693914E1,1.687247900E1,7.364028162E1,1.592114599E2,9.619503694E0,1.026176376E2,4.767714371E0,3.330681117E0
7.728693986E1,1.687246794E1,7.364035947E1,1.574961957E2,9.368920855E0,9.463843536E1,4.767994532E0,3.330280045E0
7.828694105E1,1.687246108E1,7.364045171E1,1.560356618E2,9.661223938E0,9.460816193E1,4.765815167E0,3.333398090E0
7.928694046E1,1.687246674E1,7.364053976E1,1.545720246E2,9.862343447E0,8.143612671E1,4.766730658E0,3.332088815E0
8.028694129E1,1.687248242E1,7.364062530E1,1.546912575E2,9.541509164E0,7.804099274E1,4.762883017E0,3.337586313E0
8.128694224E1,1.687250612E1,7.364070654E1,1.544740332E2,9.488499682E0,7.108203125E1,4.765074849E0,3.334456284E0
8.228694320E1,1.687255538E1,7.364078781E1,1.533302266E2,1.026702897E1,6.021459198E1,4.773729612E0,3.322053977E0
8.328694344E1,1.687260139E1,7.364087130E1,1.515168215E2,1.048181950E1,6.021459198E1,4.777502127E0,3.316626367E0
8.428694427E1,1.687264838E1,7.364095657E1,1.518030399E2,1.068133830E1,6.021459198E1,4.759658134E0,3.342183640E0
8.528694594E1,1.687269665E1,7.364105580E1,1.507217520E2,1.139967271E1,6.449596405E1,4.747708100E0,3.359137513E0
8.628694749E1,1.687274243E1,7.364115545E1,1.496754886E2,1.173126106E1,6.449596405E1,4.746412287E0,3.360968228E0
8.728694785E1,1.687278129E1,7.364126073E1,1.487058963E2,1.205009008E1,6.415405273E1,4.747493166E0,3.359441274E0
8.828694963E1,1.687282153E1,7.364136354E1,1.485029048E2,1.200437809E1,6.395079041E1,4.755782963E0,3.347695542E0
8.928695142E1,1.687287548E1,7.364145918E1,1.476577628E2,1.185260807E1,6.138097000E1,4.754113644E0,3.350065745E0
9.028695250E1,1.687292796E1,7.364154629E1,1.479561912E2,1.140972203E1,6.048418808E1,4.758336184E0,3.344065458E0
9.128695440E1,1.687297426E1,7.364162452E1,1.457485696E2,1.048227306E1,5.989663696E1,4.760296959E0,3.341273694E0
9.228695607E1,1.687302628E1,7.364168143E1,1.454654177E2,9.390107916E0,5.989663696E1,4.760614354E0,3.340821457E0
9.328695703E1,1.687309803E1,7.364171521E1,1.456277922E2,9.052031201E0,3.029447174E1,4.763442176E0,3.336788226E0
9.428695846E1,1.687317256E1,7.364174367E1,1.460420410E2,9.253431336E0,1.932946396E1,4.764906324E0,3.334697101E0
9.528696156E1,1.687325487E1,7.364177373E1,1.428784197E2,9.396877360E0,1.958743668E1,4.768255329E0,3.329906627E0
9.628696251E1,1.687333277E1,7.364182111E1,1.430452847E2,9.734272927E0,1.714285469E1,4.756522575E0,3.346644592E0
9.728696454E1,1.687342437E1,7.364184318E1,1.434092224E2,1.016268457E1,1.714285469E1,4.756156447E0,3.347164903E0
9.828696597E1,1.687350787E1,7.364186856E1,1.424102192E2,9.746189048E0,1.714285469E1,4.756413556E0,3.346799533E0
9.928696823E1,1.687358372E1,7.364188482E1,1.391713679E2,8.912521453E0,1.675124741E1,4.763124117E0,3.337242226E0
1.002869703E2,1.687364669E1,7.364191142E1,1.392228710E2,7.842380412E0,1.675124741E1,4.775002588E0,3.320223986E0
1.012869729E2,1.687370086E1,7.364193094E1,1.395448970E2,6.558475597E0,3.570391464E1,4.764551415E0,3.335204168E0
1.022869738E2,1.687375399E1,7.364197060E1,1.393157760E2,6.750631106E0,3.570439148E1,4.768507275E0,3.329545826E0
1.032869755E2,1.687379445E1,7.364205332E1,1.383974128E2,7.113495249E0,5.957500839E1,4.784336144E0,3.306760452E0
1.042869790E2,1.687378673E1,7.364213677E1,1.379741939E2,7.222699118E0,8.013320923E1,4.829047903E0,3.241116070E0
1.052869806E2,1.687377525E1,7.364221332E1,1.371351865E2,7.478067172E0,9.708180237E1,4.827069596E0,3.244061674E0
1.062869821E2,1.687374890E1,7.364229771E1,1.362613437E2,8.113460199E0,9.708180237E1,4.788558125E0,3.300643591E0
1.072869846E2,1.687376021E1,7.364239085E1,1.354174928E2,8.781128689E0,9.243910980E1,4.777263046E0,3.316970730E0
1.082869865E2,1.687376899E1,7.364247299E1,1.357747880E2,9.040812915E0,8.310745239E1,4.770742394E0,3.326342443E0
1.092869895E2,1.687377995E1,7.364256718E1,1.340610600E2,9.553260184E0,8.310745239E1,4.776304823E0,3.318350383E0
1.102869914E2,1.687381438E1,7.364266805E1,1.342335666E2,1.054250770E1,7.245137024E1,4.775277869E0,3.319828054E0
1.112869935E2,1.687384192E1,7.364275850E1,1.336079622E2,1.044826703E1,7.245137024E1,4.777619537E0,3.316457236E0
1.122869955E2,1.687387754E1,7.364285091E1,1.324122518E2,1.051387095E1,6.684169769E1,4.783113731E0,3.308528385E0
1.132869986E2,1.687391628E1,7.364294545E1,1.309712561E2,1.055531875E1,6.701261139E1,4.779693488E0,3.313467549E0
1.142870036E2,1.687395262E1,7.364303443E1,1.303853265E2,1.026818809E1,6.701261139E1,4.790692424E0,3.297545016E0
1.152870030E2,1.687398791E1,7.364312082E1,1.296455624E2,9.974746185E0,6.701261139E1,4.788499185E0,3.300729099E0
1.162870044E2,1.687399026E1,7.364322840E1,1.279266484E2,9.650871772E0,8.661799622E1,4.779053726E0,3.314390218E0
1.172870080E2,1.687399635E1,7.364333553E1,1.272190919E2,1.028460680E1,8.661799622E1,4.775820205E0,3.319047816E0
1.182870095E2,1.687400245E1,7.364344362E1,1.264830739E2,1.082802808E1,8.676802063E1,4.787790708E0,3.301756679E0
1.192870126E2,1.687400778E1,7.364354179E1,1.243249957E2,1.071479856E1,8.715476227E1,4.770746247E0,3.326336916E0
1.202870140E2,1.687401339E1,7.364364795E1,1.224279159E2,1.095880065E1,8.656773376E1,4.756978739E0,3.345996161E0
1.212870157E2,1.687401935E1,7.364375113E1,1.205925333E2,1.112279140E1,8.657377625E1,4.762223218E0,3.338527677E0
1.222870193E2,1.687402539E1,7.364385582E1,1.199134085E2,1.114116021E1,8.657377625E1,4.763340058E0,3.336934000E0
1.232870215E2,1.687404173E1,7.364395447E1,1.189172214E2,1.098843277E1,7.993602753E1,4.775020910E0,3.320197636E0
1.242870237E2,1.687405884E1,7.364405389E1,1.175554580E2,1.069412139E1,7.975672150E1,4.777575451E0,3.316520743E0
1.252870259E2,1.687406975E1,7.364415484E1,1.159876441E2,1.042448306E1,8.589075470E1,4.788644550E0,3.300518203E0
1.262870287E2,1.687406915E1,7.364425576E1,1.144835495E2,1.031541228E1,9.477407074E1,4.777695944E0,3.316347162E0
1.272870312E2,1.687406210E1,7.364434337E1,1.130950965E2,1.008937493E1,9.477407074E1,4.779030013E0,3.314424410E0
1.282870334E2,1.687405429E1,7.364443802E1,1.121860796E2,9.883612041E0,9.493943024E1,4.785153103E0,3.305578136E0
1.292870381E2,1.687404719E1,7.364452335E1,1.108598450E2,9.376402997E0,9.493943024E1,4.772783728E0,3.323412782E0
1.302870375E2,1.687404090E1,7.364459897E1,1.096092167E2,8.541994451E0,9.493943024E1,4.768294418E0,3.329850654E0
1.312870400E2,1.687403798E1,7.364467278E1,1.088985992E2,8.148853657E0,9.177894592E1,4.771057731E0,3.325890131E0
1.322870430E2,1.687403599E1,7.364473920E1,1.082911090E2,7.521271596E0,9.177894592E1,4.760287273E0,3.341287494E0
1.332866145E2,1.687403415E1,7.364480067E1,1.069958857E2,6.922015942E0,9.177894592E1,4.762575737E0,3.338024772E0
1.342866174E2,1.687403237E1,7.364486031E1,1.061744788E2,6.986101754E0,9.177894592E1,4.757408614E0,3.345384927E0
1.352866280E2,1.687402972E1,7.364494882E1,1.063120366E2,8.282741541E0,9.177894592E1,4.759003667E0,3.343115482E0
1.362866310E2,1.687402731E1,7.364502706E1,1.061797241E2,8.188365097E0,9.183636475E1,4.764946225E0,3.334640087E0
1.372866310E2,1.687402542E1,7.364508820E1,1.046001561E2,7.000712044E0,9.183636475E1,4.761383129E0,3.339725697E0
1.382866411E2,1.687401947E1,7.364512600E1,1.041886959E2,4.884920620E0,9.771722412E1,4.754830313E0,3.349048481E0
1.392866472E2,1.687401506E1,7.364515711E1,1.033996294E2,3.860532875E0,9.780577850E1,4.752571467E0,3.352253194E0
1.402866536E2,1.687400994E1,7.364519587E1,1.040163238E2,4.119634448E0,9.780577850E1,4.753212472E0,3.351344242E0
1.412866652E2,1.687400335E1,7.364524582E1,1.040467058E2,4.976223514E0,9.780577850E1,4.751278893E0,3.354084959E0
1.422866700E2,1.687399724E1,7.364529209E1,1.039905547E2,4.740895174E0,9.780577850E1,4.749898111E0,3.356040073E0
1.432866694E2,1.687397765E1,7.364531567E1,1.038320092E2,3.464940829E0,9.780577850E1,4.751480928E0,3.353798746E0
1.442866784E2,1.687398138E1,7.364533263E1,1.038591185E2,2.465186008E0,9.780577850E1,4.746497628E0,3.360847705E0
1.452866774E2,1.687397681E1,7.364536239E1,1.033695014E2,3.059889625E0,9.780577850E1,4.751070589E0,3.354380016E0
1.462866764E2,1.687397208E1,7.364540066E1,1.035416330E2,3.697205387E0,9.814139557E1,4.748534077E0,3.357969797E0
1.472866846E2,1.687397417E1,7.364543581E1,1.037206343E2,3.540534960E0,9.814139557E1,4.739596916E0,3.370572371E0
1.482866980E2,1.687397092E1,7.364545668E1,1.030892952E2,2.476923356E0,9.814139557E1,4.741419222E0,3.368008432E0
1.492867047E2,1.687396752E1,7.364547048E1,1.027041548E2,2.022775020E0,9.814139557E1,4.748056238E0,3.358645410E0
1.502867140E2,1.687396283E1,7.364549706E1,1.021994188E2,2.623694739E0,9.814139557E1,4.748100965E0,3.358582179E0
1.512867280E2,1.687395644E1,7.364554282E1,1.026485736E2,3.998012030E0,9.814139557E1,4.746437326E0,3.360932868E0
1.522867317E2,1.687395002E1,7.364558666E1,1.027523489E2,4.612578210E0,9.814139557E1,4.755168463E0,3.348568339E0
1.532867393E2,1.687394137E1,7.364563311E1,1.022848569E2,4.668998068E0,9.814139557E1,4.765665076E0,3.333612668E0
1.542867484E2,1.687393779E1,7.364566631E1,1.019428922E2,3.677763769E0,1.124424362E2,4.776587676E0,3.317943219E0
1.552867553E2,1.687393080E1,7.364567276E1,1.013805171E2,2.096503789E0,1.124424362E2,4.779427443E0,3.313851286E0
1.562867628E2,1.687392451E1,7.364568529E1,1.011909549E2,1.839001825E0,1.124424362E2,4.772734905E0,3.323482896E0
1.572867695E2,1.687391832E1,7.364571149E1,1.012293718E2,2.619165120E0,1.124424362E2,4.774214539E0,3.321357037E0
1.582867769E2,1.687390265E1,7.364574860E1,1.013297522E2,3.763735287E0,1.124424362E2,4.776693103E0,3.317791438E0
1.592867829E2,1.687387452E1,7.364577901E1,1.012996762E2,4.210512911E0,1.312490387E2,4.792011165E0,3.295628321E0
1.602867889E2,1.687381663E1,7.364581128E1,1.010799129E2,5.456407964E0,1.409869843E2,4.769047618E0,3.328771823E0
1.612867950E2,1.687375240E1,7.364584781E1,9.993906696E1,6.846035285E0,1.441264038E2,4.767628513E0,3.330804016E0
1.622868006E2,1.687368612E1,7.364587232E1,1.001208176E2,7.522512958E0,1.599830780E2,4.768722357E0,3.329237768E0
1.632868062E2,1.687361440E1,7.364589160E1,9.973250820E1,7.793196559E0,1.599830780E2,4.774635924E0,3.320751244E0
1.642868117E2,1.687354931E1,7.364589672E1,9.839540844E1,7.224674423E0,1.736220703E2,4.798869559E0,3.285633575E0
1.652868171E2,1.687348469E1,7.364589306E1,9.763376525E1,6.916551681E0,1.811086273E2,4.795896648E0,3.289971485E0
1.662868259E2,1.687342861E1,7.364589611E1,9.702347044E1,6.173973406E0,1.811086273E2,4.796734373E0,3.288749973E0
1.672868265E2,1.687338384E1,7.364591449E1,9.667909215E1,5.430665556E0,1.426455231E2,4.798251318E0,3.286536372E0
1.682868320E2,1.687336215E1,7.364593691E1,9.576578149E1,4.084849822E0,1.426455231E2,4.803029843E0,3.279548957E0
1.692868366E2,1.687335254E1,7.364597603E1,9.556998606E1,3.711863984E0,1.195933304E2,4.788417477E0,3.300847633E0
1.702868414E2,1.687337246E1,7.364601439E1,9.466665183E1,3.596233828E0,8.562862396E1,4.784950834E0,3.305870922E0
1.712868456E2,1.687342714E1,7.364601300E1,9.390696903E1,3.739356209E0,3.198507309E1,4.788877194E0,3.300180639E0
1.722868505E2,1.687348313E1,7.364602314E1,9.429180745E1,5.409197215E0,9.302134514E0,4.787582465E0,3.302058626E0
1.732868536E2,1.687356134E1,7.364603662E1,9.337711263E1,7.424619790E0,9.677886009E0,4.795035767E0,3.291226068E0
1.742868587E2,1.687363734E1,7.364604966E1,9.315727252E1,8.564151953E0,8.799316406E0,4.826424614E0,3.245021183E0
1.752868624E2,1.687371165E1,7.364606161E1,9.320588052E1,8.733842987E0,1.165010262E1,4.830067893E0,3.239595837E0
1.762868665E2,1.687378011E1,7.364607627E1,9.299601887E1,8.471550425E0,1.165010262E1,4.824947960E0,3.247216379E0
1.772868702E2,1.687385489E1,7.364609228E1,9.281737691E1,8.625761792E0,1.165010262E1,4.814940100E0,3.262037533E0
1.782868742E2,1.687392152E1,7.364610655E1,9.209130899E1,7.787902139E0,1.165010262E1,4.817896544E0,3.257669401E0
1.792868774E2,1.687396616E1,7.364617180E1,9.158191297E1,6.822007357E0,3.078470612E1,4.830553110E0,3.238872286E0
1.802868813E2,1.687401477E1,7.364620565E1,9.080888631E1,7.152852793E0,3.078470612E1,4.830901884E0,3.238352053E0
1.812868850E2,1.687408995E1,7.364624087E1,9.074697711E1,8.381074003E0,3.610954285E1,4.819824265E0,3.254816598E0
1.822868893E2,1.687416323E1,7.364629378E1,8.997479753E1,9.470853316E0,4.063624573E1,4.818014578E0,3.257494828E0
1.832868923E2,1.687424581E1,7.364636484E1,8.919374170E1,1.008327335E1,4.796815109E1,9.224974579E0,3.252388949E0
1.842868959E2,1.687430296E1,7.364643046E1,8.820959623E1,9.819099608E0,4.957270432E1,9.499472972E0,3.275960860E0
1.852868991E2,1.687435845E1,7.364651505E1,8.742746667E1,9.633411329E0,5.851231003E1,8.684192862E0,3.286885833E0
1.862869031E2,1.687439978E1,7.364658513E1,8.658998177E1,8.890694338E0,5.851231003E1,8.712769478E0,3.292976696E0
1.872869062E2,1.687442702E1,7.364668105E1,8.617310626E1,8.973065959E0,7.134838104E1,4.783899910E0,3.307391522E0
1.882869086E2,1.687445256E1,7.364675965E1,8.505134618E1,8.932947900E0,7.134838104E1,4.786552598E0,3.303551310E0
1.892869123E2,1.687447799E1,7.364683931E1,8.431043831E1,8.867565491E0,7.167044830E1,4.796971185E0,3.288404550E0
1.902869152E2,1.687450526E1,7.364691631E1,8.419111479E1,8.980900610E0,6.853632355E1,4.812373323E0,3.265823025E0
1.912869184E2,1.687453830E1,7.364700357E1,8.389195039E1,9.478553701E0,6.853632355E1,4.790664601E0,3.297585437E0
1.922869213E2,1.687458487E1,7.364705501E1,8.358300547E1,9.646606500E0,5.061394501E1,4.787006830E0,3.302893071E0
1.932869253E2,1.687464898E1,7.364711016E1,8.391167187E1,9.844431018E0,4.286457443E1,7.752659036E0,3.301780204E0
1.942869276E2,1.687470977E1,7.364716876E1,8.389115930E1,9.651368081E0,4.286457443E1,4.789111267E0,3.299840951E0
1.952869310E2,1.687478002E1,7.364721995E1,8.324839367E1,1.001027487E1,3.502000046E1,4.771171783E0,3.325726515E0
1.962869341E2,1.687485432E1,7.364727554E1,8.374754469E1,1.012165364E1,3.578141022E1,4.759726401E0,3.342086417E0
1.972869366E2,1.687492563E1,7.364732892E1,8.325907939E1,1.006507359E1,3.578141022E1,4.751021366E0,3.354449733E0
1.982869405E2,1.687499971E1,7.364738569E1,8.292953182E1,9.986851495E0,3.703947449E1,4.747748807E0,3.359079979E0
1.992869424E2,1.687504468E1,7.364747295E1,8.192955163E1,9.515055111E0,5.271954346E1,4.749535395E0,3.356553376E0
2.002869459E2,1.687509095E1,7.364752225E1,8.117070273E1,7.898122078E0,5.271954346E1,4.751273901E0,3.354092030E0
2.012869488E2,1.687512679E1,7.364756414E1,8.075520423E1,6.481599234E0,5.286584091E1,4.752357722E0,3.352556206E0
2.022869524E2,1.687516243E1,7.364761107E1,8.082688577E1,6.445332491E0,5.286584091E1,4.757060052E0,3.345880556E0
2.032869549E2,1.687519509E1,7.364767029E1,8.046641039E1,7.169004054E0,5.286584091E1,4.759681346E0,3.342150583E0
2.042869581E2,1.687523498E1,7.364773356E1,8.080819429E1,7.867924299E0,5.344471741E1,4.761890853E0,3.339001727E0
2.052869601E2,1.687527790E1,7.364780246E1,8.075524066E1,8.571204196E0,5.269408798E1,4.763341015E0,3.336932634E0
2.062869630E2,1.687533390E1,7.364787040E1,8.045923095E1,9.097435218E0,5.308367920E1,4.757371305E0,3.345437983E0
2.072869657E2,1.687538805E1,7.364794170E1,8.009563946E1,9.535599856E0,5.308367920E1,4.752570834E0,3.352254092E0
2.082869705E2,1.687545349E1,7.364801655E1,7.966505023E1,1.002049477E1,6.314638519E1,4.751100806E0,3.354337217E0
2.092869718E2,1.687549381E1,7.364809926E1,7.926218138E1,1.018115241E1,6.314638519E1,4.753305242E0,3.351212662E0
2.102869769E2,1.687552386E1,7.364820162E1,7.952966111E1,1.028896549E1,7.211593628E1,4.753596517E0,3.350799484E0
2.112869802E2,1.687554481E1,7.364829294E1,7.932355493E1,9.913086346E0,6.079304123E1,4.755168552E0,3.348568213E0
2.122869803E2,1.687558185E1,7.364836677E1,7.922049660E1,8.966669450E0,6.102550125E1,4.758605362E0,3.343682407E0
2.132869833E2,1.687562818E1,7.364842351E1,7.903997375E1,8.066640224E0,4.766551208E1,4.763404164E0,3.336842491E0
2.142869869E2,1.687567569E1,7.364847460E1,7.876812826E1,7.413864367E0,4.926007462E1,4.763422358E0,3.336816517E0
2.152869890E2,1.687572165E1,7.364851263E1,7.900685487E1,6.617500107E0,4.926007462E1,4.759428160E0,3.342511126E0
