"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.728954013E0,2.446661144E-1,9.149854660E0,-3.349951804E-1
5.762287346E0,-5.171487927E-1,9.159425735E0,-3.517449200E-1
5.795620679E0,7.716853023E-1,9.403793335E0,-6.559324861E-1
5.828954012E0,-2.703889608E-1,8.517251968E0,-1.077667475E0
5.862287345E0,8.123632669E-1,1.048893833E1,-1.528116345E0
5.895620678E0,2.255235314E-1,8.938986778E0,-8.739784956E-1
5.928954011E0,7.094719410E-1,8.998807907E0,-4.429712892E-1
5.962287344E0,5.727819204E-1,9.180961609E0,-3.975076675E-1
5.995620677E0,6.086742878E-1,9.664909363E0,6.251249462E-2
6.028954010E0,-1.424925923E0,8.131709099E0,-1.579262912E-1
6.062287343E0,6.158527136E-1,9.537791252E0,-2.464607358E-1
6.095620676E0,1.657029688E-1,9.731908798E0,-1.698904037E-1
6.095620676E0,1.657029688E-1,9.731908798E0,-1.698904037E-1
6.162287342E0,-2.871387303E-1,9.384650230E0,8.644071966E-2
6.195620675E0,-4.932205677E-1,8.064709663E0,-1.722832322E-1
6.228954008E0,-4.932205677E-1,8.064709663E0,-1.722832322E-1
6.262287341E0,-4.932205677E-1,8.064709663E0,-1.722832322E-1
6.295620674E0,-4.932205677E-1,8.064709663E0,-1.722832322E-1
6.328954007E0,-2.321037948E-1,8.967700958E0,-4.022932947E-1
6.362287340E0,2.183450572E-2,8.828618050E0,-1.142273664E0
6.395620673E0,-3.254238665E-1,9.576076508E0,-7.710871100E-1
6.428954006E0,5.294119939E-2,8.692227364E0,-5.673980713E-1
6.462287339E0,-2.943171859E-1,8.828618050E0,-4.262215197E-1
6.495620672E0,1.393819153E-1,9.731908798E0,-6.367899179E-1
6.528954005E0,-3.445664644E-1,9.717552185E0,-1.017846942E0
6.562287338E0,-6.879365072E-3,8.699405670E0,-3.110669553E-1
6.595620671E0,-7.866404206E-2,8.517251968E0,-2.919243574E-1
6.628954004E0,-2.344966233E-1,9.736694336E0,-3.975076675E-1
6.662287337E0,-5.315057039E-1,8.193922043E0,-7.064808607E-1
6.695620670E0,-5.578267574E-1,9.092127800E0,-6.032904387E-1
6.728954003E0,4.339981973E-1,1.009352398E1,-1.103988528E0
6.762287336E0,-4.908277392E-1,8.306683540E0,4.097708687E-2
6.795620669E0,5.273182988E-1,1.056311512E1,-8.309076428E-1
6.828954002E0,-6.104688644E-1,9.597611427E0,-2.703889608E-1
6.862287335E0,-1.193420291E-1,9.698409081E0,-6.559324861E-1
6.895620668E0,-4.070789516E-1,8.982057571E0,-3.589234054E-1
6.928954001E0,-1.866401732E-1,8.347361565E0,-6.296114326E-1
6.962287334E0,2.709871531E-1,8.778368950E0,-7.399803996E-1
6.995620667E0,-5.243272781E-1,7.305287361E0,-3.541377485E-1
7.028954000E0,8.554341197E-1,8.376075745E0,-1.060917735E0
7.062287333E0,-5.697908998E-1,9.032307625E0,-6.535396576E-1
7.095620666E0,2.542374134E-1,9.422935486E0,-7.016952634E-1
7.128953999E0,-6.669992954E-2,9.592825890E0,-4.788636267E-1
7.162287332E0,-1.151844978E0,1.154776192E1,-1.075274706E0
7.195620665E0,2.111666054E-1,9.521040916E0,-9.317052960E-1
7.228953998E0,-2.368894368E-1,1.047697353E1,-3.469592929E-1
7.262287331E0,-9.780662507E-2,8.756834030E0,1.116550922E0
7.295620664E0,8.769695163E-1,9.027522087E0,-9.317052960E-1
7.328953997E0,9.945169091E-1,8.697012901E0,-1.379462242E0
7.362287330E0,-2.737688303E0,8.934201241E0,-7.686942816E-1
7.395620663E0,-2.416750938E-1,1.222313595E1,-2.931805849E0
7.428953996E0,-1.791625977E0,6.543472767E0,2.153839588E0
7.462287329E0,-1.132702470E0,8.910273552E0,-3.828516304E-1
7.495620662E0,1.020837903E0,1.161476135E1,-1.585544109E0
7.528953995E0,-1.489831209E0,6.138487339E0,1.540678620E0
7.562287328E0,2.350948304E-1,9.293423653E0,1.176371455E0
7.595620661E0,-1.068096161E0,1.038335514E1,1.171585798E0
7.628953994E0,1.607677698E0,1.029960632E1,1.007976532E-1
7.662287327E0,-1.127916813E0,7.123134136E0,-1.080060363E0
7.695620660E0,-9.194421172E-1,5.638088226E0,3.236292601E-1
7.728953993E0,-1.698904037E-1,8.002197266E0,8.602197170E-1
7.762287326E0,-7.567301393E-1,8.589336395E0,-1.995015860E0
7.795620659E0,-5.219344497E-1,9.394221306E0,-2.177468538E-1
7.828953992E0,-5.458626747E-1,9.937990189E0,1.223330572E-1
7.862287325E0,2.662015148E-2,1.053679466E1,-1.367498159E0
7.895620658E0,1.465603895E-2,1.171047401E1,-1.377069473E0
7.928953991E0,-7.758727670E-1,8.167600632E0,-6.681957245E-1
7.962287324E0,6.251249462E-2,9.159425735E0,-7.112665176E-1
7.995620657E0,-2.536391914E-1,6.229713917E0,-8.500502706E-1
8.028953990E0,-6.849454641E-1,8.258528709E0,-2.362912335E-2
8.062287323E0,-6.849454641E-1,8.258528709E0,-2.362912335E-2
8.095620656E0,-6.849454641E-1,8.258528709E0,-2.362912335E-2
8.128953989E0,-7.160521746E-1,8.426324844E0,-6.610172391E-1
8.162287322E0,6.783652306E-1,9.286245346E0,-7.016952634E-1
8.195620655E0,-4.995017126E-2,1.111406326E1,-1.207179070E0
8.228953988E0,4.268197417E-1,9.554540634E0,-5.482555032E-1
8.262287321E0,-1.097707376E-1,1.046979523E1,-5.506483316E-1
8.295620654E0,-5.291129351E-1,9.796515465E0,-6.634100676E-1
8.328953987E0,2.279163599E-1,9.906884193E0,-4.381856322E-1
8.362287320E0,6.014958024E-1,1.064207840E1,-5.171487927E-1
8.395620653E0,-9.484550953E-1,1.081226826E1,-6.191428751E-2
8.428953986E0,7.980063558E-1,9.774979591E0,4.336991161E-2
8.462287319E0,4.579264224E-1,9.037093163E0,-9.723833203E-1
8.495620652E0,-1.784447432E0,7.484749317E0,-6.415755749E-1
8.528953985E0,1.079761237E-1,8.855237961E0,-8.931210637E-1
8.562287318E0,1.079761237E-1,8.855237961E0,-8.931210637E-1
8.595620651E0,-2.584248483E-1,9.552147865E0,-7.782655358E-1
8.628953984E0,-1.525723577E0,7.990232944E0,-5.434698462E-1
8.662287317E0,-2.464607358E-1,9.470791817E0,-8.356932998E-1
8.695620650E0,-1.938186288E-1,1.024457073E1,-9.580263495E-1
8.728953983E0,-1.938186288E-1,1.024457073E1,-9.580263495E-1
8.762287316E0,-1.938186288E-1,1.024457073E1,-9.580263495E-1
8.795620649E0,-4.262215197E-1,9.125926018E0,-2.656033039E-1
8.828953982E0,1.425524116E0,1.110688496E1,-1.435693651E-1
8.862287315E0,-1.219143152E0,8.184350967E0,1.414756328E-1
8.895620648E0,-4.037888348E-2,9.482755661E0,-1.068096161E0
8.928953981E0,-4.037888348E-2,9.482755661E0,-1.068096161E0
8.928953981E0,-2.775973320E0,8.526823044E0,-3.493520916E-1
8.995620647E0,-3.541377485E-1,8.792725563E0,6.086742878E-1
9.028953980E0,-3.014956415E-1,9.995418549E0,5.751747489E-1
9.062287313E0,-5.434698462E-1,9.408578873E0,6.349952817E-1
9.095620646E0,2.901297435E-2,9.568898201E0,-7.280163169E-1
9.128953979E0,-2.823530734E-1,8.311469078E0,-1.555334777E-1
9.162287312E0,-1.651047617E-1,8.955737114E0,-2.273181528E-1
9.195620645E0,4.052843451E-1,7.956733704E0,2.015953064E-1
9.228953978E0,5.533402413E-2,7.935198307E0,3.355933726E-1
9.262287311E0,-6.032904387E-1,8.428717613E0,-7.112665176E-1
9.295620644E0,-6.678966284E-1,8.356932640E0,1.226321608E-2
9.328953977E0,-4.740779996E-1,9.736694336E0,6.490531564E-2
9.362287310E0,4.076771438E-1,1.003370380E1,4.172484577E-1
9.395620643E0,2.757728100E-1,1.077159023E1,-6.032904387E-1
9.428953976E0,4.339981973E-1,9.446864128E0,-7.627122104E-2
9.462287309E0,4.339981973E-1,9.446864128E0,-7.627122104E-2
9.495620642E0,4.339981973E-1,9.446864128E0,-7.627122104E-2
9.528953975E0,1.708176255E0,1.026371384E1,3.547359705E-1
9.562287308E0,-5.530411601E-1,8.400003433E0,2.087737769E-1
9.595620641E0,1.401595831E0,9.926026344E0,-4.429712892E-1
9.628953974E0,1.013659477E0,1.017757225E1,-9.074779749E-1
9.628953974E0,1.013659477E0,1.017757225E1,-9.074779749E-1
9.695620640E0,8.362914920E-1,8.107780457E0,9.343972206E-1
9.728953973E0,1.246062398E0,1.138953686E1,-2.871387303E-1
9.762287306E0,8.793623447E-1,1.131057358E1,2.901297435E-2
9.795620639E0,-5.712864175E-2,6.716054916E0,8.195417523E-1
9.795620639E0,-5.712864175E-2,6.716054916E0,8.195417523E-1
9.862287305E0,-2.177468538E-1,7.182954311E0,7.788637877E-1
9.895620638E0,8.315058947E-1,1.079791164E1,-8.823533356E-2
9.928953971E0,-8.883354068E-1,1.079073238E1,-3.798605874E-2
9.962287304E0,-5.769693851E-1,8.050353050E0,6.969095767E-2
9.995620637E0,-4.238287210E-1,8.603693008E0,-4.310071766E-1
1.002895397E1,5.943173170E-1,1.272383404E1,-5.626124144E-1
1.006228730E1,1.217348576E0,5.381757259E0,5.656034350E-1
1.009562064E1,1.028016448E0,9.578469276E0,-7.519445419E-1
1.012895397E1,-1.446461320E0,7.932805061E0,5.225326419E-1
1.016228730E1,-9.314061999E-1,7.542476177E0,-2.059921265E0
1.019562064E1,-4.381856322E-1,8.088638306E0,3.068794906E-1
1.022895397E1,4.507479668E-1,9.233603477E0,-6.897311211E-1
1.026228730E1,-1.892124534E0,9.952347755E0,-1.115952611E0
1.029562063E1,6.302096844E-1,8.922237396E0,6.326025128E-1
1.032895397E1,-2.241775751E0,8.193922043E0,-3.320041299E-2
1.036228730E1,3.864109516E0,1.044108200E1,-3.708875179E-1
1.039562063E1,-1.362712502E0,9.710372925E0,1.382453322E0
1.042895397E1,-1.170987606E0,8.035995483E0,2.048555374E0
1.046228730E1,-3.669692516E0,5.434399128E0,7.334001660E-1
1.049562063E1,-3.652942896E0,6.584150791E0,-2.416750938E-1
1.052895397E1,3.143271685E0,1.193330574E1,-2.220240355E0
1.056228730E1,3.332005441E-1,9.077771187E0,9.200403094E-1
1.059562063E1,3.931407690E0,1.013420200E1,-1.149452209E0
1.062895396E1,-3.224029303E0,6.857231617E0,-6.191428751E-2
1.066228730E1,9.897312522E-1,8.982057571E0,2.925225794E-1
1.069562063E1,-1.722832322E-1,1.149003506E1,-5.434698462E-1
1.072895396E1,-1.877767563E0,8.064709663E0,1.109372377E0
1.076228730E1,-1.531406492E-1,7.904091358E0,6.589235067E-1
1.079562063E1,-1.645065658E-2,9.082556725E0,-1.233500123E0
1.082895396E1,-1.607079506E0,7.817949772E0,1.430309772E0
1.086228730E1,7.980063558E-1,8.682656288E0,1.837687731E0
1.089562063E1,-1.571187139E0,9.334101677E0,-1.901695848E0
1.092895396E1,-3.837190151E0,5.613861084E0,-2.249253243E-1
1.096228729E1,2.638086975E-1,9.623932838E0,1.044766188E0
1.099562063E1,-1.360319614E0,1.121695423E1,-9.062815458E-2
1.102895396E1,1.657029688E-1,7.022635460E0,5.560321808E-1
1.106228729E1,-2.155634165E0,9.286245346E0,-5.961119533E-1
1.109562063E1,7.501499057E-1,9.204889297E0,5.919244885E-1
1.112895396E1,-6.559324861E-1,8.876773834E0,1.061515927E0
1.116228729E1,1.423131227E0,9.865906715E0,2.207378894E-1
1.119562062E1,1.068694472E0,8.138887405E0,-2.093719784E-3
1.122895396E1,1.199402362E-1,6.684648991E0,-9.541380405E-2
1.126228729E1,-1.983051777E0,1.050568771E1,2.255235314E-1
1.129562062E1,-8.715856671E-1,9.954740524E0,9.777671695E-1
1.132895396E1,-2.256132603E0,1.198116207E1,6.134598851E-1
1.136228729E1,-4.716851711E-1,8.055138588E0,1.776670814E-1
1.139562062E1,-8.141579032E-1,9.966704369E0,-7.710871100E-1
1.142895396E1,-5.171487927E-1,8.651549339E0,1.366899908E-1
1.146228729E1,-1.623829246E0,9.573683739E0,6.732804775E-1
1.149562062E1,1.947757602E0,1.268554878E1,-7.591229677E-1
1.152895396E1,-2.687438965E0,5.439185143E0,4.336991161E-2
1.156228729E1,1.127617657E-1,9.377471924E0,-7.710871100E-1
1.159562062E1,-1.736291885E0,7.056134701E0,-3.975076675E-1
1.162895395E1,-2.917448997E0,8.091031075E0,2.031805515E0
1.166228729E1,-2.929413080E0,5.894419670E0,2.422732860E-1
1.169562062E1,-1.415354609E0,8.586943626E0,6.927221417E-1
1.172895395E1,-1.415354609E0,8.586943626E0,6.927221417E-1
1.176228729E1,-8.189435601E-1,7.587939739E0,4.049852192E-1
1.179562062E1,1.289133191E0,1.029721355E1,1.643570065E0
1.182895395E1,-1.060917735E0,9.212067604E0,3.044866920E-1
1.186228728E1,1.519143224E0,8.586943626E0,-5.650052428E-1
1.189562062E1,-2.716152906E0,9.394221306E0,2.183450609E-1
1.192895395E1,1.959721804E0,1.014138031E1,3.379862010E-1
1.196228728E1,-2.584248483E-1,9.350852013E0,-4.286143482E-1
1.199562062E1,-2.584248483E-1,1.039053345E1,-2.871387303E-1
1.202895395E1,-2.584248483E-1,1.039053345E1,-2.871387303E-1
1.206228728E1,-8.835497499E-1,7.961519241E0,3.451646566E-1
1.209562062E1,3.403790295E-1,1.013180923E1,-1.233500123E0
1.212895395E1,-3.421736360E-1,8.215457916E0,-2.009970993E-1
1.216228728E1,7.022934556E-1,1.086491013E1,-1.473081470E0
1.219562062E1,-7.686942816E-1,3.810271025E0,1.217348576E0
1.222895395E1,-1.163809061E0,8.380861282E0,1.610070586E0
1.222895395E1,-1.163809061E0,8.380861282E0,1.610070586E0
1.229562061E1,-1.746760458E-1,1.011266708E1,6.999006271E-1
1.232895395E1,1.140479088E0,1.015334511E1,1.199402362E-1
1.236228728E1,5.294119939E-2,8.150851250E0,4.172484577E-1
1.239562061E1,5.153541565E-1,1.032592678E1,4.507479668E-1
1.242895395E1,5.153541565E-1,1.032592678E1,4.507479668E-1
1.246228728E1,7.022934556E-1,1.185194969E1,-8.404789567E-1
1.249562061E1,1.974078655E0,1.059422207E1,-1.640578985E0
1.252895395E1,2.231307179E-1,9.784550667E0,-2.177468538E-1
1.256228728E1,1.289133191E0,8.359326363E0,-3.559323773E-2
