"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,4.689932466E-1,6.898507595E0,8.628518105E0
0.000000000E0,0.000000000E0,7.161718369E0,7.625925541E0
0.000000000E0,3.732803464E-1,6.865008354E0,6.628118515E0
0.000000000E0,6.939185411E-2,7.453642368E0,6.625725746E0
0.000000000E0,1.244267747E-1,7.070790768E0,6.431907177E0
0.000000000E0,-1.244267747E-1,7.453642368E0,6.951149940E0
0.000000000E0,6.221338734E-2,7.010970116E0,6.704689026E0
0.000000000E0,-9.092725813E-2,7.417750359E0,6.465406895E0
0.000000000E0,-3.349951655E-2,7.259823799E0,6.046662807E0
0.000000000E0,5.742774159E-2,7.539783955E0,6.264409542E0
0.000000000E0,1.172483116E-1,7.314858913E0,6.020341873E0
0.000000000E0,-5.264209956E-2,7.479963779E0,5.876772404E0
0.000000000E0,-3.230310678E-1,7.458428383E0,5.821737289E0
0.000000000E0,1.244267747E-1,7.484749317E0,6.070590973E0
0.000000000E0,-8.614161611E-2,7.582854748E0,5.929414749E0
0.000000000E0,6.699903309E-2,7.506284714E0,5.910272121E0
0.000000000E0,-1.531406492E-1,7.757531166E0,5.955735683E0
0.000000000E0,2.368894368E-1,7.343572617E0,5.759523869E0
0.000000000E0,1.674975827E-2,7.733603001E0,6.003592014E0
0.000000000E0,3.708875179E-1,7.379465103E0,6.008377552E0
0.000000000E0,2.488535494E-1,7.743174076E0,6.211767673E0
0.000000000E0,3.397808075E-1,7.118647575E0,5.790630817E0
0.000000000E0,1.196411345E-2,7.637889862E0,5.895915031E0
0.000000000E0,4.307080805E-1,7.123433113E0,5.852844238E0
0.000000000E0,1.986042857E-1,7.747959614E0,5.996413708E0
0.000000000E0,2.560320199E-1,7.298109055E0,5.570491314E0
0.000000000E0,9.571290575E-3,7.850851059E0,5.895915031E0
0.000000000E0,2.440679073E-1,7.329215527E0,5.785845280E0
0.000000000E0,1.387837082E-1,7.764709473E0,6.065805435E0
0.000000000E0,1.387837082E-1,7.420143127E0,5.781059742E0
0.000000000E0,1.076770201E-1,7.874779224E0,6.269195557E0
0.000000000E0,3.565305769E-1,7.276573658E0,6.089733601E0
0.000000000E0,1.962114573E-1,7.623532772E0,6.242874146E0
0.000000000E0,1.268195957E-1,7.355536938E0,6.003592014E0
0.000000000E0,1.411765367E-1,7.771887779E0,6.515655994E0
0.000000000E0,1.579262912E-1,7.379465103E0,6.118447304E0
0.000000000E0,1.770688742E-1,7.623532772E0,6.130411625E0
0.000000000E0,1.100698411E-1,7.446464062E0,5.742774487E0
0.000000000E0,8.614161611E-2,7.740781307E0,6.305087566E0
0.000000000E0,3.062812984E-1,7.446464062E0,6.022734642E0
0.000000000E0,1.028913707E-1,7.642675400E0,5.876772404E0
0.000000000E0,4.785645287E-3,7.671389580E0,5.687739372E0
0.000000000E0,3.158525825E-1,7.628318787E0,6.223731518E0
0.000000000E0,1.507478207E-1,7.372286797E0,5.170889854E0
0.000000000E0,4.618147612E-1,7.652246952E0,3.814159393E0
0.000000000E0,-1.363908947E-1,8.032705307E0,6.910471916E0
0.000000000E0,-5.575276613E-1,6.659225464E0,9.741181374E0
0.000000000E0,-2.823530734E-1,7.453642368E0,7.221538544E0
0.000000000E0,9.571290761E-2,7.630711555E0,6.486942291E0
0.000000000E0,2.536391914E-1,7.688138962E0,5.759523869E0
0.000000000E0,1.100698411E-1,7.520641804E0,6.326622963E0
0.000000000E0,4.307080805E-2,7.570890903E0,6.003592014E0
0.000000000E0,-1.220339537E-1,7.554141045E0,5.931807518E0
0.000000000E0,-8.135596663E-2,7.661818027E0,5.383851051E0
0.000000000E0,1.483550072E-1,7.640282631E0,5.871986866E0
0.000000000E0,1.818545163E-1,7.542177200E0,5.910272121E0
0.000000000E0,1.220339537E-1,7.628318787E0,5.697310925E0
0.000000000E0,1.244267747E-1,7.862815380E0,5.414957523E0
0.000000000E0,1.004985496E-1,7.867600918E0,5.663811207E0
0.000000000E0,-5.024927482E-2,7.922635555E0,5.639883041E0
0.000000000E0,-1.052841991E-1,7.743174076E0,5.580062389E0
0.000000000E0,-1.363908947E-1,7.925028801E0,5.601597786E0
0.000000000E0,6.221338734E-2,7.740781307E0,5.273781300E0
0.000000000E0,5.742774159E-2,7.874779224E0,5.505885124E0
0.000000000E0,3.589234129E-2,7.762316704E0,5.687739372E0
0.000000000E0,4.067798331E-2,7.984848976E0,5.917450428E0
0.000000000E0,3.349951655E-2,7.582854748E0,5.639883041E0
0.000000000E0,-8.374879509E-2,7.802994728E0,5.843272686E0
0.000000000E0,2.871387079E-2,7.702496052E0,5.606383324E0
0.000000000E0,-4.307080805E-2,8.092526436E0,5.680561066E0
0.000000000E0,5.742774159E-2,7.630711555E0,5.462814331E0
0.000000000E0,-4.307080805E-2,7.855636597E0,5.855237007E0
0.000000000E0,-1.052841991E-1,7.654639721E0,5.637490273E0
0.000000000E0,-2.392822690E-2,7.874779224E0,6.166304111E0
0.000000000E0,-9.332008660E-2,7.506284714E0,5.644668579E0
0.000000000E0,-1.674975827E-2,7.927421570E0,5.802595139E0
0.000000000E0,-6.939185411E-2,7.171289444E0,5.560919762E0
0.000000000E0,8.853443712E-2,7.575676441E0,5.529813290E0
0.000000000E0,-2.273181528E-1,7.355536938E0,5.257031441E0
0.000000000E0,2.153540403E-2,7.554141045E0,6.118447304E0
0.000000000E0,-1.674975827E-2,7.609176159E0,5.240281582E0
0.000000000E0,-7.178468257E-2,7.489534855E0,5.876772404E0
0.000000000E0,-2.584248483E-1,7.350750923E0,5.197210789E0
0.000000000E0,-1.028913707E-1,7.566105366E0,5.852844238E0
0.000000000E0,-1.531406492E-1,7.484749317E0,5.436492920E0
0.000000000E0,-6.221338734E-2,7.479963779E0,5.520241737E0
0.000000000E0,-2.392822653E-1,7.597211838E0,5.213960648E0
0.000000000E0,8.853443712E-2,7.573283672E0,5.857629776E0
0.000000000E0,-1.196411327E-1,7.750352383E0,5.630311489E0
0.000000000E0,5.742774159E-2,7.822137356E0,5.606383324E0
0.000000000E0,9.571290575E-3,8.044670105E0,5.769095421E0
0.000000000E0,7.178468257E-2,7.925028801E0,5.288137913E0
0.000000000E0,1.196411327E-1,7.980063438E0,5.682953835E0
0.000000000E0,1.076770201E-1,7.898707390E0,5.807380676E0
0.000000000E0,7.178468257E-2,8.018348694E0,5.934200287E0
0.000000000E0,2.632104978E-2,7.762316704E0,5.455635548E0
0.000000000E0,1.698904037E-1,7.810173035E0,5.749952793E0
0.000000000E0,1.220339537E-1,7.743174076E0,5.419743061E0
0.000000000E0,1.459621787E-1,7.872386456E0,6.051448345E0
0.000000000E0,1.292124242E-1,7.673782349E0,5.460421085E0
0.000000000E0,9.332008660E-2,7.838887215E0,5.840879917E0
0.000000000E0,2.679961324E-1,7.570890903E0,5.419743061E0
0.000000000E0,5.264209956E-2,7.652246952E0,5.953342915E0
0.000000000E0,7.896314561E-2,7.439285755E0,5.309673309E0
0.000000000E0,8.374879509E-2,7.633104324E0,5.919843197E0
0.000000000E0,1.579262912E-1,7.530212879E0,5.405386448E0
0.000000000E0,1.435693540E-2,7.530212879E0,5.855237007E0
0.000000000E0,-8.614161611E-2,7.467999458E0,5.123033047E0
0.000000000E0,-1.435693540E-2,7.601997375E0,5.814558983E0
0.000000000E0,-5.024927482E-2,7.537391186E0,5.450850010E0
0.000000000E0,-3.349951655E-2,7.551748276E0,5.465207100E0
0.000000000E0,-1.459621787E-1,7.654639721E0,5.292923450E0
0.000000000E0,1.914258115E-2,7.649854183E0,5.800201893E0
0.000000000E0,-7.657032460E-2,7.879564762E0,5.623133183E0
0.000000000E0,2.392822690E-2,7.891529083E0,5.757131100E0
0.000000000E0,-4.785645381E-2,8.121239662E0,5.893522263E0
0.000000000E0,2.392822644E-3,7.891529083E0,5.419743061E0
0.000000000E0,-3.110669367E-2,7.948956966E0,5.702096462E0
0.000000000E0,9.571290761E-2,7.822137356E0,5.544169903E0
0.000000000E0,4.785645381E-2,7.927421570E0,5.962913990E0
0.000000000E0,8.614161611E-2,7.716853142E0,5.503491879E0
0.000000000E0,5.264209956E-2,7.791030407E0,5.816951752E0
0.000000000E0,1.770688742E-1,7.657032490E0,5.321637630E0
0.000000000E0,9.571290761E-2,7.740781307E0,5.888736725E0
0.000000000E0,1.914258115E-2,7.549355507E0,5.280959606E0
0.000000000E0,9.571290575E-3,7.618747234E0,5.924628735E0
0.000000000E0,9.332008660E-2,7.475177765E0,5.429314613E0
0.000000000E0,-5.742774159E-2,7.506284714E0,5.680561066E0
0.000000000E0,-8.374879509E-2,7.434499741E0,5.233103275E0
0.000000000E0,-8.853443712E-2,7.666603565E0,6.020341873E0
0.000000000E0,-6.460621208E-2,7.645068169E0,5.647061348E0
0.000000000E0,-1.387837082E-1,7.738388538E0,5.620740414E0
0.000000000E0,-1.339980662E-1,7.848458290E0,5.625525951E0
0.000000000E0,-7.178467698E-3,7.831708431E0,6.063412666E0
0.000000000E0,-5.742774159E-2,7.896314621E0,5.711667538E0
0.000000000E0,1.196411345E-2,7.860422611E0,5.800201893E0
0.000000000E0,-6.460621208E-2,8.035098076E0,5.800201893E0
0.000000000E0,1.674975827E-2,7.841279984E0,5.539384365E0
0.000000000E0,-1.435693540E-2,7.963313580E0,5.752345562E0
0.000000000E0,1.124626622E-1,7.929814339E0,5.848058701E0
0.000000000E0,4.307080805E-2,8.090133667E0,5.881557941E0
0.000000000E0,5.503492057E-2,7.807780266E0,5.410171986E0
0.000000000E0,-1.914258115E-2,7.898707390E0,5.697310925E0
0.000000000E0,6.939185411E-2,7.747959614E0,5.388636589E0
0.000000000E0,4.546362907E-2,7.788637638E0,6.005984783E0
0.000000000E0,9.571290575E-3,7.573283672E0,5.422136307E0
0.000000000E0,8.614161611E-2,7.738388538E0,5.857629776E0
0.000000000E0,9.092725813E-2,7.580461979E0,5.278566837E0
0.000000000E0,4.546362907E-2,7.534998417E0,5.733202934E0
0.000000000E0,-1.316052526E-1,7.439285755E0,5.149354458E0
0.000000000E0,-4.785645287E-3,7.563712597E0,5.876772404E0
0.000000000E0,2.632104978E-2,7.537391186E0,5.410171986E0
0.000000000E0,-9.571290575E-3,7.508677483E0,5.458028316E0
0.000000000E0,-7.896314561E-2,7.678567886E0,5.402993679E0
0.000000000E0,4.067798331E-2,7.666603565E0,5.804987907E0
0.000000000E0,-2.392822644E-3,7.913064480E0,5.663811207E0
0.000000000E0,7.178468257E-2,7.963313580E0,5.814558983E0
0.000000000E0,-3.349951655E-2,8.219346046E0,5.809773445E0
0.000000000E0,9.571290761E-2,7.927421570E0,5.467599869E0
0.000000000E0,3.828516230E-2,7.980063438E0,5.783452511E0
0.000000000E0,1.555334777E-1,7.903493404E0,5.678168297E0
0.000000000E0,1.316052526E-1,7.970492363E0,6.199803352E0
0.000000000E0,9.332008660E-2,7.740781307E0,5.584847927E0
0.000000000E0,1.172483116E-1,7.800601959E0,5.924628735E0
0.000000000E0,1.722832322E-1,7.649854183E0,5.383851051E0
0.000000000E0,5.024927482E-2,7.561319351E0,5.785845280E0
0.000000000E0,-1.363908947E-1,7.489534855E0,5.120640278E0
0.000000000E0,-5.742774159E-2,7.618747234E0,5.950950146E0
0.000000000E0,-3.589234129E-2,7.625925541E0,5.477170944E0
0.000000000E0,3.110669367E-2,7.582854748E0,5.431707382E0
0.000000000E0,-2.392822644E-3,7.731209755E0,5.407779217E0
0.000000000E0,9.810572863E-2,7.688138962E0,5.702096462E0
0.000000000E0,3.589234129E-2,7.814958572E0,5.642275810E0
0.000000000E0,4.785645381E-2,7.841279984E0,5.790630817E0
0.000000000E0,-3.589234129E-2,8.092526436E0,5.795416355E0
0.000000000E0,7.896314561E-2,7.881958008E0,5.460421085E0
0.000000000E0,-1.196411345E-2,7.996813297E0,5.771488190E0
0.000000000E0,1.076770201E-1,7.881958008E0,5.718846321E0
0.000000000E0,6.460621208E-2,7.996813297E0,6.214160442E0
0.000000000E0,1.028913707E-1,7.719245911E0,5.587240696E0
