"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.364296707E1,1.687448182E1,7.362444647E1,1.912563972E2,6.780000210E0,1.403999939E2,8.576000214E0,6.000000000E0
4.463884326E1,1.687443679E1,7.362448596E1,1.902298268E2,6.710000038E0,1.390000000E2,8.576000214E0,6.000000000E0
4.564235800E1,1.687437256E1,7.362452750E1,1.901409405E2,7.130000114E0,1.416999969E2,7.504000187E0,6.000000000E0
4.663866384E1,1.687428518E1,7.362457711E1,1.907485429E2,7.690000057E0,1.471999969E2,6.432000160E0,6.000000000E0
4.763944925E1,1.687419975E1,7.362462325E1,1.898630955E2,7.900000095E0,1.500000000E2,7.504000187E0,6.000000000E0
4.864550764E1,1.687415550E1,7.362465401E1,1.886643990E2,6.269999981E0,1.488000031E2,6.432000160E0,6.000000000E0
4.964908087E1,1.687411677E1,7.362467602E1,1.888458076E2,5.519999981E0,1.468000031E2,6.432000160E0,6.000000000E0
5.064366774E1,1.687409824E1,7.362470313E1,1.888978821E2,5.230000019E0,1.335000000E2,4.288000107E0,6.000000000E0
5.166129503E1,1.687406549E1,7.362474986E1,1.895570673E2,5.619999886E0,1.296999969E2,4.288000107E0,4.000000000E0
5.268044560E1,1.687404388E1,7.362480310E1,1.906703829E2,5.949999809E0,1.244000015E2,5.360000134E0,4.000000000E0
5.364288675E1,1.687402097E1,7.362484922E1,1.901516191E2,5.949999809E0,1.211999969E2,6.432000160E0,6.000000000E0
5.464813300E1,1.687401082E1,7.362490278E1,1.895531675E2,5.809999943E0,1.111999969E2,6.432000160E0,6.000000000E0
5.564841508E1,1.687404177E1,7.362498320E1,1.914326872E2,6.630000114E0,8.680000305E1,4.288000107E0,4.000000000E0
5.664061342E1,1.687405064E1,7.362505624E1,1.932773612E2,6.920000076E0,8.650000000E1,4.288000107E0,4.000000000E0
5.767435800E1,1.687405495E1,7.362512299E1,1.948119270E2,6.920000076E0,9.130000305E1,4.288000107E0,4.000000000E0
5.864494816E1,1.687405468E1,7.362519908E1,1.961188508E2,6.940000057E0,9.400000000E1,4.288000107E0,4.000000000E0
5.965399753E1,1.687404532E1,7.362525205E1,1.964664414E2,7.289999962E0,9.219999695E1,3.216000080E0,4.000000000E0
6.064266612E1,1.687405186E1,7.362532741E1,1.990805332E2,7.369999886E0,9.719999695E1,4.288000107E0,4.000000000E0
6.164220472E1,1.687404345E1,7.362540596E1,2.001006800E2,7.829999924E0,1.020999985E2,4.288000107E0,4.000000000E0
6.265539789E1,1.687402413E1,7.362547856E1,2.004848111E2,7.849999905E0,1.075000000E2,3.216000080E0,4.000000000E0
6.366968482E1,1.687399737E1,7.362554688E1,2.005316834E2,7.929999828E0,1.079000015E2,9.648000717E0,4.000000000E0
6.463896242E1,1.687397694E1,7.362561736E1,2.003002164E2,7.920000076E0,1.068000031E2,1.072000027E1,6.000000000E0
6.565081643E1,1.687399637E1,7.362568634E1,1.999931214E2,7.739999771E0,8.590000153E1,9.648000717E0,6.000000000E0
6.664018518E1,1.687401276E1,7.362576578E1,2.013678041E2,8.199999809E0,7.890000153E1,9.648000717E0,6.000000000E0
6.764921513E1,1.687403958E1,7.362583549E1,2.015591601E2,8.550000191E0,6.709999847E1,9.648000717E0,4.000000000E0
6.864139805E1,1.687406376E1,7.362590568E1,2.015837157E2,8.560000420E0,6.550000000E1,9.648000717E0,4.000000000E0
6.964430409E1,1.687411266E1,7.362596943E1,2.016973008E2,8.770000458E0,5.850000000E1,9.648000717E0,6.000000000E0
7.064397867E1,1.687415794E1,7.362603621E1,2.018153545E2,8.739999771E0,5.709999847E1,9.648000717E0,6.000000000E0
7.164506216E1,1.687419914E1,7.362610767E1,2.029643683E2,8.939999580E0,5.829999924E1,9.648000717E0,4.000000000E0
7.263995424E1,1.687423780E1,7.362617972E1,2.039604975E2,8.619999886E0,6.070000076E1,9.648000717E0,4.000000000E0
7.364062268E1,1.687426648E1,7.362624884E1,2.040499186E2,8.369999886E0,6.640000153E1,9.648000717E0,4.000000000E0
7.463838549E1,1.687428471E1,7.362632879E1,2.056329697E2,8.430000305E0,7.559999847E1,3.216000080E0,4.000000000E0
7.564562075E1,1.687429610E1,7.362641671E1,2.053845646E2,8.630000114E0,7.900000000E1,3.216000080E0,3.000000000E0
7.664158424E1,1.687430580E1,7.362649916E1,2.061700366E2,8.380000114E0,8.240000153E1,3.216000080E0,3.000000000E0
7.763859304E1,1.687432266E1,7.362657824E1,2.066111238E2,8.060000420E0,7.840000153E1,3.216000080E0,3.000000000E0
7.863738549E1,1.687434644E1,7.362664382E1,2.074326144E2,7.280000210E0,7.050000000E1,3.216000080E0,3.000000000E0
7.965072664E1,1.687436917E1,7.362670366E1,2.080537880E2,7.039999962E0,6.630000305E1,3.216000080E0,3.000000000E0
8.064465356E1,1.687438774E1,7.362675998E1,2.083575903E2,7.050000191E0,7.240000153E1,3.216000080E0,4.000000000E0
8.167780924E1,1.687439066E1,7.362682532E1,2.092270597E2,6.969999790E0,8.069999695E1,3.216000080E0,4.000000000E0
8.264235153E1,1.687440090E1,7.362688847E1,2.096987385E2,6.940000057E0,8.419999695E1,3.216000080E0,4.000000000E0
8.367408445E1,1.687439993E1,7.362695564E1,2.113570395E2,6.659999847E0,8.890000153E1,3.216000080E0,4.000000000E0
8.467019070E1,1.687439046E1,7.362701070E1,2.118730885E2,6.590000153E0,9.119999695E1,3.216000080E0,4.000000000E0
8.567458096E1,1.687438618E1,7.362707248E1,2.120105844E2,6.070000172E0,8.980000305E1,3.216000080E0,4.000000000E0
8.664393903E1,1.687438317E1,7.362714518E1,2.133507183E2,7.219999790E0,9.250000000E1,3.216000080E0,3.000000000E0
8.764004096E1,1.687439496E1,7.362720896E1,2.145777637E2,6.570000172E0,8.580000305E1,3.216000080E0,4.000000000E0
8.864731325E1,1.687440034E1,7.362727318E1,2.145009356E2,6.719999790E0,8.619999695E1,3.216000080E0,4.000000000E0
8.963870700E1,1.687441099E1,7.362734044E1,2.154023027E2,6.869999886E0,8.480000305E1,4.288000107E0,4.000000000E0
9.064813549E1,1.687442091E1,7.362740926E1,2.164024889E2,6.699999809E0,8.300000000E1,4.288000107E0,4.000000000E0
9.164470382E1,1.687443638E1,7.362747601E1,2.166075514E2,6.929999828E0,7.809999847E1,4.288000107E0,4.000000000E0
9.264079960E1,1.687444471E1,7.362754076E1,2.181273939E2,7.099999905E0,7.569999695E1,3.216000080E0,4.000000000E0
9.364850496E1,1.687447105E1,7.362761040E1,2.187508803E2,7.500000000E0,7.190000153E1,4.288000107E0,4.000000000E0
9.463799231E1,1.687449413E1,7.362768021E1,2.194904661E2,7.760000229E0,6.919999695E1,3.216000080E0,4.000000000E0
9.564541528E1,1.687452015E1,7.362776328E1,2.208319778E2,8.649999619E0,6.840000153E1,3.216000080E0,4.000000000E0
9.664018486E1,1.687455312E1,7.362783255E1,2.200344225E2,8.760000229E0,6.659999847E1,3.216000080E0,4.000000000E0
9.764078559E1,1.687459475E1,7.362791104E1,2.212059605E2,8.989999771E0,6.370000076E1,3.216000080E0,4.000000000E0
9.864062288E1,1.687462868E1,7.362797966E1,2.217901766E2,8.460000038E0,6.469999695E1,3.216000080E0,4.000000000E0
9.963779350E1,1.687466398E1,7.362804938E1,2.221653436E2,8.500000000E0,6.640000153E1,3.216000080E0,4.000000000E0
1.006429391E2,1.687468531E1,7.362811858E1,2.222398345E2,7.840000153E0,7.240000153E1,3.216000080E0,4.000000000E0
1.016544573E2,1.687470450E1,7.362819015E1,2.231564965E2,8.090000153E0,7.669999695E1,3.216000080E0,4.000000000E0
1.026399426E2,1.687471007E1,7.362826531E1,2.246445537E2,8.130000114E0,8.169999695E1,3.216000080E0,4.000000000E0
1.036410059E2,1.687471624E1,7.362834510E1,2.243323793E2,8.090000153E0,8.280000305E1,4.288000107E0,4.000000000E0
1.046462544E2,1.687471393E1,7.362842401E1,2.246615889E2,8.260000229E0,8.630000305E1,5.360000134E0,4.000000000E0
1.056463754E2,1.687468231E1,7.362849497E1,2.246049624E2,8.350000381E0,1.019000015E2,5.360000134E0,6.000000000E0
1.066404450E2,1.687465403E1,7.362855980E1,2.240616889E2,8.149999619E0,1.058000031E2,5.360000134E0,6.000000000E0
1.076421663E2,1.687462547E1,7.362863677E1,2.243956196E2,8.319999695E0,1.109000015E2,5.360000134E0,6.000000000E0
1.086391912E2,1.687457906E1,7.362869540E1,2.251861408E2,8.569999695E0,1.203000031E2,4.288000107E0,6.000000000E0
1.096406268E2,1.687455801E1,7.362877473E1,2.271098926E2,8.560000420E0,1.130000000E2,5.360000134E0,6.000000000E0
1.106499982E2,1.687452118E1,7.362884896E1,2.274225470E2,8.859999657E0,1.160999985E2,5.360000134E0,6.000000000E0
1.116436292E2,1.687448212E1,7.362892338E1,2.277696934E2,8.840000153E0,1.180000000E2,6.432000160E0,6.000000000E0
1.126460917E2,1.687443720E1,7.362897426E1,2.274547373E2,8.170000076E0,1.230000000E2,7.504000187E0,6.000000000E0
1.136492120E2,1.687438900E1,7.362903579E1,2.273385274E2,8.390000343E0,1.261999969E2,7.504000187E0,6.000000000E0
1.146499805E2,1.687432287E1,7.362908254E1,2.266372840E2,8.539999962E0,1.326000061E2,7.504000187E0,6.000000000E0
1.156434500E2,1.687428416E1,7.362913050E1,2.270005904E2,8.359999657E0,1.245999985E2,5.360000134E0,6.000000000E0
1.166422075E2,1.687424067E1,7.362921740E1,2.265455721E2,8.609999657E0,1.225999985E2,6.432000160E0,6.000000000E0
1.176439018E2,1.687421282E1,7.362929453E1,2.258791955E2,8.720000267E0,1.145000000E2,7.504000187E0,6.000000000E0
1.186543539E2,1.687418400E1,7.362937672E1,2.265815379E2,8.760000229E0,1.114000015E2,8.576000214E0,6.000000000E0
1.196442190E2,1.687417652E1,7.362945044E1,2.258318429E2,8.409999847E0,1.044000015E2,9.648000717E0,6.000000000E0
1.206463066E2,1.687427698E1,7.362953615E1,2.250577018E2,8.649999619E0,6.850000000E1,6.432000160E0,6.000000000E0
1.216450582E2,1.687430977E1,7.362962549E1,2.251358285E2,8.680000305E0,7.169999695E1,5.360000134E0,6.000000000E0
1.226488396E2,1.687435133E1,7.362970940E1,2.258727381E2,8.789999962E0,7.559999847E1,5.360000134E0,6.000000000E0
1.236632047E2,1.687436245E1,7.362979525E1,2.269374432E2,9.319999695E0,7.930000305E1,5.360000134E0,6.000000000E0
1.246485944E2,1.687437291E1,7.362989000E1,2.278046450E2,9.859999657E0,8.140000153E1,5.360000134E0,6.000000000E0
1.256474995E2,1.687438377E1,7.362999321E1,2.271011712E2,9.989999771E0,8.430000305E1,5.360000134E0,6.000000000E0
1.266375560E2,1.687439713E1,7.363009124E1,2.283127258E2,1.013000011E1,8.469999695E1,5.360000134E0,6.000000000E0
1.276443749E2,1.687440080E1,7.363019209E1,2.258988244E2,1.103999996E1,8.380000305E1,5.360000134E0,6.000000000E0
1.286488607E2,1.687442761E1,7.363028638E1,2.257001782E2,1.030000019E1,8.080000305E1,5.360000134E0,6.000000000E0
1.296401915E2,1.687444053E1,7.363038483E1,2.260466831E2,1.056999969E1,7.700000000E1,5.360000134E0,6.000000000E0
1.306406609E2,1.687445818E1,7.363048176E1,2.255939780E2,1.067000008E1,7.640000153E1,5.360000134E0,6.000000000E0
1.316418033E2,1.687447918E1,7.363057324E1,2.265110104E2,1.031000042E1,7.700000000E1,6.432000160E0,6.000000000E0
1.326457771E2,1.687450142E1,7.363064530E1,2.270852557E2,9.770000458E0,7.469999695E1,6.432000160E0,6.000000000E0
1.336420010E2,1.687453260E1,7.363072174E1,2.293539938E2,1.003999996E1,7.450000000E1,5.360000134E0,6.000000000E0
1.346502261E2,1.687456715E1,7.363080349E1,2.304562200E2,9.630000114E0,7.500000000E1,5.360000134E0,6.000000000E0
1.356463181E2,1.687459561E1,7.363089045E1,2.304508021E2,9.710000038E0,7.180000305E1,4.288000107E0,6.000000000E0
1.366440924E2,1.687462964E1,7.363097954E1,2.309831484E2,9.789999962E0,7.140000153E1,3.216000080E0,4.000000000E0
1.376411061E2,1.687467388E1,7.363106737E1,2.318684279E2,9.909999847E0,6.919999695E1,4.288000107E0,4.000000000E0
1.386463351E2,1.687470626E1,7.363114702E1,2.319964167E2,1.002999973E1,6.790000153E1,4.288000107E0,4.000000000E0
1.396421682E2,1.687473739E1,7.363122838E1,2.333504236E2,9.520000458E0,6.859999847E1,4.288000107E0,4.000000000E0
1.406433742E2,1.687476004E1,7.363131821E1,2.358857971E2,9.109999657E0,7.630000305E1,3.216000080E0,4.000000000E0
1.416417808E2,1.687476315E1,7.363139916E1,2.369587039E2,8.590000153E0,8.500000000E1,3.216000080E0,4.000000000E0
1.426432315E2,1.687475906E1,7.363146690E1,2.380490830E2,7.809999943E0,9.430000305E1,3.216000080E0,4.000000000E0
1.436383560E2,1.687474740E1,7.363153690E1,2.391914892E2,7.949999809E0,1.024000015E2,3.216000080E0,4.000000000E0
1.446379762E2,1.687472766E1,7.363159978E1,2.396489200E2,7.630000114E0,1.106999969E2,3.216000080E0,4.000000000E0
1.456385111E2,1.687469556E1,7.363166755E1,2.419006430E2,7.590000153E0,1.149000015E2,3.216000080E0,4.000000000E0
1.466449465E2,1.687466482E1,7.363172810E1,2.428681784E2,6.880000114E0,1.183000031E2,4.288000107E0,6.000000000E0
1.476726558E2,1.687463046E1,7.363178096E1,2.431756262E2,6.670000076E0,1.190999985E2,4.288000107E0,6.000000000E0
1.486418138E2,1.687459966E1,7.363184088E1,2.431255223E2,7.159999847E0,1.188000031E2,4.288000107E0,6.000000000E0
1.496385070E2,1.687456208E1,7.363190618E1,2.430869172E2,7.469999790E0,1.218000031E2,5.360000134E0,6.000000000E0
1.506406985E2,1.687452804E1,7.363196648E1,2.435196119E2,7.440000057E0,1.225999985E2,1.072000027E1,6.000000000E0
1.516455302E2,1.687448911E1,7.363202758E1,2.434363313E2,7.429999828E0,1.243000031E2,1.072000027E1,6.000000000E0
1.526408711E2,1.687446075E1,7.363208424E1,2.434905881E2,7.070000172E0,1.235999985E2,1.072000027E1,6.000000000E0
1.536408252E2,1.687442152E1,7.363214390E1,2.448045246E2,7.269999981E0,1.249000015E2,1.179199982E1,6.000000000E0
1.546442982E2,1.687437160E1,7.363219119E1,2.448971143E2,7.550000191E0,1.311999969E2,1.072000027E1,6.000000000E0
1.556393019E2,1.687433048E1,7.363226214E1,2.458928251E2,7.969999790E0,1.316999969E2,1.072000027E1,6.000000000E0
1.566418875E2,1.687428286E1,7.363232226E1,2.457906507E2,8.199999809E0,1.330000000E2,1.072000027E1,6.000000000E0
1.576449279E2,1.687419550E1,7.363235454E1,2.485629173E2,8.500000000E0,1.406000061E2,1.072000027E1,6.000000000E0
1.586457738E2,1.687413400E1,7.363241220E1,2.492389841E2,8.920000076E0,1.406000061E2,9.648000717E0,6.000000000E0
1.596375726E2,1.687407642E1,7.363246706E1,2.486090678E2,8.520000458E0,1.455000000E2,9.648000717E0,6.000000000E0
1.606403328E2,1.687400225E1,7.363251424E1,2.498034801E2,9.329999924E0,1.461999969E2,9.648000717E0,6.000000000E0
1.616437316E2,1.687392363E1,7.363256553E1,2.501249228E2,9.869999886E0,1.486000061E2,9.648000717E0,6.000000000E0
1.626409728E2,1.687384198E1,7.363260246E1,2.501548640E2,9.880000114E0,1.503999939E2,1.072000027E1,6.000000000E0
1.636460812E2,1.687375840E1,7.363264693E1,2.517102669E2,9.949999809E0,1.458999939E2,9.648000717E0,6.000000000E0
1.646443621E2,1.687368953E1,7.363269212E1,2.514479353E2,9.720000267E0,1.453999939E2,9.648000717E0,6.000000000E0
1.656440673E2,1.687362126E1,7.363274739E1,2.510714711E2,9.609999657E0,1.433999939E2,9.648000717E0,6.000000000E0
1.666376547E2,1.687354925E1,7.363280762E1,2.511966693E2,9.329999924E0,1.403999939E2,9.648000717E0,6.000000000E0
1.676398955E2,1.687350073E1,7.363287565E1,2.510226634E2,8.850000381E0,1.333999939E2,9.648000717E0,6.000000000E0
1.686472975E2,1.687345192E1,7.363294590E1,2.509394188E2,8.739999771E0,1.308000031E2,1.072000027E1,6.000000000E0
1.696450659E2,1.687340804E1,7.363302136E1,2.520426846E2,8.449999809E0,1.258000031E2,1.072000027E1,6.000000000E0
1.706393937E2,1.687336807E1,7.363310241E1,2.527996884E2,8.760000229E0,1.230000000E2,1.179199982E1,6.000000000E0
1.716502693E2,1.687332823E1,7.363317222E1,2.526255947E2,8.810000420E0,1.220999985E2,1.286400032E1,6.000000000E0
1.726445422E2,1.687336376E1,7.363326998E1,2.518449523E2,8.510000229E0,1.025999985E2,1.072000027E1,6.000000000E0
1.736453165E2,1.687333926E1,7.363334791E1,2.520109019E2,8.500000000E0,1.038000031E2,1.072000027E1,6.000000000E0
1.746413231E2,1.687331147E1,7.363342563E1,2.520469790E2,8.680000305E0,1.041999969E2,1.072000027E1,6.000000000E0
1.756466101E2,1.687327925E1,7.363349467E1,2.527004975E2,8.420000076E0,1.126999969E2,1.072000027E1,6.000000000E0
1.766400871E2,1.687325769E1,7.363357588E1,2.530143886E2,8.750000000E0,1.108000031E2,1.072000027E1,6.000000000E0
1.776386411E2,1.687324285E1,7.363365184E1,2.521352015E2,8.930000305E0,1.080999985E2,1.072000027E1,6.000000000E0
1.786399836E2,1.687323589E1,7.363375051E1,2.528618357E2,9.520000458E0,1.013000031E2,1.072000027E1,6.000000000E0
1.796382207E2,1.687322106E1,7.363384396E1,2.529506750E2,9.579999924E0,9.909999847E1,1.072000027E1,6.000000000E0
1.806394209E2,1.687321371E1,7.363393491E1,2.528663935E2,9.539999962E0,1.030000000E2,4.288000107E0,6.000000000E0
1.816375122E2,1.687318910E1,7.363401632E1,2.528729213E2,9.680000305E0,1.073000031E2,4.288000107E0,4.000000000E0
1.826392897E2,1.687315739E1,7.363410636E1,2.540495200E2,9.810000420E0,1.123000031E2,4.288000107E0,4.000000000E0
1.836395784E2,1.687312977E1,7.363419461E1,2.543246766E2,9.750000000E0,1.138000031E2,4.288000107E0,4.000000000E0
1.846398200E2,1.687306967E1,7.363426652E1,2.538968032E2,9.739999771E0,1.225999985E2,3.216000080E0,4.000000000E0
1.856396211E2,1.687301622E1,7.363434478E1,2.543616121E2,9.770000458E0,1.249000015E2,3.216000080E0,4.000000000E0
1.866441382E2,1.687296870E1,7.363441895E1,2.542839196E2,9.890000343E0,1.276999969E2,3.216000080E0,4.000000000E0
1.876413840E2,1.687291909E1,7.363449452E1,2.539689908E2,9.689999580E0,1.260999985E2,3.216000080E0,4.000000000E0
1.886502715E2,1.687287839E1,7.363456645E1,2.533387853E2,8.880000114E0,1.220000000E2,3.216000080E0,4.000000000E0
1.896437530E2,1.687284463E1,7.363463825E1,2.536984258E2,8.590000153E0,1.185999985E2,3.216000080E0,4.000000000E0
1.906421544E2,1.687282275E1,7.363472141E1,2.530091451E2,8.630000114E0,1.100999985E2,3.216000080E0,3.000000000E0
1.916616373E2,1.687280068E1,7.363479859E1,2.526139904E2,8.630000114E0,1.099000015E2,3.216000080E0,3.000000000E0
1.926445768E2,1.687277630E1,7.363488131E1,2.526634259E2,8.880000114E0,1.086999969E2,3.216000080E0,3.000000000E0
1.936411607E2,1.687274321E1,7.363496469E1,2.523585193E2,9.189999580E0,1.075999985E2,3.216000080E0,4.000000000E0
1.946404031E2,1.687270910E1,7.363504633E1,2.515230364E2,9.399999619E0,1.120000000E2,3.216000080E0,4.000000000E0
1.956390826E2,1.687266632E1,7.363512994E1,2.510819913E2,9.770000458E0,1.150000000E2,3.216000080E0,4.000000000E0
1.966404566E2,1.687260591E1,7.363520461E1,2.491950139E2,1.039999962E1,1.269000015E2,3.216000080E0,4.000000000E0
1.976414215E2,1.687253845E1,7.363528226E1,2.483235023E2,1.110999966E1,1.320000000E2,3.216000080E0,4.000000000E0
1.986399771E2,1.687247171E1,7.363536148E1,2.476503534E2,1.135999966E1,1.340000000E2,3.216000080E0,3.000000000E0
1.996425171E2,1.687240499E1,7.363543088E1,2.471361351E2,1.084000015E1,1.365000000E2,3.216000080E0,3.000000000E0
2.006461170E2,1.687233341E1,7.363549097E1,2.464334510E2,1.043999958E1,1.383999939E2,3.216000080E0,3.000000000E0
2.016478532E2,1.687226205E1,7.363555080E1,2.457164838E2,1.027000046E1,1.388999939E2,3.216000080E0,3.000000000E0
2.026395919E2,1.687218356E1,7.363556738E1,2.444119932E2,9.149999619E0,1.498000031E2,3.216000080E0,3.000000000E0
2.036420654E2,1.687211371E1,7.363559128E1,2.436745564E2,8.020000458E0,1.560000000E2,3.216000080E0,3.000000000E0
2.046478263E2,1.687205215E1,7.363561215E1,2.443221015E2,7.150000095E0,1.613999939E2,3.216000080E0,3.000000000E0
2.056382898E2,1.687199654E1,7.363559658E1,2.432135668E2,6.289999962E0,1.940000000E2,3.216000080E0,3.000000000E0
2.066502592E2,1.687194261E1,7.363556481E1,2.427950822E2,6.780000210E0,2.056000061E2,3.216000080E0,3.000000000E0
2.076799458E2,1.687190755E1,7.363551231E1,2.423995984E2,6.559999943E0,2.276000061E2,3.216000080E0,3.000000000E0
2.086442211E2,1.687186324E1,7.363546224E1,2.436527048E2,6.949999809E0,2.318999939E2,3.216000080E0,3.000000000E0
2.096386103E2,1.687183250E1,7.363539488E1,2.436787697E2,7.440000057E0,2.423999939E2,3.216000080E0,3.000000000E0
2.106464981E2,1.687180408E1,7.363534645E1,2.426995876E2,6.500000000E0,2.395000000E2,3.216000080E0,3.000000000E0
2.116393948E2,1.687175751E1,7.363531684E1,2.430077042E2,5.739999771E0,2.165000000E2,3.216000080E0,3.000000000E0
2.126539135E2,1.687171765E1,7.363531553E1,2.429704768E2,4.440000057E0,1.833999939E2,3.216000080E0,3.000000000E0
2.136402280E2,1.687168417E1,7.363533856E1,2.419431290E2,4.489999771E0,1.513999939E2,3.216000080E0,3.000000000E0
2.146389963E2,1.687166752E1,7.363536823E1,2.410866294E2,4.670000076E0,1.225000000E2,3.216000080E0,3.000000000E0
2.156445427E2,1.687166612E1,7.363541301E1,2.398066271E2,5.210000038E0,1.001999969E2,3.216000080E0,3.000000000E0
2.166382716E2,1.687166810E1,7.363546862E1,2.390924154E2,6.170000076E0,9.069999695E1,3.216000080E0,3.000000000E0
2.176458267E2,1.687167592E1,7.363553107E1,2.383040308E2,6.869999886E0,8.559999847E1,3.216000080E0,3.000000000E0
2.186385038E2,1.687168097E1,7.363559702E1,2.379228223E2,7.440000057E0,8.559999847E1,3.216000080E0,3.000000000E0
2.196407875E2,1.687168679E1,7.363566930E1,2.376151619E2,7.989999771E0,8.659999847E1,3.216000080E0,3.000000000E0
2.206394252E2,1.687169511E1,7.363574363E1,2.373181147E2,8.029999733E0,8.450000000E1,3.216000080E0,3.000000000E0
