"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.148457232E2,1.683438067E1,7.362863197E1,1.258062987E2,6.104807588E0,3.106192933E2,4.772398721E0,3.323965626E0
2.158457240E2,1.683441748E1,7.362858328E1,1.260286193E2,6.398428303E0,3.090316190E2,4.775498916E0,3.319510074E0
2.168457246E2,1.683445883E1,7.362853801E1,1.266735967E2,6.627488104E0,3.098349454E2,4.774656816E0,3.320721205E0
2.178457252E2,1.683449717E1,7.362849134E1,1.268446884E2,6.628530390E0,3.110594655E2,4.775291608E0,3.319808291E0
2.188457264E2,1.683454277E1,7.362844515E1,1.270206715E2,6.900172752E0,3.128142527E2,4.773345247E0,3.322606233E0
2.198457282E2,1.683458578E1,7.362839390E1,1.273346244E2,7.164102599E0,3.133998605E2,4.769223456E0,3.328519890E0
2.208457289E2,1.683463206E1,7.362834424E1,1.280283258E2,7.318757371E0,3.131006166E2,4.765906434E0,3.333267600E0
2.218457325E2,1.683468172E1,7.362830017E1,1.278384825E2,7.456975356E0,3.134538986E2,4.768111632E0,3.330112385E0
2.228457303E2,1.683472248E1,7.362824459E1,1.281780304E2,7.645364514E0,3.115512316E2,4.762133614E0,3.338655489E0
2.238457321E2,1.683476260E1,7.362818784E1,1.283897862E2,7.692459837E0,3.099178390E2,4.757323029E0,3.345506633E0
2.248457358E2,1.683480727E1,7.362813268E1,1.290849266E2,7.734277106E0,3.093015120E2,4.756827031E0,3.346211833E0
2.258457336E2,1.683484944E1,7.362807404E1,1.292350031E2,7.664354135E0,3.089779425E2,4.756105610E0,3.347237139E0
2.268457336E2,1.683489258E1,7.362801726E1,1.295490316E2,7.674089746E0,3.082536182E2,4.754439960E0,3.349602619E0
2.278457351E2,1.683493259E1,7.362795752E1,1.299682455E2,7.611948316E0,3.072677944E2,4.752575093E0,3.352248055E0
2.288457364E2,1.683497171E1,7.362789963E1,1.302903040E2,7.532062285E0,3.072576486E2,4.752455962E0,3.352416944E0
2.298457377E2,1.683501660E1,7.362784608E1,1.307371461E2,7.581483963E0,3.090030158E2,4.753032676E0,3.351599232E0
2.308457379E2,1.683506987E1,7.362779201E1,1.302773968E2,7.861687145E0,3.112271798E2,4.751731942E0,3.353443094E0
2.318457384E2,1.683512409E1,7.362773542E1,1.302987314E2,8.267572085E0,3.124738311E2,4.751347964E0,3.353987114E0
2.328457402E2,1.683517540E1,7.362767597E1,1.305150596E2,8.466348162E0,3.124506222E2,4.752153750E0,3.352845325E0
2.338457408E2,1.683522715E1,7.362761767E1,1.308511351E2,8.503485969E0,3.122116517E2,4.755261966E0,3.348435555E0
2.348457421E2,1.683527914E1,7.362756208E1,1.313434469E2,8.402057331E0,3.124946031E2,4.757308590E0,3.345527165E0
2.358457423E2,1.683533504E1,7.362750879E1,1.319922232E2,8.417114993E0,3.134116139E2,4.754946742E0,3.348883174E0
2.368457439E2,1.683538849E1,7.362745177E1,1.324386548E2,8.452891638E0,3.137097900E2,4.756477065E0,3.346709274E0
2.378457443E2,1.683544136E1,7.362739056E1,1.327735467E2,8.500580004E0,3.135148031E2,4.756943302E0,3.346046542E0
2.388457460E2,1.683550069E1,7.362733160E1,1.330009259E2,8.691363448E0,3.143304492E2,4.754474081E0,3.349554186E0
2.398457465E2,1.683555765E1,7.362727631E1,1.330960455E2,8.600791471E0,3.150902979E2,4.753490295E0,3.350950171E0
2.408457506E2,1.683561341E1,7.362722442E1,1.338103795E2,8.240121660E0,3.154069952E2,4.753831492E0,3.350466113E0
2.418457484E2,1.683566268E1,7.362717238E1,1.346876308E2,7.800721438E0,3.155624126E2,4.755992504E0,3.347397845E0
2.428457491E2,1.683571582E1,7.362712321E1,1.351238416E2,7.721731683E0,3.159732262E2,4.756234750E0,3.347053635E0
2.438457495E2,1.683576936E1,7.362707042E1,1.355478704E2,7.796109470E0,3.162511577E2,4.755595229E0,3.347962223E0
2.448457513E2,1.683582243E1,7.362702547E1,1.361223339E2,7.534856524E0,3.179220117E2,4.756803907E0,3.346244704E0
2.458457559E2,1.683587790E1,7.362697566E1,1.361025134E2,7.650137586E0,3.188373053E2,4.758021430E0,3.344513283E0
2.468457564E2,1.683593568E1,7.362692903E1,1.365281511E2,7.802344602E0,3.198058345E2,4.756025602E0,3.347350819E0
2.478457532E2,1.683599162E1,7.362688298E1,1.367194414E2,7.893623073E0,3.202020197E2,4.757279344E0,3.345568753E0
2.488457549E2,1.683604930E1,7.362683396E1,1.370846439E2,8.083772844E0,3.199832786E2,4.760191027E0,3.341424610E0
2.498457556E2,1.683610866E1,7.362678340E1,1.374460528E2,8.278171564E0,3.193540572E2,4.763289775E0,3.337005777E0
2.508457570E2,1.683616532E1,7.362672918E1,1.377531325E2,8.405482973E0,3.185011492E2,4.769426530E0,3.328228899E0
2.518457576E2,1.683622244E1,7.362667084E1,1.379286535E2,8.607551860E0,3.173196340E2,4.772390305E0,3.323977709E0
2.528457580E2,1.683627638E1,7.362661426E1,1.377442857E2,8.648352215E0,3.161659875E2,4.781116528E0,3.311413865E0
2.538457590E2,1.683633032E1,7.362655510E1,1.378218836E2,8.706678025E0,3.150438069E2,4.788818716E0,3.300265496E0
2.548457603E2,1.683639135E1,7.362649840E1,1.375049275E2,8.733411698E0,3.145965641E2,4.794477135E0,3.292039798E0
2.558457612E2,1.683644011E1,7.362643742E1,1.370821282E2,8.356022320E0,3.125509335E2,4.809223109E0,3.270460230E0
2.568457617E2,1.683648087E1,7.362637995E1,1.367817128E2,7.786707104E0,3.086108472E2,4.836225151E0,3.230396775E0
2.578457630E2,1.683652057E1,7.362632433E1,1.360834513E2,7.438623656E0,3.086018196E2,4.852930918E0,3.205245473E0
2.588453193E2,1.683656010E1,7.362626754E1,1.358084165E2,7.276444613E0,3.097578918E2,4.865756549E0,3.185741709E0
2.598453127E2,1.683661477E1,7.362620793E1,1.352301614E2,7.649390263E0,3.130864472E2,4.853736567E0,3.204025339E0
2.608453201E2,1.683667224E1,7.362615522E1,1.348422859E2,8.031522633E0,3.140148317E2,4.839292983E0,3.225799197E0
2.618453226E2,1.683672662E1,7.362609834E1,1.340838537E2,8.266870306E0,3.156907437E2,4.832452171E0,3.236038172E0
2.628453251E2,1.683679039E1,7.362604641E1,1.334733088E2,8.631798740E0,3.198164969E2,4.816162710E0,3.260232167E0
2.638453352E2,1.683685990E1,7.362600016E1,1.335482709E2,8.811096869E0,3.238113986E2,4.821939195E0,3.251682554E0
2.648453335E2,1.683693283E1,7.362595869E1,1.330262554E2,8.885744953E0,3.281071570E2,4.814581585E0,3.262566658E0
2.658453395E2,1.683700212E1,7.362591907E1,1.323674303E2,8.954429606E0,3.302500541E2,4.808872210E0,3.270976170E0
2.668453501E2,1.683707369E1,7.362587753E1,1.323035194E2,9.092481414E0,3.308686624E2,4.818754380E0,3.256400353E0
2.678453478E2,1.683714049E1,7.362583463E1,1.320852366E2,9.166261341E0,3.322686908E2,4.802333656E0,3.280568318E0
2.688453510E2,1.683721597E1,7.362579983E1,1.315264520E2,9.325968724E0,3.335556188E2,4.788394868E0,3.300880432E0
2.698453617E2,1.683729445E1,7.362576489E1,1.313681998E2,9.484697301E0,3.349516971E2,4.786435871E0,3.303720431E0
2.708453676E2,1.683737063E1,7.362572407E1,1.302243713E2,9.582746879E0,3.347832473E2,4.789574111E0,3.299169118E0
2.718453723E2,1.683745165E1,7.362569312E1,1.297417952E2,9.696858308E0,3.352545703E2,4.791795274E0,3.295942214E0
2.728453884E2,1.683753012E1,7.362565370E1,1.289400047E2,9.835030322E0,3.346041773E2,4.793411216E0,3.293591649E0
2.738454034E2,1.683760842E1,7.362561556E1,1.286872787E2,9.852057240E0,3.340663633E2,4.798986939E0,3.285462127E0
2.748454180E2,1.683767777E1,7.362555167E1,1.287855542E2,9.958952313E0,3.285833389E2,4.793555749E0,3.293381289E0
2.758454311E2,1.683775241E1,7.362553438E1,1.288769242E2,9.326734210E0,3.333366489E2,4.784112641E0,3.307083802E0
2.768454436E2,1.683782671E1,7.362551056E1,1.288512668E2,8.895422614E0,3.359738808E2,4.782780614E0,3.309009917E0
2.778454558E2,1.683789580E1,7.362548403E1,1.286775343E2,8.566776635E0,3.370357702E2,4.783229395E0,3.308361163E0
2.788454659E2,1.683796782E1,7.362545677E1,1.285951849E2,8.396519531E0,3.387683175E2,4.780098814E0,3.312882788E0
2.798454772E2,1.683804387E1,7.362543702E1,1.286226911E2,8.307448788E0,3.424068322E2,4.784534124E0,3.306473991E0
2.808454881E2,1.683811497E1,7.362541692E1,1.282954010E2,8.165742402E0,3.451263437E2,4.790410963E0,3.297953887E0
2.818454967E2,1.683818256E1,7.362539878E1,1.276878432E2,7.971579190E0,3.470869746E2,4.798991017E0,3.285456171E0
2.828455052E2,1.683825368E1,7.362537494E1,1.269649821E2,8.152152250E0,3.456298221E2,4.805837768E0,3.275432854E0
2.838455150E2,1.683832318E1,7.362534765E1,1.269153280E2,8.120721883E0,3.417354956E2,4.814629963E0,3.262495265E0
2.848455271E2,1.683838010E1,7.362530998E1,1.269168516E2,7.531533578E0,3.342994338E2,4.817422899E0,3.258369784E0
2.858455313E2,1.683842815E1,7.362526855E1,1.271653469E2,7.121379136E0,3.234573683E2,4.839417082E0,3.225613018E0
2.868455387E2,1.683846586E1,7.362520605E1,1.272059978E2,6.987375025E0,3.117357903E2,4.808112715E0,3.272092473E0
2.878455459E2,1.683848333E1,7.362513485E1,1.270371493E2,6.626841593E0,2.994168393E2,4.793800369E0,3.293025213E0
2.888455555E2,1.683850468E1,7.362508080E1,1.269100380E2,6.668467040E0,2.928211216E2,4.781778556E0,3.310457804E0
2.898455590E2,1.683852293E1,7.362501506E1,1.271072297E2,7.155314381E0,2.887176813E2,4.773977059E0,3.321698372E0
2.908455654E2,1.683853686E1,7.362494521E1,1.269399378E2,7.391727442E0,2.856963047E2,4.771126772E0,3.325791087E0
2.918455719E2,1.683854554E1,7.362487537E1,1.263130968E2,7.323280507E0,2.831152679E2,4.769203145E0,3.328548992E0
2.928455777E2,1.683855986E1,7.362481161E1,1.259662848E2,7.309820083E0,2.796350325E2,4.766383940E0,3.332584759E0
2.938455836E2,1.683856088E1,7.362474303E1,1.257304651E2,7.400834832E0,2.740146887E2,4.765294926E0,3.334141764E0
2.948455889E2,1.683855442E1,7.362467152E1,1.254701628E2,7.462069276E0,2.686498417E2,4.765912268E0,3.333259259E0
2.958455937E2,1.683854032E1,7.362459978E1,1.249368263E2,7.602634057E0,2.621314602E2,4.769360914E0,3.328322927E0
2.968456016E2,1.683853032E1,7.362452243E1,1.242394023E2,8.194434433E0,2.607085562E2,4.775342107E0,3.319735652E0
2.978456035E2,1.683852692E1,7.362444075E1,1.241251859E2,8.582001581E0,2.635583363E2,4.779169840E0,3.314222786E0
2.988456074E2,1.683852115E1,7.362435660E1,1.236745833E2,8.762709932E0,2.663304447E2,4.787463090E0,3.302231699E0
2.998456119E2,1.683851634E1,7.362426950E1,1.235283287E2,8.948815941E0,2.673492715E2,4.801108862E0,3.282360542E0
3.008456200E2,1.683851409E1,7.362419044E1,1.229698539E2,8.890201450E0,2.699405796E2,4.799962327E0,3.284036950E0
3.018456210E2,1.683852726E1,7.362411581E1,1.231015365E2,8.669738682E0,2.743085836E2,4.804626877E0,3.277208813E0
3.028456237E2,1.683854399E1,7.362403305E1,1.224172974E2,8.931541135E0,2.789605994E2,4.816289020E0,3.260045568E0
3.038456312E2,1.683856731E1,7.362395389E1,1.219739781E2,9.064876163E0,2.829229398E2,4.838853125E0,3.226458967E0
3.048456323E2,1.683859373E1,7.362388363E1,1.216751020E2,8.943893451E0,2.874190153E2,4.835287217E0,3.231800513E0
3.058456361E2,1.683863162E1,7.362380990E1,1.210388601E2,8.998031647E0,2.910090894E2,4.831549867E0,3.237385198E0
3.068456398E2,1.683865695E1,7.362372656E1,1.206838220E2,9.114700594E0,2.908504717E2,4.836326866E0,3.230244492E0
3.078456461E2,1.683868193E1,7.362364894E1,1.207914127E2,9.130968863E0,2.907771275E2,4.797154414E0,3.288137248E0
3.088456460E2,1.683870591E1,7.362357298E1,1.206629131E2,8.655486037E0,2.888033497E2,4.799879215E0,3.284158424E0
3.098456500E2,1.683872136E1,7.362350911E1,1.198147803E2,7.619124815E0,2.826101925E2,4.804503353E0,3.277389902E0
3.108456529E2,1.683871868E1,7.362344390E1,1.190802727E2,7.099785121E0,2.737754688E2,4.803630862E0,3.278668567E0
3.118456560E2,1.683870648E1,7.362338223E1,1.186955426E2,7.051820766E0,2.639983105E2,4.799188956E0,3.285167027E0
3.128456578E2,1.683868462E1,7.362332793E1,1.181617819E2,6.828798227E0,2.522473614E2,4.804546608E0,3.277326490E0
3.138456620E2,1.683865000E1,7.362328058E1,1.174090637E2,6.773039007E0,2.388071500E2,4.810551701E0,3.268505678E0
3.148456649E2,1.683861212E1,7.362324782E1,1.171679410E2,6.494154769E0,2.262206314E2,4.801049657E0,3.282447140E0
3.158456674E2,1.683856416E1,7.362321516E1,1.165953138E2,6.745592511E0,2.164577987E2,4.788624866E0,3.300546761E0
3.168456702E2,1.683850120E1,7.362317553E1,1.159672863E2,7.116174848E0,2.124949214E2,4.785264168E0,3.305417353E0
3.178456736E2,1.683845552E1,7.362313202E1,1.156913854E2,7.008669846E0,2.169971702E2,4.778918840E0,3.314584703E0
3.188456755E2,1.683841114E1,7.362308676E1,1.154439455E2,6.784249835E0,2.238710800E2,4.776360527E0,3.318270205E0
3.198456780E2,1.683837759E1,7.362303431E1,1.154305958E2,6.793763956E0,2.342765719E2,4.772865089E0,3.323295935E0
3.208456807E2,1.683835990E1,7.362297168E1,1.154316121E2,6.898224804E0,2.465921473E2,4.769237462E0,3.328499822E0
3.218456824E2,1.683835070E1,7.362290440E1,1.154090299E2,7.170188134E0,2.560870705E2,4.771210159E0,3.325671459E0
3.228456849E2,1.683834742E1,7.362283209E1,1.151318631E2,7.410355530E0,2.638080274E2,4.773026976E0,3.323063423E0
3.238456861E2,1.683834448E1,7.362275552E1,1.152781077E2,7.458754718E0,2.677405190E2,4.776337611E0,3.318303189E0
3.248456889E2,1.683834758E1,7.362268540E1,1.142098850E2,7.458638218E0,2.722681597E2,4.779508569E0,3.313734279E0
3.258456918E2,1.683836375E1,7.362261197E1,1.136034981E2,7.564976202E0,2.787227249E2,4.781052504E0,3.311506302E0
3.268456938E2,1.683838426E1,7.362253913E1,1.131775539E2,7.721998067E0,2.854965093E2,4.786712793E0,3.303319190E0
3.278456961E2,1.683841531E1,7.362247263E1,1.127728813E2,7.757934796E0,2.933828292E2,4.793074442E0,3.294081727E0
3.288456980E2,1.683844800E1,7.362240763E1,1.124213162E2,7.572615718E0,3.002237163E2,4.793845582E0,3.292959394E0
3.298457001E2,1.683848923E1,7.362234813E1,1.117711485E2,7.666596631E0,3.029972959E2,4.779982526E0,3.313050571E0
3.308457023E2,1.683851378E1,7.362228341E1,1.111206502E2,7.772929386E0,2.991380621E2,4.772007718E0,3.324526940E0
3.318457048E2,1.683853855E1,7.362221152E1,1.100822698E2,8.164651331E0,2.929390100E2,4.768419687E0,3.329671263E0
3.328457066E2,1.683855272E1,7.362213476E1,1.092956337E2,8.296206910E0,2.863745827E2,4.766552964E0,3.332343001E0
3.338457091E2,1.683856016E1,7.362206093E1,1.082022684E2,8.267793434E0,2.800317239E2,4.764540223E0,3.335220158E0
3.348457112E2,1.683855703E1,7.362197834E1,1.073830540E2,8.514125962E0,2.735066921E2,4.763458784E0,3.336764518E0
3.358457128E2,1.683855268E1,7.362190318E1,1.067604013E2,8.269580411E0,2.683289161E2,4.765231633E0,3.334232223E0
3.368457154E2,1.683854010E1,7.362182874E1,1.060140887E2,8.282853249E0,2.616319260E2,4.766609716E0,3.332261822E0
3.378457171E2,1.683851771E1,7.362175222E1,1.057113482E2,8.462259387E0,2.564303205E2,4.765489883E0,3.333863106E0
3.388457202E2,1.683849583E1,7.362167713E1,1.052542974E2,8.416166803E0,2.523851224E2,4.763129151E0,3.337235041E0
3.398457228E2,1.683846174E1,7.362160112E1,1.047579623E2,8.490537322E0,2.480178327E2,4.761175099E0,3.340022261E0
3.408457251E2,1.683842769E1,7.362152326E1,1.044002576E2,8.417690717E0,2.456274726E2,4.759976009E0,3.341730902E0
3.418457278E2,1.683839376E1,7.362145833E1,1.032191398E2,8.124540923E0,2.437799435E2,4.760687460E0,3.340717279E0
3.428457299E2,1.683835514E1,7.362139233E1,1.023253240E2,7.841627145E0,2.417149766E2,4.759666978E0,3.342171045E0
3.438457332E2,1.683832202E1,7.362133294E1,1.016750596E2,7.216764045E0,2.419015635E2,4.761549771E0,3.339488105E0
3.448457348E2,1.683829789E1,7.362127543E1,1.002707821E2,6.841706004E0,2.446468729E2,4.763604371E0,3.336556672E0
3.458457375E2,1.683826916E1,7.362121269E1,9.953149677E1,6.841710662E0,2.459842735E2,4.760998950E0,3.340273347E0
3.468457398E2,1.683824730E1,7.362115107E1,9.861875141E1,7.006846496E0,2.494215156E2,4.760155386E0,3.341475383E0
3.478457425E2,1.683823456E1,7.362107508E1,9.809684052E1,7.474794857E0,2.555417091E2,4.757199677E0,3.345682032E0
3.488457450E2,1.683822089E1,7.362100708E1,9.734708378E1,7.537040127E0,2.579108555E2,4.755707399E0,3.347802887E0
3.498457471E2,1.683820883E1,7.362093015E1,9.666542457E1,7.928525314E0,2.606052795E2,4.754573582E0,3.349412946E0
3.508457524E2,1.683819629E1,7.362085209E1,9.661269725E1,8.205019339E0,2.622847793E2,4.753857715E0,3.350428906E0
3.518457521E2,1.683818955E1,7.362077563E1,9.576215770E1,8.299517490E0,2.637582940E2,4.753500958E0,3.350935045E0
3.528457544E2,1.683818244E1,7.362069686E1,9.518241606E1,8.356350021E0,2.647096623E2,4.752706804E0,3.352061316E0
3.538457563E2,1.683817526E1,7.362061862E1,9.505549912E1,8.234371889E0,2.647919747E2,4.751642400E0,3.353569969E0
3.548457593E2,1.683816945E1,7.362054151E1,9.437474264E1,8.151158076E0,2.657192880E2,4.750802599E0,3.354759559E0
3.558457613E2,1.683816731E1,7.362046790E1,9.393935857E1,7.923195154E0,2.677876020E2,4.751712793E0,3.353470227E0
3.568457634E2,1.683816588E1,7.362039193E1,9.336427701E1,7.874924482E0,2.683622852E2,4.752157573E0,3.352839906E0
3.578457652E2,1.683816551E1,7.362031773E1,9.309766578E1,8.108464730E0,2.679923718E2,4.751872605E0,3.353243769E0
3.588457683E2,1.683816171E1,7.362023900E1,9.260349054E1,8.239091605E0,2.678838525E2,4.752297050E0,3.352642209E0
3.598457695E2,1.683815902E1,7.362016086E1,9.221394814E1,8.263305944E0,2.679978348E2,4.754147138E0,3.350018212E0
3.608457713E2,1.683815929E1,7.362008504E1,9.225331475E1,8.152045750E0,2.693240201E2,4.757561741E0,3.345167157E0
3.618457741E2,1.683815630E1,7.362000664E1,9.228328768E1,8.234398443E0,2.674021852E2,4.759354197E0,3.342616440E0
3.628457761E2,1.683815602E1,7.361992904E1,9.199361285E1,8.345840359E0,2.682693300E2,4.758584810E0,3.343711656E0
3.638457788E2,1.683816128E1,7.361984942E1,9.204202192E1,8.597126566E0,2.699392170E2,4.753648151E0,3.350726233E0
3.648457807E2,1.683816370E1,7.361977258E1,9.181282477E1,8.554007112E0,2.704019809E2,4.752810156E0,3.351914775E0
3.658457829E2,1.683816576E1,7.361969599E1,9.131867642E1,8.323781833E0,2.716466380E2,4.755615616E0,3.347933265E0
3.668457850E2,1.683817567E1,7.361962077E1,9.122729610E1,7.956703163E0,2.753154010E2,4.758686431E0,3.343567031E0
3.678457869E2,1.683818798E1,7.361955097E1,9.062858768E1,7.680899022E0,2.787226518E2,4.760972706E0,3.340310753E0
3.688457890E2,1.683820167E1,7.361948276E1,8.994655954E1,7.530384199E0,2.808974715E2,4.757635688E0,3.345061986E0
3.698457916E2,1.683821393E1,7.361941404E1,8.934046528E1,7.458004502E0,2.822503886E2,4.755955149E0,3.347450918E0
3.708457930E2,1.683823011E1,7.361934249E1,8.870235646E1,7.621003658E0,2.832160974E2,4.755213005E0,3.348505085E0
3.718457959E2,1.683825035E1,7.361927183E1,8.856254933E1,7.829343035E0,2.854752170E2,4.754775161E0,3.349126781E0
3.728457974E2,1.683827153E1,7.361920112E1,8.821615522E1,7.961750056E0,2.875130972E2,4.753829560E0,3.350468854E0
3.738458028E2,1.683830154E1,7.361913281E1,8.826397630E1,8.106937536E0,2.895823689E2,4.753399483E0,3.351078988E0
3.748458047E2,1.683832694E1,7.361906214E1,8.761074178E1,8.231307368E0,2.908252243E2,4.756498822E0,3.346678351E0
3.758458037E2,1.683836166E1,7.361899404E1,8.699042375E1,8.345661044E0,2.949486177E2,4.757863308E0,3.344738222E0
3.768458053E2,1.683839538E1,7.361892732E1,8.682905673E1,8.370429698E0,2.957886657E2,4.760730290E0,3.340656243E0
3.778458079E2,1.683842442E1,7.361885453E1,8.698598827E1,8.410790009E0,2.951529720E2,4.763785481E0,3.336298087E0
3.788458097E2,1.683845640E1,7.361878603E1,8.697025759E1,8.412440648E0,2.947174685E2,4.757658568E0,3.345029445E0
3.798458123E2,1.683848914E1,7.361871815E1,8.680014787E1,8.355515163E0,2.951824623E2,4.755964939E0,3.347437010E0
3.808458186E2,1.683852338E1,7.361864795E1,8.677981329E1,8.331075979E0,2.953110771E2,4.754451417E0,3.349586357E0
3.818458155E2,1.683855880E1,7.361857729E1,8.642205584E1,8.400499866E0,2.956612478E2,4.754055764E0,3.350147882E0
3.828458188E2,1.683859100E1,7.361850256E1,8.681790086E1,8.495579817E0,2.943677782E2,4.755946286E0,3.347463510E0
3.838458204E2,1.683861926E1,7.361842615E1,8.670923094E1,8.547588216E0,2.933500071E2,4.757227988E0,3.345641777E0
3.848449244E2,1.683865250E1,7.361835351E1,8.674119504E1,8.638856941E0,2.934553869E2,4.759543828E0,3.342346419E0
3.858449249E2,1.683868575E1,7.361828132E1,8.643228544E1,8.607092034E0,2.940501013E2,4.760569371E0,3.340885556E0
3.868449385E2,1.683871779E1,7.361820611E1,8.630448831E1,8.667444130E0,2.933203955E2,4.761577422E0,3.339448681E0
3.878449374E2,1.683874648E1,7.361813092E1,8.613065115E1,8.660405940E0,2.928855793E2,4.763670741E0,3.336461914E0
3.888449358E2,1.683877768E1,7.361805630E1,8.529946233E1,8.673805006E0,2.926138989E2,4.766265507E0,3.332754139E0
3.898449565E2,1.683881016E1,7.361798560E1,8.517265831E1,8.540623352E0,2.932380880E2,4.766418923E0,3.332534723E0
3.908449734E2,1.683884052E1,7.361791844E1,8.513185227E1,8.041761341E0,2.938125149E2,4.770299899E0,3.326976992E0
3.918449857E2,1.683887560E1,7.361785661E1,8.416292861E1,7.712246901E0,2.965487648E2,4.773843887E0,3.321889759E0
3.928450135E2,1.683891768E1,7.361779888E1,8.391732586E1,7.617270101E0,3.006623745E2,4.772761043E0,3.323445360E0
3.938450294E2,1.683895887E1,7.361773822E1,8.323058266E1,7.782315507E0,3.035700037E2,4.776855500E0,3.317557621E0
3.948450453E2,1.683901166E1,7.361768261E1,8.301427177E1,7.963206996E0,3.080256293E2,4.776504607E0,3.318062804E0
3.958450687E2,1.683906842E1,7.361762199E1,8.286354452E1,8.469245462E0,3.099070458E2,4.767091859E0,3.331572038E0
3.968450842E2,1.683912677E1,7.361756280E1,8.215448927E1,8.756484928E0,3.117923132E2,4.761194713E0,3.339994302E0
3.978451027E2,1.683917948E1,7.361749975E1,8.173806812E1,8.808738309E0,3.117441117E2,4.758169340E0,3.344302852E0
3.988451310E2,1.683923452E1,7.361744044E1,8.152132743E1,8.676129870E0,3.123434444E2,4.757976345E0,3.344577423E0
3.998451511E2,1.683928978E1,7.361737647E1,8.165249856E1,8.643514404E0,3.116123807E2,4.759079412E0,3.343007656E0
4.008451732E2,1.683933786E1,7.361731705E1,8.143323889E1,8.365462832E0,3.116983372E2,4.763190161E0,3.337147963E0
4.018451941E2,1.683938545E1,7.361726258E1,8.127606778E1,7.994401580E0,3.119348865E2,4.764937957E0,3.334651900E0
4.028452137E2,1.683943589E1,7.361721128E1,8.125183044E1,7.666163831E0,3.129610537E2,4.766200895E0,3.332846540E0
4.038452322E2,1.683948041E1,7.361716566E1,8.120358009E1,7.101088013E0,3.122890595E2,4.768837408E0,3.329072965E0
4.048452505E2,1.683952082E1,7.361711670E1,8.131678840E1,6.869157947E0,3.110399447E2,4.773679844E0,3.322125491E0
4.058452686E2,1.683956673E1,7.361707141E1,8.140030009E1,6.810418915E0,3.134014850E2,4.774985406E0,3.320248696E0
4.068452854E2,1.683961417E1,7.361702852E1,8.128564885E1,6.763545908E0,3.161232649E2,4.772936274E0,3.323193698E0
4.078453002E2,1.683965243E1,7.361699463E1,8.144405610E1,5.678489548E0,3.168378364E2,4.776940071E0,3.317435845E0
4.088453156E2,1.683967848E1,7.361696769E1,8.133843215E1,4.355068741E0,3.164856297E2,4.785042453E0,3.305738307E0
4.098453299E2,1.683969845E1,7.361694527E1,8.147502203E1,3.427853593E0,3.173849041E2,4.790419825E0,3.297941014E0
4.108453435E2,1.683971325E1,7.361693730E1,8.158857079E1,2.358089030E0,3.213201503E2,4.803563272E0,3.278767592E0
