x_acc,y_acc,z_acc,Latitude,Longitude,accTime
9.663713455200195,-0.8515457510948181,-0.6296114325523376,16.8567312,73.5482708,2024-03-29 10:30:00:583
9.79801082611084,-0.8611170649528503,-0.7304090857505798,16.8567312,73.5482708,2024-03-29 10:30:00:592
9.742676734924316,-0.8706883192062378,-0.984347403049469,16.8567312,73.5482708,2024-03-29 10:30:00:601
9.692427635192871,-0.8539385795593262,-1.0298110246658325,16.8567312,73.5482708,2024-03-29 10:30:00:611
9.74506950378418,-0.844367265701294,-1.0633105039596558,16.8567312,73.5482708,2024-03-29 10:30:00:621
9.72831916809082,-0.8491529226303101,-0.986740231513977,16.8567312,73.5482708,2024-03-29 10:30:00:631
9.742676734924316,-0.844367265701294,-0.953240692615509,16.8567312,73.5482708,2024-03-29 10:30:00:640
9.73789119720459,-0.8347960114479065,-1.1470593214035034,16.8567312,73.5482708,2024-03-29 10:30:00:650
9.730711936950684,-0.8611170649528503,-0.8668000102043152,16.8567312,73.5482708,2024-03-29 10:30:00:660
9.704391479492188,-0.8491529226303101,-0.9819545745849609,16.8567312,73.5482708,2024-03-29 10:30:00:670
9.71396255493164,-0.8347960114479065,-0.9170492887496948,16.8567312,73.5482708,2024-03-29 10:30:00:683
9.711569786071777,-0.8419744968414307,-0.92691969871521,16.8567312,73.5482708,2024-03-29 10:30:00:690
9.704391479492188,-0.8539385795593262,-0.9915258884429932,16.8567312,73.5482708,2024-03-29 10:30:00:699
9.723533630371094,-0.8682954907417297,-0.9747761487960815,16.8567312,73.5482708,2024-03-29 10:30:00:710
9.709177017211914,-0.846760094165802,-0.9002995491027832,16.8567312,73.5482708,2024-03-29 10:30:00:719
9.75942611694336,-0.846760094165802,-0.9364909529685974,16.8567312,73.5482708,2024-03-29 10:30:00:729
9.75942611694336,-0.8587242364883423,-0.984347403049469,16.8567312,73.5482708,2024-03-29 10:30:00:739
9.723533630371094,-0.8659027218818665,-0.9484550952911377,16.8567312,73.5482708,2024-03-29 10:30:00:749
9.749855041503906,-0.8491529226303101,-0.9293124675750732,16.8567312,73.5482708,2024-03-29 10:30:00:759
9.735498428344727,-0.8371888399124146,-0.9218349456787109,16.8567312,73.5482708,2024-03-29 10:30:00:769
9.749855041503906,-0.8491529226303101,-0.9795617461204529,16.8567312,73.5482708,2024-03-29 10:30:00:778
9.711569786071777,-0.8395816683769226,-0.92691969871521,16.8567312,73.5482708,2024-03-29 10:30:00:788
9.761818885803223,-0.8276175260543823,-0.8955138921737671,16.8567312,73.5482708,2024-03-29 10:30:00:798
9.77408218383789,-0.8419744968414307,-1.077667474746704,16.8567312,73.5482708,2024-03-29 10:30:00:808
9.76660442352295,-0.8371888399124146,-1.072881817817688,16.8567312,73.5482708,2024-03-29 10:30:00:818
9.685248374938965,-0.844367265701294,-0.9628120064735413,16.8567312,73.5482708,2024-03-29 10:30:00:828
9.72831916809082,-0.8659027218818665,-0.8548358678817749,16.8567312,73.5482708,2024-03-29 10:30:00:838
9.72114086151123,-0.8515457510948181,-1.0274182558059692,16.8567312,73.5482708,2024-03-29 10:30:00:847
9.740283966064453,-0.8419744968414307,-0.8213363885879517,16.8567312,73.5482708,2024-03-29 10:30:00:857
9.740283966064453,-0.8682954907417297,-1.080060362815857,16.8567312,73.5482708,2024-03-29 10:30:00:867
9.742676734924316,-0.8419744968414307,-0.9194421172142029,16.8567312,73.5482708,2024-03-29 10:30:00:877
9.740283966064453,-0.8395816683769226,-0.953240692615509,16.8567312,73.5482708,2024-03-29 10:30:00:887
9.75942611694336,-0.8539385795593262,-1.1590235233306885,16.8567312,73.5482708,2024-03-29 10:30:00:897
9.74506950378418,-0.8730811476707458,-0.9170492887496948,16.8567312,73.5482708,2024-03-29 10:30:00:907
9.687641143798828,-0.8635098934173584,-1.200000524520874,16.8567312,73.5482708,2024-03-29 10:30:00:917
9.761818885803223,-0.9472586512565613,-1.1446665525436401,16.8567312,73.5482708,2024-03-29 10:30:00:930
9.90568733215332,-1.0190433263778687,-1.3938192129135132,16.8567312,73.5482708,2024-03-29 10:30:00:936
9.409774780273438,-0.6119644045829773,-0.5458626747131348,16.8567312,73.5482708,2024-03-29 10:30:00:946
9.769296646118164,-0.8036893010139465,-0.4094717800617218,16.8567312,73.5482708,2024-03-29 10:30:00:956
10.123733520507812,-1.1461620330810547,-1.053739309310913,16.8567312,73.5482708,2024-03-29 10:30:00:965
9.52014446258545,-0.8659027218818665,-0.9388837814331055,16.8567312,73.5482708,2024-03-29 10:30:00:975
9.742676734924316,-0.7004988193511963,-1.2478569746017456,16.8567312,73.5482708,2024-03-29 10:30:00:987
9.735498428344727,-0.913759171962738,-0.8045865893363953,16.8567312,73.5482708,2024-03-29 10:30:00:995
9.776474952697754,-0.8539385795593262,-0.5650052428245544,16.8567312,73.5482708,2024-03-29 10:30:01:005
9.725926399230957,-0.7818548083305359,-1.1015957593917847,16.8567312,73.5482708,2024-03-29 10:30:01:015
9.594321250915527,-0.8419744968414307,-1.1518449783325195,16.8567312,73.5482708,2024-03-29 10:30:01:025
9.807581901550293,-0.9209375977516174,-1.2047861814498901,16.8567312,73.5482708,2024-03-29 10:30:01:036
9.675677299499512,-0.7794619798660278,-0.9412766098976135,16.8567312,73.5482708,2024-03-29 10:30:01:045
9.682855606079102,-0.8180462121963501,-0.646361231803894,16.8567312,73.5482708,2024-03-29 10:30:01:054
9.761818885803223,-0.9496514797210693,-0.8787640929222107,16.8567312,73.5482708,2024-03-29 10:30:01:065
9.725926399230957,-0.8419744968414307,-0.8715856671333313,16.8567312,73.5482708,2024-03-29 10:30:01:074
9.733105659484863,-0.784247636795044,-0.7232306599617004,16.8567312,73.5482708,2024-03-29 10:30:01:087
9.730711936950684,-0.8563314080238342,-1.048953652381897,16.8567312,73.5482708,2024-03-29 10:30:01:094
9.75942611694336,-0.88025963306427,-1.0369895696640015,16.8567312,73.5482708,2024-03-29 10:30:01:105
9.70678424835205,-0.8419744968414307,-0.9364909529685974,16.8567312,73.5482708,2024-03-29 10:30:01:114
9.75942611694336,-0.8347960114479065,-0.9388837814331055,16.8567312,73.5482708,2024-03-29 10:30:01:124
9.757033348083496,-0.8515457510948181,-0.9146564602851868,16.8567312,73.5482708,2024-03-29 10:30:01:134
9.718748092651367,-0.8587242364883423,-1.207179069519043,16.8567312,73.5482708,2024-03-29 10:30:01:144
9.733105659484863,-0.8347960114479065,-0.8835497498512268,16.8567312,73.5482708,2024-03-29 10:30:01:153
9.74506950378418,-0.8371888399124146,-0.7423732280731201,16.8567312,73.5482708,2024-03-29 10:30:01:164
9.769296646118164,-0.846760094165802,-0.9050851464271545,16.8567312,73.5482708,2024-03-29 10:30:01:173
9.692427635192871,-0.8515457510948181,-0.9460622668266296,16.8567312,73.5482708,2024-03-29 10:30:01:183
9.72831916809082,-0.8659027218818665,-0.9915258884429932,16.8567312,73.5482708,2024-03-29 10:30:01:192
9.76660442352295,-0.8276175260543823,-0.9194421172142029,16.8567312,73.5482708,2024-03-29 10:30:01:205
9.733105659484863,-0.8324031829833984,-0.6610172390937805,16.8567312,73.5482708,2024-03-29 10:30:01:213
9.749855041503906,-0.88025963306427,-0.771087110042572,16.8567312,73.5482708,2024-03-29 10:30:01:223
9.747462272644043,-0.8850452899932861,-0.9580263495445251,16.8567312,73.5482708,2024-03-29 10:30:01:233
9.711569786071777,-0.844367265701294,-0.9194421172142029,16.8567312,73.5482708,2024-03-29 10:30:01:243
9.740283966064453,-0.8419744968414307,-0.9699904918670654,16.8567312,73.5482708,2024-03-29 10:30:01:252
9.723533630371094,-0.8276175260543823,-1.211964726448059,16.8567312,73.5482708,2024-03-29 10:30:01:262
9.711569786071777,-0.8635098934173584,-1.1135598421096802,16.8567312,73.5482708,2024-03-29 10:30:01:272
9.682855606079102,-0.8419744968414307,-1.0513464212417603,16.8567312,73.5482708,2024-03-29 10:30:01:282
9.733105659484863,-0.8611170649528503,-0.9771689176559448,16.8567312,73.5482708,2024-03-29 10:30:01:291
9.725926399230957,-0.877866804599762,-1.0393823385238647,16.8567312,73.5482708,2024-03-29 10:30:01:301
9.77408218383789,-0.9496514797210693,-0.9026923179626465,16.8567312,73.5482708,2024-03-29 10:30:01:311
9.934401512145996,-0.9783653616905212,-0.890728235244751,16.8567312,73.5482708,2024-03-29 10:30:01:323
9.618249893188477,-0.7914260625839233,-0.92691969871521,16.8567312,73.5482708,2024-03-29 10:30:01:331
9.591928482055664,-0.7722834944725037,-1.1159526109695435,16.8567312,73.5482708,2024-03-29 10:30:01:341
9.690034866333008,-0.8156534433364868,-1.1614162921905518,16.8567312,73.5482708,2024-03-29 10:30:01:351
9.687641143798828,-0.8036893010139465,-1.207179069519043,16.8567312,73.5482708,2024-03-29 10:30:01:360
9.776474952697754,-0.8060821294784546,-1.0944172143936157,16.8567312,73.5482708,2024-03-29 10:30:01:370
9.77408218383789,-0.8180462121963501,-0.9652048349380493,16.8567312,73.5482708,2024-03-29 10:30:01:380
9.975079536437988,-0.8994022011756897,-0.986740231513977,16.8567312,73.5482708,2024-03-29 10:30:01:392
10.037591934204102,-0.8826524615287781,-1.0513464212417603,16.8567312,73.5482708,2024-03-29 10:30:01:399
9.975079536437988,-0.8347960114479065,-1.1159526109695435,16.8567312,73.5482708,2024-03-29 10:30:01:410
9.874580383300781,-0.7507480978965759,-1.2430713176727295,16.8567312,73.5482708,2024-03-29 10:30:01:419
8.978767395019531,-0.31495529413223267,-1.1877373456954956,16.8567312,73.5482708,2024-03-29 10:30:01:430
9.299705505371094,-0.5688936114311218,-1.4057832956314087,16.8567312,73.5482708,2024-03-29 10:30:01:441
9.80518913269043,-0.6957131624221802,-1.3770694732666016,16.8567312,73.5482708,2024-03-29 10:30:01:449
9.800403594970703,-0.6550351977348328,-1.26699960231781,16.8567312,73.5482708,2024-03-29 10:30:01:459
9.867402076721191,-0.6981059908866882,-1.23589289188385,16.8567312,73.5482708,2024-03-29 10:30:01:469
9.876974105834961,-0.6765705943107605,-1.0968101024627686,16.8567312,73.5482708,2024-03-29 10:30:01:480
9.77408218383789,-0.6693921089172363,-1.0657033920288086,16.8567312,73.5482708,2024-03-29 10:30:01:504
9.76660442352295,-0.7004988193511963,-1.1183454990386963,16.8567312,73.5482708,2024-03-29 10:30:01:504
9.73789119720459,-0.6430711150169373,-1.0896315574645996,16.8567312,73.5482708,2024-03-29 10:30:01:510
9.872187614440918,-0.6095715761184692,-1.0082756280899048,16.8567312,73.5482708,2024-03-29 10:30:01:518
9.757033348083496,-0.633499801158905,-1.1207382678985596,16.8567312,73.5482708,2024-03-29 10:30:01:529
9.730711936950684,-0.6191428303718567,-1.0345966815948486,16.8567312,73.5482708,2024-03-29 10:30:01:538
9.786046028137207,-0.664606511592865,-0.8979067206382751,16.8567312,73.5482708,2024-03-29 10:30:01:548
9.594321250915527,-0.6598208546638489,-0.8045865893363953,16.8567312,73.5482708,2024-03-29 10:30:01:559
9.786046028137207,-0.6693921089172363,-0.8452646136283875,16.8567312,73.5482708,2024-03-29 10:30:01:567
9.757033348083496,-0.6574280261993408,-0.8835497498512268,16.8567312,73.5482708,2024-03-29 10:30:01:579
9.687641143798828,-0.6574280261993408,-0.9604191780090332,16.8567312,73.5482708,2024-03-29 10:30:01:587
9.70678424835205,-0.631106972694397,-1.048953652381897,16.8567312,73.5482708,2024-03-29 10:30:01:596
9.701998710632324,-0.6191428303718567,-0.9963115453720093,16.8567312,73.5482708,2024-03-29 10:30:01:606
9.697213172912598,-0.6406782865524292,-0.984347403049469,16.8567312,73.5482708,2024-03-29 10:30:01:617
9.680462837219238,-0.664606511592865,-0.9364909529685974,16.8567312,73.5482708,2024-03-29 10:30:01:626
9.639784812927246,-0.6741777658462524,-0.9915258884429932,16.8567312,73.5482708,2024-03-29 10:30:01:636
9.682855606079102,-0.7124629616737366,-0.984347403049469,16.8567312,73.5482708,2024-03-29 10:30:01:646
9.639784812927246,-0.7435696125030518,-0.9771689176559448,16.8567312,73.5482708,2024-03-29 10:30:01:655
9.59671401977539,-0.7651050686836243,-0.890728235244751,16.8567312,73.5482708,2024-03-29 10:30:01:665
9.599106788635254,-0.8180462121963501,-0.7782655358314514,16.8567312,73.5482708,2024-03-29 10:30:01:676
9.591928482055664,-0.8682954907417297,-0.8117650747299194,16.8567312,73.5482708,2024-03-29 10:30:01:685
9.51057243347168,-0.9161519408226013,-0.737587571144104,16.8567312,73.5482708,2024-03-29 10:30:01:695
9.558428764343262,-0.9855438470840454,-0.6849454641342163,16.8567312,73.5482708,2024-03-29 10:30:01:705
9.522537231445312,-1.0549356937408447,-0.9026923179626465,16.8567312,73.5482708,2024-03-29 10:30:01:715
9.393025398254395,-0.966401219367981,-0.768694281578064,16.8567312,73.5482708,2024-03-29 10:30:01:725
9.690034866333008,-0.9759725332260132,-0.6343970894813538,16.8567312,73.5482708,2024-03-29 10:30:01:734
9.587142944335938,-1.0429716110229492,-0.9146564602851868,16.8567312,73.5482708,2024-03-29 10:30:01:744
9.539286613464355,-1.0286146402359009,-0.8237292170524597,16.8567312,73.5482708,2024-03-29 10:30:01:754
9.79801082611084,-0.9544371366500854,-0.8787640929222107,16.8567312,73.5482708,2024-03-29 10:30:01:764
9.838688850402832,-0.9161519408226013,-0.9074779748916626,16.8567312,73.5482708,2024-03-29 10:30:01:774
9.903294563293457,-0.8276175260543823,-0.857228696346283,16.8567312,73.5482708,2024-03-29 10:30:01:784
9.994221687316895,-0.7579265832901001,-0.8763712644577026,16.8567312,73.5482708,2024-03-29 10:30:01:794
9.984650611877441,-0.7292127013206482,-0.9963115453720093,16.8567312,73.5482708,2024-03-29 10:30:01:804
10.02293586730957,-0.666999340057373,-1.048953652381897,16.8567312,73.5482708,2024-03-29 10:30:01:813
10.073484420776367,-0.597607433795929,-0.8979067206382751,16.8567312,73.5482708,2024-03-29 10:30:01:823
10.142875671386719,-0.6215356588363647,-0.9002995491027832,16.8567312,73.5482708,2024-03-29 10:30:01:833
10.010972023010254,-0.6191428303718567,-1.103988528251648,16.8567312,73.5482708,2024-03-29 10:30:01:842
10.003793716430664,-0.5401797294616699,-1.041775107383728,16.8567312,73.5482708,2024-03-29 10:30:01:853
10.080662727355957,-0.542572557926178,-1.1231311559677124,16.8567312,73.5482708,2024-03-29 10:30:01:862
9.924830436706543,-0.5353940725326538,-1.0657033920288086,16.8567312,73.5482708,2024-03-29 10:30:01:871
9.893723487854004,-0.5856433510780334,-0.9675976634025574,16.8567312,73.5482708,2024-03-29 10:30:01:882
9.79801082611084,-0.6287141442298889,-0.9604191780090332,16.8567312,73.5482708,2024-03-29 10:30:01:892
9.747462272644043,-0.6287141442298889,-0.9795617461204529,16.8567312,73.5482708,2024-03-29 10:30:01:902
9.730711936950684,-0.5928218364715576,-1.0585249662399292,16.8567312,73.5482708,2024-03-29 10:30:01:913
9.64217758178711,-0.6239284873008728,-1.0752747058868408,16.8567312,73.5482708,2024-03-29 10:30:01:922
9.675677299499512,-0.6454638838768005,-0.9747761487960815,16.8567312,73.5482708,2024-03-29 10:30:01:932
9.570393562316895,-0.6622136831283569,-0.9891330599784851,16.8567312,73.5482708,2024-03-29 10:30:01:942
9.570393562316895,-0.7100701332092285,-0.9580263495445251,16.8567312,73.5482708,2024-03-29 10:30:01:952
9.527322769165039,-0.7028916478157043,-1.0010972023010254,16.8567321,73.5482699,2024-03-29 10:30:01:962
9.491130828857422,-0.6957131624221802,-1.0010972023010254,16.8567321,73.5482699,2024-03-29 10:30:01:970
9.551250457763672,-0.719641387462616,-1.0298110246658325,16.8567321,73.5482699,2024-03-29 10:30:01:983
9.544072151184082,-0.7411768436431885,-1.0465607643127441,16.8567321,73.5482699,2024-03-29 10:30:01:989
9.541679382324219,-0.7507480978965759,-0.9388837814331055,16.8567321,73.5482699,2024-03-29 10:30:02:000
9.857831001281738,-0.6693921089172363,-0.984347403049469,16.8567321,73.5482699,2024-03-29 10:30:02:179
9.79801082611084,-0.6813562512397766,-0.9819545745849609,16.8567321,73.5482699,2024-03-29 10:30:02:198
9.74506950378418,-0.7339983582496643,-1.0345966815948486,16.8567321,73.5482699,2024-03-29 10:30:02:217
9.709177017211914,-0.7483552694320679,-1.041775107383728,16.8567321,73.5482699,2024-03-29 10:30:02:237
9.666106224060059,-0.7746763229370117,-1.0106685161590576,16.8567321,73.5482699,2024-03-29 10:30:02:257
9.656535148620605,-0.784247636795044,-0.9747761487960815,16.8567321,73.5482699,2024-03-29 10:30:02:276
9.646963119506836,-0.7914260625839233,-0.9340981245040894,16.8567321,73.5482699,2024-03-29 10:30:02:296
9.656535148620605,-0.786640465259552,-0.9484550952911377,16.8567321,73.5482699,2024-03-29 10:30:02:316
9.661320686340332,-0.7818548083305359,-1.0154540538787842,16.8567321,73.5482699,2024-03-29 10:30:02:335
9.699605941772461,-0.7698906660079956,-1.017846941947937,16.8567321,73.5482699,2024-03-29 10:30:02:356
