"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.134872400E1,1.684638657E1,7.364632803E1,9.969048494E1,5.610000134E0,2.613999939E2,3.216000080E0,4.000000000E0
2.234493405E1,1.684637905E1,7.364627754E1,9.985814694E1,5.360000134E0,2.597999878E2,3.216000080E0,4.000000000E0
2.336871687E1,1.684637573E1,7.364622555E1,9.999478896E1,5.369999886E0,2.621000061E2,5.360000134E0,4.000000000E0
2.434036973E1,1.684637025E1,7.364616428E1,1.000206544E2,5.710000038E0,2.638999939E2,6.432000160E0,4.000000000E0
2.533830650E1,1.684637477E1,7.364611463E1,1.001794894E2,5.659999847E0,2.671000061E2,7.504000187E0,6.000000000E0
2.633532864E1,1.684638517E1,7.364607422E1,1.008742602E2,5.219999790E0,2.672000122E2,5.360000134E0,6.000000000E0
2.733771249E1,1.684638220E1,7.364601002E1,1.012464906E2,5.280000210E0,2.660000000E2,5.360000134E0,6.000000000E0
2.833750390E1,1.684637324E1,7.364597008E1,1.011941918E2,4.730000019E0,2.632999878E2,5.360000134E0,6.000000000E0
2.933746931E1,1.684637309E1,7.364591621E1,1.010741089E2,4.590000153E0,2.647000122E2,5.360000134E0,4.000000000E0
3.034092764E1,1.684636398E1,7.364586275E1,1.005294332E2,5.110000134E0,2.642999878E2,4.288000107E0,4.000000000E0
3.133749207E1,1.684636281E1,7.364583296E1,9.886950976E1,5.050000191E0,2.598999939E2,4.288000107E0,4.000000000E0
3.235172280E1,1.684634780E1,7.364579303E1,9.907302854E1,4.710000038E0,2.576000061E2,3.216000080E0,4.000000000E0
3.333932879E1,1.684633753E1,7.364574414E1,9.947562441E1,5.309999943E0,2.603999939E2,3.216000080E0,4.000000000E0
3.434904655E1,1.684631658E1,7.364568852E1,9.924971081E1,5.239999771E0,2.577999878E2,3.216000080E0,4.000000000E0
3.533913301E1,1.684630682E1,7.364564605E1,9.922628290E1,5.269999981E0,2.562000122E2,4.288000107E0,4.000000000E0
3.634058410E1,1.684629330E1,7.364559923E1,9.938743507E1,5.150000095E0,2.561000061E2,4.288000107E0,4.000000000E0
3.733854160E1,1.684627572E1,7.364555314E1,9.881221136E1,5.300000191E0,2.546999969E2,6.432000160E0,4.000000000E0
3.834209769E1,1.684625837E1,7.364550177E1,9.837590027E1,5.789999962E0,2.567000122E2,4.288000107E0,4.000000000E0
3.934078426E1,1.684625220E1,7.364543680E1,1.000172445E2,6.159999847E0,2.593999939E2,4.288000107E0,4.000000000E0
4.033897894E1,1.684623566E1,7.364538701E1,9.942053124E1,6.000000000E0,2.580000000E2,4.288000107E0,4.000000000E0
4.133822629E1,1.684622172E1,7.364532821E1,9.932575829E1,5.880000114E0,2.582000122E2,4.288000107E0,4.000000000E0
4.233625092E1,1.684621206E1,7.364527648E1,9.999983516E1,5.949999809E0,2.612999878E2,4.288000107E0,4.000000000E0
4.333582519E1,1.684620188E1,7.364522681E1,9.906777458E1,5.840000153E0,2.575000000E2,4.288000107E0,6.000000000E0
4.433652847E1,1.684619201E1,7.364516948E1,9.863515984E1,6.230000019E0,2.610000000E2,4.288000107E0,6.000000000E0
4.533726019E1,1.684618422E1,7.364509880E1,9.778523437E1,6.610000134E0,2.615000000E2,5.360000134E0,6.000000000E0
4.635050790E1,1.684616717E1,7.364504082E1,9.686790092E1,6.340000153E0,2.602000122E2,6.432000160E0,6.000000000E0
4.733816529E1,1.684615509E1,7.364498077E1,9.647081429E1,6.280000210E0,2.597000122E2,7.504000187E0,6.000000000E0
4.833896243E1,1.684616586E1,7.364493385E1,9.665325146E1,5.840000153E0,2.631000061E2,7.504000187E0,6.000000000E0
4.933617602E1,1.684618761E1,7.364485448E1,9.616449476E1,6.079999924E0,2.710000000E2,8.576000214E0,6.000000000E0
5.034219576E1,1.684615884E1,7.364479774E1,9.459082713E1,6.199999809E0,2.551999969E2,6.432000160E0,6.000000000E0
5.133893222E1,1.684612190E1,7.364475591E1,9.365464419E1,6.039999962E0,2.490000000E2,6.432000160E0,6.000000000E0
5.233798623E1,1.684608076E1,7.364471132E1,9.384347321E1,6.000000000E0,2.376999969E2,5.360000134E0,6.000000000E0
5.333800118E1,1.684605001E1,7.364467076E1,9.347502025E1,6.190000057E0,2.383999939E2,5.360000134E0,6.000000000E0
5.433875925E1,1.684602144E1,7.364462288E1,9.347978664E1,6.239999771E0,2.383999939E2,5.360000134E0,6.000000000E0
5.533821269E1,1.684600099E1,7.364457296E1,9.216067363E1,6.170000076E0,2.400000000E2,5.360000134E0,6.000000000E0
5.634799279E1,1.684595978E1,7.364453827E1,9.091783673E1,6.030000210E0,2.350000000E2,7.504000187E0,6.000000000E0
5.734127774E1,1.684594496E1,7.364451444E1,9.002611768E1,4.639999866E0,2.385000000E2,5.360000134E0,6.000000000E0
5.834299664E1,1.684591619E1,7.364446868E1,9.007821853E1,5.280000210E0,2.433000031E2,5.360000134E0,6.000000000E0
5.933680920E1,1.684590059E1,7.364442847E1,9.090387040E1,5.159999847E0,2.496000061E2,5.360000134E0,6.000000000E0
6.033598951E1,1.684590706E1,7.364437530E1,9.076115330E1,5.360000134E0,2.701000061E2,5.360000134E0,6.000000000E0
6.133596795E1,1.684590052E1,7.364433364E1,9.050730784E1,5.349999905E0,2.648999939E2,1.072000027E1,6.000000000E0
6.233704227E1,1.684589067E1,7.364428426E1,8.938359597E1,5.329999924E0,2.607000122E2,1.072000027E1,6.000000000E0
6.333814430E1,1.684588436E1,7.364422267E1,9.008921238E1,5.769999981E0,2.580000000E2,9.648000717E0,6.000000000E0
6.434217576E1,1.684587099E1,7.364418430E1,8.847162078E1,5.869999886E0,2.560000000E2,1.072000027E1,6.000000000E0
6.533840492E1,1.684585614E1,7.364412933E1,8.731862511E1,6.090000153E0,2.536999969E2,1.072000027E1,6.000000000E0
6.633758216E1,1.684584824E1,7.364407099E1,8.547725114E1,5.659999847E0,2.495000000E2,9.648000717E0,6.000000000E0
6.733752867E1,1.684582634E1,7.364401305E1,8.643249173E1,5.760000229E0,2.456000061E2,9.648000717E0,6.000000000E0
6.834083065E1,1.684580339E1,7.364396212E1,8.636518670E1,5.980000019E0,2.393000031E2,9.648000717E0,6.000000000E0
6.933856325E1,1.684577832E1,7.364389227E1,8.779455244E1,6.639999866E0,2.466999969E2,9.648000717E0,4.000000000E0
7.034265851E1,1.684575643E1,7.364384396E1,8.813438037E1,6.239999771E0,2.478999939E2,9.648000717E0,6.000000000E0
7.134563122E1,1.684572830E1,7.364379557E1,8.784931966E1,6.380000114E0,2.483999939E2,9.648000717E0,4.000000000E0
7.233741732E1,1.684570874E1,7.364372468E1,8.872391882E1,6.619999886E0,2.508999939E2,9.648000717E0,6.000000000E0
7.334348888E1,1.684568557E1,7.364367907E1,8.831250097E1,5.989999771E0,2.451000061E2,9.648000717E0,6.000000000E0
7.433961643E1,1.684566615E1,7.364363112E1,8.880057562E1,5.550000191E0,2.481000061E2,9.648000717E0,6.000000000E0
7.533635273E1,1.684564908E1,7.364359114E1,8.851130307E1,5.269999981E0,2.425000000E2,9.648000717E0,6.000000000E0
7.634442330E1,1.684563648E1,7.364353120E1,8.898973695E1,5.519999981E0,2.501000061E2,9.648000717E0,6.000000000E0
7.734472705E1,1.684562383E1,7.364347373E1,8.967096153E1,5.710000038E0,2.530000000E2,9.648000717E0,4.000000000E0
7.833926747E1,1.684561320E1,7.364341778E1,8.887253569E1,5.969999790E0,2.523999939E2,9.648000717E0,4.000000000E0
7.933792554E1,1.684559708E1,7.364337345E1,8.955792833E1,5.690000057E0,2.528000031E2,9.648000717E0,4.000000000E0
8.033901502E1,1.684558229E1,7.364332246E1,9.006979044E1,5.460000038E0,2.536000061E2,9.648000717E0,4.000000000E0
8.134098830E1,1.684556626E1,7.364326605E1,9.104051605E1,5.719999790E0,2.506000061E2,9.648000717E0,4.000000000E0
8.234260762E1,1.684555866E1,7.364321046E1,9.084596259E1,5.849999905E0,2.603999939E2,9.648000717E0,4.000000000E0
8.333953294E1,1.684555696E1,7.364314952E1,9.044084689E1,5.909999847E0,2.655000000E2,9.648000717E0,4.000000000E0
8.434109877E1,1.684554809E1,7.364309789E1,9.121022769E1,5.510000229E0,2.640000000E2,3.216000080E0,4.000000000E0
8.534021851E1,1.684553437E1,7.364304140E1,9.162464099E1,5.599999905E0,2.607999878E2,3.216000080E0,3.000000000E0
8.633693096E1,1.684552654E1,7.364298670E1,9.179248494E1,5.929999828E0,2.627000122E2,3.216000080E0,3.000000000E0
8.734226111E1,1.684551904E1,7.364293319E1,9.172363412E1,5.969999790E0,2.612999878E2,3.216000080E0,3.000000000E0
8.834172861E1,1.684550869E1,7.364286954E1,9.127874963E1,6.409999847E0,2.616000061E2,3.216000080E0,3.000000000E0
8.933872247E1,1.684550869E1,7.364279924E1,9.109319778E1,6.469999790E0,2.635000000E2,3.216000080E0,3.000000000E0
9.033897033E1,1.684550110E1,7.364274456E1,9.169368868E1,6.329999924E0,2.652000122E2,3.216000080E0,3.000000000E0
9.134429549E1,1.684549632E1,7.364268292E1,9.232056485E1,6.349999905E0,2.650000000E2,3.216000080E0,3.000000000E0
9.233729840E1,1.684549614E1,7.364262988E1,9.202232086E1,6.239999771E0,2.662999878E2,3.216000080E0,3.000000000E0
9.334476788E1,1.684548602E1,7.364257298E1,9.225077890E1,6.289999962E0,2.622999878E2,3.216000080E0,3.000000000E0
9.433659830E1,1.684549513E1,7.364251322E1,9.195701858E1,5.719999790E0,2.743999939E2,3.216000080E0,3.000000000E0
9.533595897E1,1.684547759E1,7.364246018E1,9.273591720E1,5.690000057E0,2.546999969E2,3.216000080E0,3.000000000E0
9.633771439E1,1.684545726E1,7.364240934E1,9.301763342E1,6.150000095E0,2.556000061E2,3.216000080E0,3.000000000E0
9.735212376E1,1.684543963E1,7.364235520E1,9.334285746E1,5.969999790E0,2.556999969E2,3.216000080E0,3.000000000E0
9.833829684E1,1.684542793E1,7.364230134E1,9.267349491E1,6.090000153E0,2.526000061E2,3.216000080E0,3.000000000E0
9.934064376E1,1.684540552E1,7.364225508E1,9.366499789E1,6.010000229E0,2.538999939E2,3.216000080E0,3.000000000E0
1.003406739E2,1.684539603E1,7.364220397E1,9.398726788E1,5.559999943E0,2.577999878E2,3.216000080E0,3.000000000E0
1.013357055E2,1.684538787E1,7.364214439E1,9.257771784E1,6.019999981E0,2.545000000E2,3.216000080E0,3.000000000E0
1.023377969E2,1.684537562E1,7.364208445E1,9.315670602E1,6.059999943E0,2.543999939E2,3.216000080E0,3.000000000E0
1.033366515E2,1.684535583E1,7.364203317E1,9.358600331E1,5.559999943E0,2.526999969E2,3.216000080E0,3.000000000E0
1.043409973E2,1.684532601E1,7.364197947E1,9.285883713E1,5.769999981E0,2.473999939E2,4.288000107E0,4.000000000E0
1.053370774E2,1.684532360E1,7.364192161E1,9.288640347E1,6.250000000E0,2.592999878E2,3.216000080E0,4.000000000E0
1.063429979E2,1.684529776E1,7.364187458E1,9.141197458E1,5.840000153E0,2.577000122E2,3.216000080E0,4.000000000E0
1.073385620E2,1.684528731E1,7.364182118E1,9.082875941E1,6.590000153E0,2.617000122E2,3.216000080E0,3.000000000E0
1.083372942E2,1.684527101E1,7.364175692E1,9.152509837E1,7.059999943E0,2.630000000E2,3.216000080E0,3.000000000E0
1.093361416E2,1.684526511E1,7.364169485E1,9.161111484E1,7.090000153E0,2.615000000E2,3.216000080E0,3.000000000E0
1.103407809E2,1.684526134E1,7.364162661E1,9.179905013E1,7.079999924E0,2.617999878E2,3.216000080E0,3.000000000E0
1.113367422E2,1.684525766E1,7.364155859E1,9.191523842E1,7.230000019E0,2.636000061E2,3.216000080E0,3.000000000E0
1.123397035E2,1.684526183E1,7.364148601E1,9.100014945E1,7.150000095E0,2.635000000E2,3.216000080E0,3.000000000E0
1.133349134E2,1.684526630E1,7.364141920E1,8.984183733E1,7.099999905E0,2.668999939E2,3.216000080E0,3.000000000E0
1.143387554E2,1.684525802E1,7.364135413E1,8.973541601E1,7.050000191E0,2.662999878E2,3.216000080E0,3.000000000E0
1.153515070E2,1.684524473E1,7.364129498E1,8.932280022E1,6.599999905E0,2.647999878E2,3.216000080E0,4.000000000E0
1.163425446E2,1.684523436E1,7.364123763E1,8.895451810E1,6.340000153E0,2.632000122E2,3.216000080E0,4.000000000E0
1.173376125E2,1.684523829E1,7.364117220E1,8.899118521E1,6.590000153E0,2.652000122E2,4.288000107E0,4.000000000E0
1.183419441E2,1.684523748E1,7.364110555E1,8.876584285E1,6.889999866E0,2.677999878E2,3.216000080E0,4.000000000E0
1.193692840E2,1.684525040E1,7.364102748E1,8.844151307E1,7.010000229E0,2.712000122E2,3.216000080E0,4.000000000E0
1.203381027E2,1.684524588E1,7.364095761E1,9.011431321E1,7.230000019E0,2.707999878E2,3.216000080E0,4.000000000E0
1.213427656E2,1.684524729E1,7.364088739E1,8.972279377E1,7.530000210E0,2.702000122E2,3.216000080E0,3.000000000E0
1.223435059E2,1.684523875E1,7.364082430E1,8.935270239E1,6.579999924E0,2.663999939E2,3.216000080E0,3.000000000E0
1.233380791E2,1.684523655E1,7.364076418E1,9.031166340E1,6.030000210E0,2.665000000E2,3.216000080E0,4.000000000E0
1.243345564E2,1.684523339E1,7.364071021E1,9.080264351E1,5.559999943E0,2.668999939E2,4.288000107E0,4.000000000E0
1.253377896E2,1.684522319E1,7.364066454E1,9.105011992E1,5.289999962E0,2.630000000E2,4.288000107E0,4.000000000E0
1.263377652E2,1.684522325E1,7.364061203E1,9.171913008E1,5.429999828E0,2.667999878E2,3.216000080E0,4.000000000E0
1.273374177E2,1.684521805E1,7.364056013E1,9.142169609E1,5.380000114E0,2.663999939E2,3.216000080E0,3.000000000E0
1.283384230E2,1.684521715E1,7.364050378E1,9.126215511E1,6.059999943E0,2.657999878E2,3.216000080E0,3.000000000E0
1.293464203E2,1.684520766E1,7.364044741E1,8.986814437E1,6.610000134E0,2.611000061E2,3.216000080E0,3.000000000E0
1.303376640E2,1.684519872E1,7.364038498E1,8.982575236E1,6.840000153E0,2.621000061E2,3.216000080E0,3.000000000E0
1.313472594E2,1.684519373E1,7.364031518E1,9.022615412E1,7.219999790E0,2.647999878E2,3.216000080E0,3.000000000E0
1.323370885E2,1.684519688E1,7.364024350E1,9.105820019E1,7.320000172E0,2.671000061E2,4.288000107E0,3.000000000E0
1.333414148E2,1.684518455E1,7.364018193E1,9.010630400E1,7.130000114E0,2.642000122E2,5.360000134E0,3.000000000E0
1.343481486E2,1.684518913E1,7.364011725E1,9.099599677E1,6.780000210E0,2.652999878E2,5.360000134E0,4.000000000E0
1.353465620E2,1.684518413E1,7.364007228E1,9.150548092E1,5.940000057E0,2.646000061E2,6.432000160E0,4.000000000E0
1.363477921E2,1.684515173E1,7.364001698E1,9.130157653E1,5.730000019E0,2.577000122E2,7.504000187E0,4.000000000E0
1.373376023E2,1.684513667E1,7.363996113E1,9.086089186E1,5.869999886E0,2.573999939E2,7.504000187E0,4.000000000E0
1.383545109E2,1.684516452E1,7.363992074E1,9.125174360E1,5.530000210E0,2.657000122E2,6.432000160E0,4.000000000E0
1.393384839E2,1.684513495E1,7.363987243E1,9.089918262E1,5.599999905E0,2.582000122E2,6.432000160E0,4.000000000E0
1.403389937E2,1.684511225E1,7.363981885E1,9.120623457E1,5.949999809E0,2.511000061E2,5.360000134E0,4.000000000E0
1.413358872E2,1.684509416E1,7.363975069E1,9.131078038E1,6.199999809E0,2.473999939E2,4.288000107E0,4.000000000E0
1.423385445E2,1.684507815E1,7.363968889E1,9.130292654E1,6.090000153E0,2.485000000E2,4.288000107E0,4.000000000E0
1.433405044E2,1.684505667E1,7.363965372E1,9.064636087E1,5.699999809E0,2.436000061E2,4.288000107E0,4.000000000E0
1.443376907E2,1.684504791E1,7.363959707E1,9.061816187E1,6.159999847E0,2.451000061E2,3.216000080E0,4.000000000E0
1.453467484E2,1.684501526E1,7.363955415E1,9.144102844E1,6.000000000E0,2.403999939E2,3.216000080E0,4.000000000E0
1.463356686E2,1.684499640E1,7.363950231E1,9.035369040E1,5.769999981E0,2.395000000E2,4.288000107E0,4.000000000E0
1.473373883E2,1.684497083E1,7.363946670E1,9.207085578E1,5.050000191E0,2.353000031E2,3.216000080E0,4.000000000E0
1.483359166E2,1.684494335E1,7.363943303E1,9.186505457E1,4.619999886E0,2.351000061E2,3.216000080E0,4.000000000E0
1.493403401E2,1.684493009E1,7.363939897E1,9.231716693E1,4.010000229E0,2.283999939E2,3.216000080E0,3.000000000E0
1.503362128E2,1.684489336E1,7.363937107E1,9.200898106E1,4.829999924E0,2.256999969E2,3.216000080E0,3.000000000E0
1.513363473E2,1.684486044E1,7.363934496E1,9.151487089E1,4.789999962E0,2.201000061E2,3.216000080E0,4.000000000E0
1.523361118E2,1.684483149E1,7.363930980E1,9.309386364E1,5.159999847E0,2.216999969E2,3.216000080E0,4.000000000E0
1.533394743E2,1.684479497E1,7.363928431E1,9.310061972E1,5.269999981E0,2.203000031E2,3.216000080E0,3.000000000E0
1.543385763E2,1.684475814E1,7.363924951E1,9.356739406E1,5.219999790E0,2.166999969E2,3.216000080E0,3.000000000E0
1.553430103E2,1.684472076E1,7.363922670E1,9.393883929E1,4.420000076E0,2.130000000E2,3.216000080E0,3.000000000E0
1.563393799E2,1.684468286E1,7.363919850E1,9.434672143E1,4.449999809E0,2.135000000E2,3.216000080E0,3.000000000E0
1.573365856E2,1.684464752E1,7.363917633E1,9.361556040E1,4.320000172E0,2.108999939E2,3.216000080E0,4.000000000E0
1.583367223E2,1.684460826E1,7.363915152E1,9.407636606E1,5.030000210E0,2.150000000E2,3.216000080E0,3.000000000E0
1.593411284E2,1.684457304E1,7.363913253E1,9.395256709E1,4.690000057E0,2.143000031E2,3.216000080E0,3.000000000E0
1.603387910E2,1.684452451E1,7.363910505E1,9.441449952E1,5.119999886E0,2.098999939E2,3.216000080E0,3.000000000E0
1.613396291E2,1.684448067E1,7.363909207E1,9.460780863E1,4.639999866E0,2.043999939E2,3.216000080E0,3.000000000E0
1.623381895E2,1.684444756E1,7.363906609E1,9.475682657E1,4.909999847E0,2.125000000E2,3.216000080E0,3.000000000E0
1.633359295E2,1.684441096E1,7.363905060E1,9.501480866E1,4.610000134E0,2.068000031E2,3.216000080E0,3.000000000E0
1.643372460E2,1.684437544E1,7.363902631E1,9.504194790E1,4.489999771E0,2.091000061E2,3.216000080E0,3.000000000E0
1.653356870E2,1.684433937E1,7.363900701E1,9.507373009E1,4.539999962E0,2.100000000E2,3.216000080E0,4.000000000E0
1.663385396E2,1.684429763E1,7.363898688E1,9.484802257E1,4.989999771E0,2.116999969E2,3.216000080E0,4.000000000E0
1.673392867E2,1.684425579E1,7.363896221E1,9.482354598E1,5.239999771E0,2.138000031E2,3.216000080E0,4.000000000E0
1.683370292E2,1.684421334E1,7.363893369E1,9.536651323E1,5.469999790E0,2.148000031E2,3.216000080E0,4.000000000E0
1.693445793E2,1.684417399E1,7.363891018E1,9.586351368E1,4.969999790E0,2.091000061E2,3.216000080E0,3.000000000E0
1.703382975E2,1.684413516E1,7.363888673E1,9.599338605E1,5.210000038E0,2.095000000E2,3.216000080E0,4.000000000E0
1.713456080E2,1.684408509E1,7.363886562E1,9.704132512E1,5.190000057E0,2.026999969E2,3.216000080E0,3.000000000E0
1.723372251E2,1.684404486E1,7.363884690E1,9.711798166E1,4.889999866E0,2.058000031E2,3.216000080E0,3.000000000E0
1.733382707E2,1.684400314E1,7.363882893E1,9.815753395E1,4.730000019E0,2.138999939E2,3.216000080E0,3.000000000E0
1.743386379E2,1.684396685E1,7.363880187E1,9.768021868E1,5.000000000E0,2.118999939E2,3.216000080E0,3.000000000E0
1.753429208E2,1.684392988E1,7.363878615E1,9.770492546E1,5.110000134E0,2.086999969E2,3.216000080E0,3.000000000E0
1.763364173E2,1.684389056E1,7.363876493E1,9.810890940E1,4.760000229E0,2.033999939E2,3.216000080E0,3.000000000E0
1.773384197E2,1.684384767E1,7.363874455E1,9.813967513E1,5.150000095E0,2.078999939E2,3.216000080E0,3.000000000E0
1.783690045E2,1.684380004E1,7.363872214E1,9.742356770E1,5.909999847E0,2.043000031E2,3.216000080E0,3.000000000E0
1.793376447E2,1.684374959E1,7.363870542E1,9.732472064E1,5.829999924E0,1.993000031E2,3.216000080E0,3.000000000E0
1.803388997E2,1.684370137E1,7.363869293E1,9.639640086E1,5.489999771E0,1.946999969E2,3.216000080E0,3.000000000E0
1.813397876E2,1.684365216E1,7.363868442E1,9.626386260E1,5.480000019E0,1.933000031E2,3.216000080E0,3.000000000E0
1.823372723E2,1.684360317E1,7.363867403E1,9.676791937E1,5.719999790E0,1.908000031E2,3.216000080E0,3.000000000E0
1.833423072E2,1.684355219E1,7.363866775E1,9.641401336E1,5.550000191E0,1.898000031E2,3.216000080E0,3.000000000E0
1.843364255E2,1.684350835E1,7.363866333E1,9.667025404E1,5.179999828E0,1.886999969E2,3.216000080E0,3.000000000E0
1.853350051E2,1.684346371E1,7.363865881E1,9.651505922E1,5.090000153E0,1.816000061E2,3.216000080E0,3.000000000E0
1.863378766E2,1.684341384E1,7.363865728E1,9.636909885E1,5.409999847E0,1.846999969E2,3.216000080E0,3.000000000E0
1.873385787E2,1.684336094E1,7.363864356E1,9.688750964E1,5.199999809E0,1.868999939E2,3.216000080E0,3.000000000E0
1.883414694E2,1.684330733E1,7.363864170E1,9.744041353E1,5.309999943E0,1.838999939E2,3.216000080E0,3.000000000E0
1.893414515E2,1.684325986E1,7.363863299E1,9.706494972E1,5.530000210E0,1.845000000E2,3.216000080E0,3.000000000E0
1.903395822E2,1.684321527E1,7.363862212E1,9.630452693E1,5.340000153E0,1.863999939E2,3.216000080E0,4.000000000E0
1.913441891E2,1.684316455E1,7.363861548E1,9.599175760E1,5.210000038E0,1.853999939E2,3.216000080E0,4.000000000E0
1.923369690E2,1.684311341E1,7.363861083E1,9.616299940E1,5.300000191E0,1.816000061E2,3.216000080E0,3.000000000E0
1.933374777E2,1.684306096E1,7.363860278E1,9.583088671E1,5.340000153E0,1.843000031E2,3.216000080E0,3.000000000E0
1.943349261E2,1.684301454E1,7.363860261E1,9.569370512E1,5.519999981E0,1.846000061E2,3.216000080E0,3.000000000E0
1.953377776E2,1.684296630E1,7.363859709E1,9.566242262E1,5.500000000E0,1.873000031E2,3.216000080E0,3.000000000E0
1.963378097E2,1.684291748E1,7.363859243E1,9.467038799E1,5.789999962E0,1.823999939E2,3.216000080E0,3.000000000E0
1.973361823E2,1.684286214E1,7.363859402E1,9.449716388E1,5.960000038E0,1.798999939E2,3.216000080E0,3.000000000E0
1.983392915E2,1.684280764E1,7.363858478E1,9.510493748E1,5.909999847E0,1.828999939E2,3.216000080E0,3.000000000E0
1.993429583E2,1.684274988E1,7.363858141E1,9.552449199E1,6.139999866E0,1.821999969E2,3.216000080E0,3.000000000E0
2.003394564E2,1.684269335E1,7.363857916E1,9.485383320E1,6.190000057E0,1.848000031E2,3.216000080E0,3.000000000E0
2.013368389E2,1.684263885E1,7.363857681E1,9.447210833E1,5.989999771E0,1.821000061E2,3.216000080E0,3.000000000E0
2.023469445E2,1.684258665E1,7.363857338E1,9.446665734E1,5.849999905E0,1.841000061E2,3.216000080E0,3.000000000E0
2.033386660E2,1.684253577E1,7.363857290E1,9.395833499E1,5.869999886E0,1.811000061E2,3.216000080E0,3.000000000E0
2.043404668E2,1.684248300E1,7.363856695E1,9.387817751E1,6.150000095E0,1.848000031E2,3.216000080E0,3.000000000E0
2.053353585E2,1.684243122E1,7.363856326E1,9.255711226E1,5.809999943E0,1.816000061E2,3.216000080E0,3.000000000E0
2.063365733E2,1.684238608E1,7.363856243E1,9.235992871E1,5.340000153E0,1.838999939E2,3.216000080E0,3.000000000E0
2.073441068E2,1.684233492E1,7.363855350E1,9.217765278E1,5.530000210E0,1.863000031E2,3.216000080E0,3.000000000E0
2.083508089E2,1.684227925E1,7.363855102E1,9.230533098E1,5.860000134E0,1.846000061E2,3.216000080E0,4.000000000E0
2.093383628E2,1.684222108E1,7.363854649E1,9.199344090E1,6.340000153E0,1.851000061E2,3.216000080E0,3.000000000E0
2.103377716E2,1.684215317E1,7.363853787E1,9.277990736E1,6.769999981E0,1.875000000E2,3.216000080E0,3.000000000E0
2.113453158E2,1.684209064E1,7.363852711E1,9.313691227E1,7.010000229E0,1.861000061E2,3.216000080E0,3.000000000E0
2.123422033E2,1.684202743E1,7.363851873E1,9.225393031E1,7.309999943E0,1.833999939E2,3.216000080E0,3.000000000E0
2.133407451E2,1.684196502E1,7.363852528E1,9.093714597E1,7.610000134E0,1.806000061E2,3.216000080E0,3.000000000E0
2.143384068E2,1.684189041E1,7.363851890E1,8.933072105E1,8.130000114E0,1.823999939E2,3.216000080E0,3.000000000E0
2.153365187E2,1.684181942E1,7.363851848E1,8.916499197E1,8.250000000E0,1.808999939E2,3.216000080E0,3.000000000E0
2.163375630E2,1.684174302E1,7.363851678E1,8.845304531E1,8.369999886E0,1.805000000E2,3.216000080E0,3.000000000E0
2.173366718E2,1.684166307E1,7.363851480E1,8.831984515E1,8.569999695E0,1.806000061E2,3.216000080E0,3.000000000E0
