"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.783199769E2,6.699903607E-1,7.417750359E0,7.137789726E0
7.783408509E2,1.832902193E0,7.178467751E0,2.823530674E0
7.783616944E2,1.758724689E0,8.815158844E0,3.266202927E0
7.783825379E2,1.404586911E0,6.092126369E0,4.953142643E0
7.784033814E2,1.454836130E0,7.116254330E0,7.200003147E0
7.784242554E2,1.986042857E-1,7.202396393E0,4.907679081E0
7.784450989E2,6.221339107E-1,7.616354465E0,4.228117466E0
7.784659424E2,1.899901152E0,7.101897717E0,1.089930725E1
7.784867859E2,1.773081541E0,7.018148899E0,1.078923702E1
7.785076294E2,1.552941918E0,8.755337715E0,1.005703354E1
7.785284729E2,1.074377418E0,6.561119556E0,4.058227062E0
7.785493470E2,1.270588875E0,5.623133183E0,2.349751949E0
7.785701905E2,8.255237937E-1,6.984649181E0,4.814359188E0
7.785910340E2,1.148554921E0,1.076291656E1,9.358329773E0
7.786119080E2,1.797009826E0,5.386243820E0,1.337587833E0
7.786327515E2,5.670989752E-1,6.788437843E0,4.103690624E0
7.786535950E2,1.562513232E0,7.905886173E0,5.852844238E0
7.786744385E2,-4.163511395E-1,1.128455162E1,7.314858913E0
7.786953125E2,1.210768223E0,1.154536915E1,8.453842163E0
7.787161561E2,3.900300860E-1,5.615954876E0,5.546562672E0
7.787369996E2,2.344966233E-1,8.128418922E0,3.546163082E0
7.787578736E2,5.551348329E-1,5.955735683E0,-1.808973908E0
7.787787171E2,1.124626622E-1,7.013363361E0,-8.853443861E-1
7.787995606E2,1.225125194E0,7.767102242E0,4.366901398E0
7.788204346E2,-1.674975902E-1,8.752944946E0,4.759324074E0
7.788412781E2,9.834501147E-1,8.997013092E0,9.990034103E0
7.788621216E2,1.127019525E0,9.260223389E0,1.279920864E1
7.788829651E2,1.129412293E0,9.841679573E0,1.222971630E1
7.789038392E2,7.417750359E-2,7.290930748E0,4.347758770E0
7.789246827E2,-7.896314561E-2,7.659425259E0,3.304488182E0
7.789455567E2,2.900100946E0,6.977470875E0,1.813759565E0
7.789664002E2,6.053841114E-1,6.092126369E0,-4.883750916E0
7.789872437E2,2.354537487E0,3.182454109E-1,-3.766302824E0
7.790080872E2,1.576870084E0,4.342973232E0,8.087740541E-1
7.790289307E2,1.454836130E0,8.219346046E0,6.999006271E0
7.790497742E2,1.033699393E0,9.219545364E0,8.956335068E0
7.790706177E2,1.629512191E0,6.778866768E0,1.093519974E1
7.790914612E2,-8.997012973E-1,5.950950146E0,9.834501266E0
7.791123353E2,1.562513232E0,1.027717304E1,1.880758643E0
7.791331788E2,2.778067112E0,7.113861561E0,-5.008177757E0
7.791540223E2,6.580262184E-1,3.799802303E0,-2.254039049E0
7.791748658E2,1.194018483E0,6.008377552E0,2.751745939E0
7.791957093E2,-5.264210105E-1,5.326423168E0,1.308874011E0
7.792165528E2,6.436693072E-1,1.062413216E1,1.155972576E1
7.792373963E2,9.882357717E-1,9.891928673E0,1.234217930E1
7.792582398E2,1.435693651E-1,8.896514893E0,6.484549522E0
7.792791138E2,1.596012712E0,7.013363361E0,-3.302095234E-1
7.792999573E2,1.174875975E0,7.477570534E0,-2.646461725E0
7.793208008E2,1.342373490E0,5.032105923E0,-3.349951804E-1
7.793416443E2,8.111668825E-1,7.044469833E0,3.562912941E0
7.793624878E2,1.808973908E0,8.487341881E0,1.089691448E1
7.793833313E2,-5.216353536E-1,7.396214962E0,9.016156197E0
7.794042054E2,8.470591903E-1,1.077009487E1,6.759724140E0
7.794250489E2,1.383051515E0,7.578069210E0,2.603390932E0
7.794458924E2,-8.614161611E-1,8.049455643E0,4.283152580E0
7.794667664E2,1.280160069E0,8.501698494E0,4.835894585E0
7.794876099E2,-1.036092162E0,7.458428383E0,4.254438877E0
7.795084839E2,1.356730461E0,9.815358162E0,9.707681656E0
7.795293274E2,6.460621357E-1,7.042077065E0,6.707081795E0
7.795501709E2,3.397808075E-1,8.944371223E0,3.239881754E0
7.795710450E2,1.854437590E0,6.721438885E0,4.283152521E-1
7.795918885E2,1.196411345E-2,6.915257454E0,1.629512191E0
7.796127320E2,1.289731383E0,7.477570534E0,6.960721016E0
7.796336060E2,1.378265858E0,6.958328247E0,9.183652878E0
7.796544495E2,1.473978758E0,9.030512810E0,9.824930191E0
7.796752930E2,5.264210105E-1,6.565905571E0,6.058627129E0
7.796961365E2,1.607976794E0,7.590033531E0,4.335794449E0
7.797169800E2,1.172483087E0,7.910671711E0,4.058227062E0
